CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
6394	7771	20	0.8174	-66.047
4104	4471	20	0.9712	0.000
6555	7771	20	0.7902	-52.031
7402	9136	20	0.9135	-56.063
7650	8597	20	0.7998	18.011
6059	6204	20	0.8225	0.038
3933	6658	20	0.7854	3.958
4241	7402	20	0.8061	-52.067
6633	7654	20	0.9167	-42.047
6394	6586	20	0.8677	0.000
7372	11824	20	0.8649	0.000
6371	9670	20	0.9239	17.974
6139	6658	20	0.7846	15.995
9136	9306	20	0.7964	54.047
6805	8749	20	0.8656	-28.031
6176	10193	20	0.8496	14.015
6394	8597	20	0.791	-143.131
6758	6775	20	0.8637	-0.109
4296	6586	20	0.8594	12.000
6555	6658	20	0.8748	28.031
4175	4241	20	0.7834	-0.058
6164	7192	20	0.9388	14.018
5514	6204	20	0.799	-12.974
5963	5978	20	0.828	0.036
6381	7192	20	0.8725	-102.066
4241	8571	20	0.915	0.000
7750	8113	20	0.8837	-14.016
6394	6658	20	0.8847	14.016
7402	7409	20	0.9261	-56.064
5332	6164	20	0.9694	-14.016
7261	7289	20	0.8388	14.242
4728	5275	20	0.811	-14.016
6805	7289	20	0.8864	0.227
5792	6586	20	0.809	-26.016
5788	5969	20	0.8771	0.000
5548	5919	20	0.9172	-14.015
5650	6107	20	0.9616	-28.031
5447	7261	20	0.8424	-238.230
5275	6633	20	0.815	-42.047
3756	4631	20	0.8166	0.000
7206	11831	20	0.8787	-206.204
5332	7192	20	0.9478	0.002
5650	6164	20	0.907	-14.016
7654	9670	20	0.8445	-10.021
9663	10471	20	0.9358	-28.031
8749	11828	20	0.8108	14.015
5072	5514	20	0.82	-15.019
4104	7037	20	0.8195	-172.146
4104	5969	20	0.8588	-144.115
5332	5499	20	0.8736	0.000
6381	7082	20	0.8879	-28.031
4564	4673	20	0.8337	-0.000
4134	6107	20	0.8754	-158.130
6730	6758	20	0.8351	74.073
7206	7261	20	0.7917	-220.219
8113	10471	20	0.8711	-84.094
5969	6696	20	0.9187	130.099
5969	6164	20	0.879	0.000
5650	5969	20	0.9397	-14.016
5650	6371	20	0.962	-28.031
5447	11831	20	0.8405	-224.214
7289	7372	20	0.8596	-28.258
4104	6107	20	0.8689	-158.130
4241	8507	20	0.7901	2.016
28	12000	21	0.8081	-0.000
41	52	21	0.8757	-14.016
32	41	21	0.8839	14.016
8	28	21	0.8162	14.016
32	52	21	0.9767	0.000
52	12017	21	0.9648	0.000
32	12000	21	0.7812	14.016
6	21	21	0.7581	-14.016
6	32	21	0.756	-14.016
6	12000	21	0.7549	-0.000
8	32	21	0.9657	0.000
8	11993	21	0.9601	0.000
41	12017	21	0.8881	-14.016
11993	12017	21	0.9574	0.000
28	12017	21	0.8107	-14.016
11993	12000	21	0.7613	14.016
21	11993	21	0.9507	0.000
28	41	21	0.8738	0.000
28	32	21	0.8247	-14.016
32	12017	21	0.9717	0.000
8	12017	21	0.9604	0.000
21	32	21	0.9762	0.000
8	21	21	0.9612	0.000
12000	12017	21	0.7559	-14.016
8	41	21	0.8738	14.016
28	11993	21	0.8016	-14.016
21	41	21	0.8665	14.016
52	12000	21	0.7656	14.016
52	11993	21	0.9633	0.000
6	28	21	0.761	0.000
41	12000	21	0.8315	-0.000
21	52	21	0.9722	0.000
32	11993	21	0.9571	0.000
28	52	21	0.8323	-14.016
21	28	21	0.8238	14.016
21	12017	21	0.9501	0.000
21	12000	21	0.7837	14.016
8	52	21	0.98	0.000
41	11993	21	0.8579	-14.016
6	52	21	0.7547	-14.016
55	12000	21	0.824	-0.000
4572	4732	22	0.8615	-0.020
4586	5984	22	0.712	-28.031
4572	4586	22	1.0	-0.020
4526	4986	22	0.8727	-14.016
5717	5984	22	0.7428	0.000
4586	4732	22	0.8615	0.000
4874	6707	22	0.7779	-86.075
4678	4732	22	0.8353	-0.020
4732	4986	22	0.8249	0.000
4586	5717	22	0.7417	-28.031
4526	5984	22	0.831	-42.047
4732	5984	22	0.8308	-28.031
4678	4986	22	0.9747	-0.020
4732	5717	22	0.8291	-28.031
4678	4874	22	0.9758	-0.000
4874	4986	22	0.9832	-0.020
4986	5717	22	0.7053	-28.032
4732	4874	22	0.8362	0.020
4986	6707	22	0.779	-86.055
4678	6707	22	0.7654	-86.075
4986	5984	22	0.9233	-28.031
10514	11295	23	0.937	74.019
10981	11295	23	0.9287	0.000
11011	11197	23	0.9023	0.999
10296	10316	23	0.8939	74.019
10296	11295	23	0.917	74.019
10943	11197	23	0.9678	0.000
11312	11386	23	0.872	-148.038
10803	11226	23	0.9511	0.000
10514	10803	23	0.905	-0.999
10770	10802	23	0.8158	-0.999
10803	11386	23	0.9172	0.000
10530	10981	23	0.9065	75.017
10514	10530	23	0.9044	-0.999
10316	10514	23	0.902	-74.018
10296	10514	23	0.9262	0.000
10803	11295	23	0.8979	75.018
10530	11295	23	0.9075	75.018
10296	11197	23	0.9267	0.000
9443	10770	23	0.812	0.000
10606	11197	23	0.9458	-74.019
10194	11312	23	0.8449	0.000
10803	10943	23	0.9054	0.999
10530	10943	23	0.9076	0.999
10606	10803	23	0.8849	-75.018
10530	11226	23	0.9528	0.000
10514	11197	23	0.9598	0.000
10316	11197	23	0.9074	-74.018
10606	11226	23	0.8829	-75.018
10514	10943	23	0.9498	0.000
10606	10943	23	0.9333	-74.019
9229	10296	23	0.8838	0.001
10981	11011	23	0.8947	-75.017
10981	11197	23	0.9483	-74.018
10943	10981	23	0.9319	74.018
9443	10330	23	0.808	0.000
10981	11226	23	0.8856	-75.017
10316	10981	23	0.8993	-0.000
10606	10981	23	0.9402	-0.000
11011	11386	23	0.901	-0.000
10194	10770	23	0.7967	0.999
10530	11197	23	0.9091	0.999
11197	11295	23	0.9513	74.019
10316	10943	23	0.8943	-74.018
11011	11226	23	0.9364	-0.000
10802	11021	23	0.8357	0.000
11021	11312	23	0.9525	-0.000
9603	11386	23	0.8734	-74.019
10530	10803	23	0.9505	0.000
10802	11312	23	0.8482	0.000
10606	11295	23	0.9493	0.000
10803	11011	23	0.9388	0.000
10296	10981	23	0.9087	74.019
10530	11011	23	0.9388	0.000
10943	11011	23	0.9003	-0.999
10514	10606	23	0.9276	74.019
10803	11197	23	0.911	0.999
10316	11295	23	0.904	0.000
9229	11197	23	0.9023	0.001
10296	10606	23	0.8932	74.019
10530	10606	23	0.9033	75.018
10330	10770	23	0.8969	-0.000
10943	11295	23	0.9378	74.019
10194	11021	23	0.8248	0.000
9603	11021	23	0.8379	74.019
10803	11312	23	0.8909	148.038
10514	10981	23	0.9409	74.018
10770	11312	23	0.8433	-0.999
10770	11021	23	0.8353	-0.999
10194	10330	23	0.8145	0.999
10296	10943	23	0.9221	0.000
9229	11295	23	0.91	74.019
9603	11312	23	0.8344	74.019
10514	11011	23	0.9007	-0.999
10530	11386	23	0.9159	0.000
10316	10606	23	0.8855	0.000
11226	11386	23	0.9023	0.000
11973	12025	24	0.9781	0.000
61	12025	24	0.9799	0.000
11973	12021	24	0.9806	0.000
12021	12025	24	0.9877	0.000
61	12021	24	0.9802	0.000
61	11973	24	0.9686	0.000
2390	3081	25	0.7377	61.982
3081	4171	25	0.9143	-0.000
4424	4764	26	0.8453	42.047
80	6077	26	0.9916	0.017
80	4069	26	0.9861	0.017
4196	5097	26	0.9571	-28.032
97	6077	26	0.9918	0.000
4500	6082	26	0.8573	26.016
3851	4500	26	0.8629	-28.031
4069	6077	26	0.9806	0.000
4498	6384	26	0.8539	-33.984
97	4069	26	0.9864	0.000
3851	6082	26	0.9176	-2.015
4879	5954	26	0.8585	-28.031
6032	6082	26	0.9582	-33.984
3906	6760	26	0.8449	-30.047
5097	6444	26	0.9042	-42.047
4437	4879	26	0.9173	-2.015
3759	3906	26	0.8462	-33.984
4058	4437	26	0.8524	-26.016
3759	3851	26	0.8505	-33.984
3090	4074	26	0.8336	15.995
6082	6760	26	0.9743	-28.031
3775	5460	26	0.8296	-26.052
4569	5097	26	0.8479	-2.016
4074	6082	26	0.9307	-56.062
3851	6760	26	0.8687	-30.047
4424	4783	26	0.8943	42.047
4019	4424	26	0.8562	-70.078
4039	4816	26	0.8928	-28.031
4500	6384	26	0.8904	-0.000
4879	6082	26	0.8746	15.995
3906	5460	26	0.8822	33.984
3775	4569	26	0.8461	-28.031
4039	5866	26	0.9365	-56.062
3906	6384	26	0.8929	-28.032
3906	6082	26	0.8743	-2.016
4019	4764	26	0.833	-28.032
4828	6032	26	0.9192	-28.031
3906	4500	26	0.8342	-28.031
5460	6032	26	0.8882	-2.016
5555	6082	26	0.8703	-2.016
6032	6750	26	0.9393	-28.031
3775	4019	26	0.8663	-14.015
3759	5555	26	0.8411	-33.984
4196	6032	26	0.8813	-26.052
3854	4807	26	0.8286	-26.016
4019	4367	26	0.8825	-2.016
4196	6444	26	0.8781	-70.078
3851	6384	26	0.906	-28.031
4069	4873	26	0.8522	-15.995
6384	6760	26	0.9415	-2.016
4873	6077	26	0.8492	15.995
3090	4879	26	0.8594	-56.062
3087	6760	26	0.9028	-112.125
3851	3906	26	0.898	0.000
80	97	26	0.9994	0.017
4074	6760	26	0.9176	-84.094
3851	5460	26	0.8938	33.984
3854	6760	26	0.8596	-12.036
4992	6077	26	0.9809	0.000
3854	3906	26	0.9047	18.011
5097	6750	26	0.8535	-26.051
4196	4367	26	0.9377	-14.016
3087	4069	26	0.8432	70.042
3087	6082	26	0.9068	-84.094
4500	5555	26	0.8355	28.031
3854	5555	26	0.8793	18.011
3851	5555	26	0.8761	0.000
4451	6444	26	0.8342	-56.063
4764	4783	26	0.8351	0.000
3906	5555	26	0.8555	0.000
4058	5954	26	0.8277	-56.063
4500	6760	26	0.8798	-2.016
3851	3854	26	0.9128	-18.010
3087	4074	26	0.9336	-28.031
3775	4196	26	0.8753	-2.016
4058	4879	26	0.9256	-28.031
4807	6760	26	0.8697	13.979
4367	4764	26	0.8379	-26.016
4879	5866	26	0.8613	-23.016
4807	6384	26	0.8433	15.995
4367	6661	26	0.845	-70.078
5555	6384	26	0.8582	-28.032
5460	5555	26	0.8822	-33.984
6750	6760	26	0.9258	-33.984
3759	5460	26	0.8566	0.000
4816	5866	26	0.9203	-28.031
6082	6384	26	0.8981	-26.016
97	4873	26	0.8545	-15.995
3854	6384	26	0.8766	-10.021
3088	4069	26	0.9601	0.000
150	309	27	0.8844	0.000
276	309	27	0.7846	0.000
276	375	27	0.9654	0.054
276	360	27	0.8838	0.021
360	375	27	0.8853	0.033
309	375	27	0.7859	0.054
9102	9640	29	0.9142	56.063
7134	9332	29	0.9239	-0.000
8753	9640	29	0.8936	56.063
7794	9332	29	0.9182	-0.000
8108	8413	29	0.9304	0.000
7134	10253	29	0.9311	-0.001
7794	9640	29	0.8801	56.063
8753	9102	29	0.9341	0.000
8413	9332	29	0.9464	0.000
9332	9640	29	0.8932	56.063
9332	10253	29	0.9278	-0.001
8108	8753	29	0.9129	0.000
10253	11411	29	0.9433	0.000
9102	10253	29	0.9505	-0.001
9102	9210	29	0.9094	0.000
8413	9640	29	0.9033	56.063
8753	11411	29	0.9467	-0.001
8413	8753	29	0.9396	0.000
8108	9640	29	0.8979	56.063
7134	9737	29	0.88	-0.000
8413	11411	29	0.9509	-0.001
9102	11411	29	0.9743	-0.001
7794	11411	29	0.9302	-0.001
8108	10253	29	0.8989	-0.001
9737	10253	29	0.8936	-0.001
8753	9210	29	0.864	0.000
9640	11411	29	0.9141	-56.064
9332	9737	29	0.9021	-0.000
7794	10253	29	0.8995	-0.001
7794	9102	29	0.9312	-0.000
9210	11411	29	0.9026	-0.001
7134	9102	29	0.9435	-0.000
7134	7794	29	0.9138	-0.000
8753	9332	29	0.9253	0.000
9332	11411	29	0.9478	-0.001
9102	9332	29	0.965	0.000
8108	9210	29	0.8747	0.000
8753	10253	29	0.9047	-0.001
8413	10253	29	0.9056	-0.001
7134	9640	29	0.8998	56.063
7794	8753	29	0.915	-0.000
7134	11411	29	0.9561	-0.001
9210	10253	29	0.8925	-0.001
7794	8413	29	0.9131	-0.000
8108	9102	29	0.9387	0.000
8108	11411	29	0.9337	-0.001
7134	8108	29	0.9223	-0.000
7134	8753	29	0.9498	-0.000
9210	9640	29	0.8551	56.063
7794	8108	29	0.9042	-0.000
7794	9737	29	0.8655	-0.000
8413	9210	29	0.879	0.000
8108	9332	29	0.912	0.000
7134	8413	29	0.9373	-0.000
8413	9102	29	0.9569	0.000
6327	6668	31	0.9504	0.019
8666	11515	32	0.8863	28.032
11567	11604	32	0.8859	-67.988
5530	11515	32	0.875	-224.214
7946	8666	32	0.8346	-28.032
7946	11540	32	0.8303	-14.016
8280	11549	32	0.8468	-28.031
11515	11549	32	0.913	-28.032
7946	8316	32	0.7986	-28.032
11515	11540	32	0.8825	-14.016
5530	11549	32	0.8654	-252.245
8951	11540	32	0.8243	14.017
11544	11568	32	0.8603	-14.017
7619	11549	32	0.8208	0.000
5924	6112	32	0.8724	-14.015
5378	5846	32	0.8282	-26.016
7380	11540	32	0.8221	-14.015
8316	8652	32	0.8097	28.031
5846	6449	32	0.8184	-28.032
7619	8316	32	0.7999	-0.000
5846	6112	32	0.9055	-14.015
8666	8951	32	0.8452	-0.000
8652	11540	32	0.819	-14.015
7619	8666	32	0.8176	-0.000
8280	8316	32	0.8221	-28.032
8093	8316	32	0.825	0.000
5378	5924	32	0.8262	-26.016
7946	11549	32	0.8437	-28.032
8666	11549	32	0.9293	0.000
8280	11515	32	0.864	0.000
8951	11549	32	0.8402	0.001
8652	11515	32	0.8484	0.001
11554	11567	32	0.8631	28.032
8280	8652	32	0.8147	-0.001
7946	11515	32	0.8662	0.000
8316	11549	32	0.8856	0.000
5846	5924	32	0.8732	0.000
5530	6366	32	0.9146	-40.031
11540	11549	32	0.9028	-14.016
8280	8951	32	0.8135	-28.032
8634	8951	32	0.8147	-14.016
8093	11540	32	0.8375	14.016
8316	11515	32	0.8684	28.032
7380	8951	32	0.7737	-28.032
5378	6112	32	0.8272	-40.032
7946	8652	32	0.8271	-0.001
7619	8093	32	0.7911	-0.000
5302	6112	32	0.8838	-28.031
8316	8951	32	0.8147	-0.000
6041	6112	32	0.7077	-26.016
8093	11549	32	0.8534	0.000
8666	11540	32	0.8938	14.016
5378	6449	32	0.7584	-54.048
8093	8666	32	0.856	-0.000
11544	11562	32	0.8934	-28.031
5530	8666	32	0.8651	-252.246
7380	8280	32	0.8245	0.000
7050	8951	32	0.8046	-0.001
7380	11515	32	0.8356	0.000
8093	8280	32	0.7956	28.032
7380	7946	32	0.8144	0.000
7050	8093	32	0.7912	-0.000
8280	8666	32	0.8458	-28.032
8316	11540	32	0.8532	14.016
7619	11515	32	0.8359	28.032
6112	6449	32	0.8184	-14.016
8316	8666	32	0.8799	-0.000
5302	5846	32	0.8809	-14.016
11544	11567	32	0.9232	-67.987
6112	6366	32	0.7672	-30.995
11562	11568	32	0.8092	14.015
5530	11544	32	0.7715	-292.201
5302	5378	32	0.8159	12.000
8280	11540	32	0.8481	-14.015
11544	11604	32	0.8941	-135.975
5924	6449	32	0.8	-28.032
5302	5924	32	0.8521	-14.016
7946	8280	32	0.8333	-0.000
8634	8652	32	0.7945	14.016
7619	8652	32	0.7939	28.031
7619	8634	32	0.7749	14.015
8093	8951	32	0.8309	-0.000
11554	11562	32	0.8869	67.988
5302	6449	32	0.8015	-42.047
7380	8652	32	0.8006	-0.001
7619	7946	32	0.7776	28.032
4907	5970	33	0.8931	15.995
5196	5231	33	0.7855	16.024
3858	4901	33	0.8621	-29.063
3858	3977	33	0.9312	0.000
5213	5220	33	0.9574	-414.203
5970	8034	33	0.8933	-15.995
6481	7188	33	0.9743	-112.115
5828	6146	33	0.9388	-72.021
5230	5782	33	0.9521	116.063
6067	10698	33	0.9222	-255.292
5215	5230	33	0.9466	-116.063
4901	5598	33	0.9178	0.000
6048	7188	33	0.9542	-130.081
5828	6593	33	0.9652	-30.010
5215	6146	33	0.9387	-42.011
5232	5601	33	0.7878	0.000
6067	6146	33	0.9361	-14.015
6473	6894	33	0.9315	-112.314
5598	6501	33	0.9045	46.041
6013	9966	33	0.8963	-210.198
5970	9966	33	0.8817	-271.251
5598	6013	33	0.8852	-0.000
5828	10698	33	0.9356	-313.298
5220	6501	33	0.8452	432.214
5215	6593	33	0.9607	0.001
5215	5828	33	0.9674	30.011
5828	7188	33	0.954	-160.092
4087	5435	33	0.7817	14.992
5213	6501	33	0.8695	18.010
5200	6516	33	0.9519	-0.000
6048	6481	33	0.9515	-17.966
5230	8698	33	0.9191	116.063
5215	7188	33	0.9799	-130.082
5200	10698	33	0.9395	-301.298
5204	9966	33	0.9037	-210.198
5200	9966	33	0.9345	-273.267
4087	4140	33	0.7246	-13.979
5782	6067	33	0.9577	-27.995
5231	5232	33	0.9517	-1.003
5230	5589	33	0.9513	116.063
5204	5213	33	0.9615	28.031
5589	5782	33	0.9829	0.000
4901	5213	33	0.9173	28.031
5782	6048	33	0.9732	-0.000
5200	5230	33	0.9414	-134.074
6481	6593	33	0.9592	17.967
5213	5598	33	0.8786	-28.031
5213	6013	33	0.8628	-28.031
4901	6013	33	0.9165	-0.000
5204	6013	33	0.9015	0.000
6048	6146	33	0.9278	-42.010
5782	6593	33	0.9551	0.001
3858	5435	33	0.8584	14.991
5231	6894	33	0.8991	-130.274
6048	6067	33	0.9582	-27.995
4087	4162	33	0.7685	-15.995
5200	7188	33	0.9184	-148.092
4087	4225	33	0.7003	-13.979
4246	5196	33	0.7085	30.987
6593	8034	33	0.9397	-0.001
5215	5782	33	0.9722	-0.000
5220	5598	33	0.8564	386.173
3977	5435	33	0.8406	14.991
6473	6481	33	0.9298	1.999
6345	7212	33	0.8222	-128.067
5589	6146	33	0.9408	-42.010
6146	6345	33	0.9208	58.007
6013	6516	33	0.8862	63.068
5232	5435	33	0.8995	2.005
5782	6146	33	0.9308	-42.010
5230	7188	33	0.9536	-14.019
5230	6048	33	0.9527	116.063
6593	7188	33	0.9465	-130.082
5589	6048	33	0.9601	-0.000
5196	5435	33	0.8013	17.027
5215	6481	33	0.9886	-17.967
5204	6516	33	0.9204	63.068
5231	6473	33	0.8217	-17.960
5204	5220	33	0.9492	-386.172
5589	6481	33	0.989	-17.966
5828	6067	33	0.9705	-58.006
5435	6894	33	0.9183	-131.277
6146	7188	33	0.9279	-88.071
5230	6481	33	0.9361	98.096
6516	9966	33	0.9312	-273.266
6013	10698	33	0.9137	-238.229
5204	5598	33	0.9004	0.000
4901	5204	33	0.9357	-0.000
5828	6481	33	0.9659	-47.977
6048	6593	33	0.9458	0.001
6516	10698	33	0.9342	-301.298
5828	6048	33	0.9623	-30.011
5215	6048	33	0.9563	-0.000
4044	4087	33	0.8305	-0.000
9966	10698	33	0.9778	-28.031
5589	5828	33	0.9681	30.011
5215	5589	33	0.9934	-0.000
5204	6501	33	0.8913	46.042
7189	9966	33	0.8798	-108.148
5782	6481	33	0.9666	-17.966
5589	6593	33	0.9592	0.001
4901	5220	33	0.8961	-386.173
5782	5828	33	0.9613	30.011
4140	5435	33	0.7976	28.971
4044	4140	33	0.7176	-13.979
6067	6593	33	0.955	27.996
6146	6481	33	0.9408	24.044
5589	7188	33	0.9817	-130.081
5970	6067	33	0.9078	-43.991
4140	4225	33	0.8196	0.000
3858	5204	33	0.8946	-29.063
5231	5435	33	0.9323	1.003
4901	6501	33	0.9166	46.041
5782	7188	33	0.9718	-130.081
6013	6501	33	0.8942	46.042
6593	8249	33	0.9432	-0.001
870	882	34	0.9419	-0.019
880	905	35	0.9556	0.000
352	4213	37	0.9476	0.028
1987	4802	37	0.9517	0.011
1183	1413	37	0.9578	0.000
1269	4213	37	0.9472	0.011
647	1183	37	0.9914	-14.017
616	1471	37	0.9551	-14.016
504	1269	37	0.9824	-0.017
1972	2292	37	0.9541	0.021
1225	1972	37	0.9624	14.015
504	1148	37	0.986	-14.014
352	1269	37	0.9739	0.017
1148	1471	37	0.9618	-0.019
1148	1225	37	1.0	-0.019
4642	5019	37	0.9719	0.000
3938	5019	37	0.9678	0.000
1148	1183	37	1.0	-0.037
647	4213	37	0.952	0.028
1225	1269	37	0.9722	14.015
1183	1471	37	0.9618	0.019
504	647	37	0.9978	-0.034
352	535	37	0.9886	0.034
352	616	37	0.9932	0.017
504	535	37	0.9925	0.000
535	4802	37	0.9566	-14.021
521	1233	37	0.9906	-14.017
352	1183	37	0.9901	-14.017
1233	1471	37	0.9583	0.019
616	1987	37	0.9758	-14.016
1417	1471	37	0.9985	-0.019
504	521	37	0.9879	-0.034
1148	1987	37	0.975	-0.019
521	1183	37	0.9888	-14.017
1225	1417	37	0.9628	0.019
1233	1987	37	0.975	0.019
352	504	37	0.9888	0.034
1471	1773	37	0.9489	0.011
1471	1987	37	0.9674	-0.000
616	1225	37	0.9931	-14.016
1417	1773	37	0.9494	-0.008
535	647	37	0.9936	-0.034
1417	1987	37	0.968	-0.019
521	1269	37	0.9782	0.017
352	1972	37	0.9653	0.017
535	1148	37	0.981	-14.014
1225	1471	37	0.9618	0.000
1148	1417	37	0.9597	0.000
647	1972	37	0.9729	0.017
352	521	37	0.9889	0.000
4642	4802	37	0.9758	0.000
616	1269	37	0.978	-0.000
1413	1987	37	0.9622	0.019
1225	1413	37	0.9578	-0.019
521	4213	37	0.9522	0.028
504	1972	37	0.9723	-0.017
504	4802	37	0.9622	-14.021
1413	1773	37	0.9479	0.029
616	1972	37	0.9685	-0.000
1148	1233	37	0.9965	-0.037
521	1972	37	0.9691	0.017
521	535	37	0.9851	0.034
1413	1417	37	0.9955	0.037
1233	1417	37	0.9549	0.037
1183	1225	37	1.0	0.019
1225	1987	37	0.975	-0.000
504	1417	37	0.9499	-14.014
647	1233	37	0.9925	-14.017
1269	1972	37	0.9739	0.000
535	4213	37	0.9483	-0.006
1269	1987	37	0.9604	-14.016
504	616	37	0.9953	-0.017
535	616	37	0.992	-0.017
2292	2397	37	0.9747	-0.021
535	1972	37	0.9704	-0.017
352	647	37	0.9911	0.000
352	1233	37	0.9913	-14.017
616	647	37	0.9974	-0.017
1413	1471	37	0.9937	0.019
1225	1233	37	0.9965	-0.019
3938	4642	37	0.988	0.000
4802	5019	37	0.9681	0.000
535	1269	37	0.9802	-0.017
647	1269	37	0.9827	0.017
521	616	37	0.9949	0.017
1148	4802	37	0.9554	-0.008
3938	4802	37	0.969	0.000
1183	1417	37	0.9597	0.037
1183	1233	37	0.9965	0.000
1148	1413	37	0.9578	-0.037
1233	4802	37	0.9591	0.030
1183	1987	37	0.975	0.019
521	647	37	0.9919	0.000
2071	2694	38	0.813	-14.016
1502	2163	38	0.9201	-14.016
1502	2071	38	0.9003	-0.001
1570	2792	38	0.7189	-16.031
2694	2792	38	0.8344	0.000
1570	2163	38	0.7288	-16.031
2071	2163	38	0.8813	-14.015
1502	2792	38	0.8969	-14.016
1502	1570	38	0.7337	2.015
2163	2792	38	0.9495	-0.000
2071	2792	38	0.8654	-14.016
1570	2071	38	0.7305	-2.016
1502	2694	38	0.8157	-14.016
2163	2694	38	0.846	-0.000
2098	2432	39	0.7653	0.000
2231	3289	40	0.8098	-86.037
3281	4182	40	0.7889	-172.074
2231	2239	40	0.8467	17.026
3291	3741	40	0.8253	-172.074
2231	3742	40	0.8012	-172.074
2239	3741	40	0.8516	-172.074
3741	4177	40	0.811	-103.064
2239	3281	40	0.8679	-86.036
2312	3741	40	0.8276	-155.047
3281	4177	40	0.7649	-189.101
3154	3281	40	0.8218	17.027
2231	2312	40	0.8544	0.000
2312	3742	40	0.7924	-172.074
3742	4177	40	0.7893	-86.037
3289	3742	40	0.8618	-86.037
3281	3741	40	0.8964	-86.037
2239	2291	40	0.8796	0.000
3289	3741	40	0.8968	-69.010
2239	4182	40	0.7221	-258.111
4177	4182	40	0.7326	17.026
3281	3742	40	0.8372	-103.064
3742	4182	40	0.7874	-69.010
3281	3289	40	0.8698	-17.027
3741	3742	40	0.9028	-17.027
2231	3741	40	0.8278	-155.047
3741	4182	40	0.8166	-86.037
2239	3291	40	0.8986	0.000
3154	3289	40	0.851	0.000
2312	3289	40	0.8135	-86.037
2239	3742	40	0.7761	-189.100
11871	11950	42	0.7616	194.986
5274	5471	43	0.8027	-0.000
9565	10234	44	0.8935	-0.000
8590	9254	44	0.8381	-28.030
9546	9707	44	0.897	-0.000
8590	9792	44	0.7991	-146.202
7135	8283	44	0.9593	-28.032
9792	9939	44	0.8376	-0.000
9565	9792	44	0.9435	0.000
9546	9792	44	0.8546	-73.089
8590	10234	44	0.7525	-146.203
9792	10234	44	0.8807	-0.000
8590	9565	44	0.8177	-146.202
9546	10234	44	0.824	-73.090
9565	9707	44	0.8308	73.089
8285	9254	44	0.7286	-64.031
8590	9939	44	0.7744	-146.203
9546	9565	44	0.9105	-73.089
7128	8285	44	0.931	-28.032
8590	8922	44	0.7617	-46.040
8922	9254	44	0.8057	18.009
8590	9091	44	0.8062	-144.114
8876	8922	44	0.7293	2.014
7128	8590	44	0.7581	-64.033
7882	8876	44	0.8592	-28.031
7135	9546	44	0.7926	-210.235
9565	9939	44	0.8642	-0.000
9939	10234	44	0.7993	0.000
426	698	45	0.7298	0.000
692	698	45	0.788	-279.087
634	692	45	0.7186	215.093
678	698	45	0.7202	261.121
10252	11427	47	0.7722	28.030
10252	11334	47	0.7248	-162.054
9494	10800	47	0.7417	19.969
10920	11334	47	0.9029	-14.016
10198	10635	47	0.814	-14.016
10635	11334	47	0.8756	-14.016
9494	11413	47	0.7616	5.953
10635	10800	47	0.954	0.000
10920	11413	47	0.8258	-14.016
9494	10635	47	0.7442	19.969
11334	11413	47	0.8504	0.000
10635	11413	47	0.8158	-14.016
10800	11413	47	0.8111	-14.016
10198	11413	47	0.7354	-28.031
10198	11334	47	0.843	-28.031
10198	11427	47	0.7424	162.053
9874	10920	47	0.8272	-28.031
9555	10635	47	0.7511	-42.046
9555	11334	47	0.7559	-56.062
9555	11413	47	0.7699	-56.062
9874	10800	47	0.8135	-28.031
9874	10635	47	0.8117	-28.031
10635	10920	47	0.9494	0.000
9494	10920	47	0.7745	19.969
10198	10920	47	0.8337	-14.015
9555	10800	47	0.7604	-42.046
10198	10800	47	0.8181	-14.015
10800	10920	47	0.9405	0.000
10800	11334	47	0.878	-14.016
9494	9555	47	0.7531	62.016
9281	9494	47	0.7045	8.063
9555	10920	47	0.7617	-42.046
9874	11413	47	0.7976	-42.047
9494	9874	47	0.7612	48.000
9555	9874	47	0.7739	-14.016
9874	11334	47	0.8473	-42.047
9494	11334	47	0.7696	5.953
9874	10198	47	0.7855	-14.015
1645	1887	48	0.8998	-0.000
624	1664	49	0.9015	0.000
1664	1924	49	0.9695	0.000
482	624	49	0.8911	0.000
11113	11382	50	0.8542	0.000
10058	11113	50	0.8521	-67.987
10058	11058	50	0.8038	0.000
4805	5656	51	0.8661	2.016
4999	5029	51	0.7751	-56.026
4485	4514	51	0.9209	-88.052
4491	4514	51	0.9279	-44.026
4380	4999	51	0.7959	74.037
4380	4514	51	0.797	-220.131
4485	5029	51	0.7354	150.090
4380	4491	51	0.8246	-176.105
4485	4491	51	0.9159	-44.026
4329	4380	51	0.7183	27.012
4745	5029	51	0.839	1.979
4999	5364	51	0.8741	-14.016
4491	4745	51	0.7232	192.136
4805	4999	51	0.8034	30.010
4745	5386	51	0.712	-33.997
4485	4745	51	0.7033	148.110
5087	5364	51	0.7157	27.996
4745	4999	51	0.8116	58.005
4514	5029	51	0.7195	238.142
4380	5029	51	0.8482	18.011
4380	4485	51	0.8076	-132.079
4999	5656	51	0.8078	-27.995
4745	5364	51	0.8739	43.990
4380	4745	51	0.8588	16.031
4380	5386	51	0.8075	-17.966
4491	5029	51	0.7581	194.115
5029	5364	51	0.858	42.010
4745	5087	51	0.7115	15.994
5029	5386	51	0.7428	-35.976
3841	4999	51	0.7384	15.995
