CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
4944	4956	11	0.766	-41.026
3994	4920	11	0.774	18.011
6613	6615	11	0.7799	-23.016
3992	3994	11	0.7476	-18.010
3994	4956	11	0.7475	-47.052
4921	4944	11	0.8492	-6.026
3992	4920	11	0.9924	0.000
3995	6610	11	0.7259	14.974
4925	6615	11	0.8076	-26.052
3992	6610	11	0.7992	-26.052
2462	3995	11	0.7348	-16.055
3994	3995	11	0.807	-23.016
3995	4944	11	0.7647	16.990
3803	3806	11	0.7901	-25.057
3803	4925	11	0.7367	-26.052
4921	4925	11	0.8837	-23.016
2462	3803	11	0.7763	9.997
4925	6610	11	0.7418	14.974
4925	4944	11	0.7806	16.990
4920	6610	11	0.7984	-26.052
3992	4944	11	0.8205	-24.036
3994	4944	11	0.7756	-6.026
443	2690	12	0.9311	-90.047
769	774	12	0.9941	0.037
3380	4284	12	0.932	15.995
443	3012	12	0.9372	-104.063
2404	2690	12	0.8826	51.999
1242	2010	12	0.9092	-14.016
3027	3769	12	0.8672	-76.032
3701	3732	12	0.9037	27.995
6648	7416	12	0.845	-28.029
2404	3012	12	0.8829	37.983
713	798	12	0.8678	0.000
2690	3027	12	0.8414	-118.009
5276	11257	12	0.8246	-134.206
552	774	12	0.9546	-13.997
769	1242	12	0.9765	-13.997
3769	6648	12	0.805	-106.172
798	969	12	0.8703	0.000
1242	2953	12	0.9515	15.995
1611	2196	12	0.9613	0.995
2891	3314	12	0.7933	0.020
1101	1800	12	0.9396	-33.985
552	1242	12	0.9141	-28.031
762	1242	12	0.9796	-14.015
3701	4016	12	0.818	13.979
746	762	12	1.0	-0.019
4324	5276	12	0.912	-76.031
2404	6813	12	0.8827	-68.189
2404	7416	12	0.7906	-276.243
552	3380	12	0.9061	-90.047
347	416	12	0.9651	0.000
969	2690	12	0.9346	-76.031
2802	2891	12	0.982	-0.000
1242	3380	12	0.9589	-62.016
710	769	12	0.919	177.987
443	1146	12	0.8468	-26.016
1243	6813	12	0.9464	-182.203
297	762	12	0.9437	0.995
1969	2690	12	0.8868	-33.984
2007	4324	12	0.8272	-229.093
2007	2196	12	0.8891	-14.016
3012	3040	12	0.9466	0.000
297	416	12	0.9386	15.011
1243	2404	12	0.8938	-114.014
762	2196	12	0.9493	15.995
774	1242	12	0.9821	-14.034
2766	2802	12	0.9794	-0.019
762	769	12	1.0	-0.019
6648	8991	12	0.786	-56.064
3027	8991	12	0.8435	-238.268
3012	6813	12	0.9455	-106.172
443	969	12	0.9429	-14.016
297	746	12	0.9437	1.014
297	552	12	0.9432	15.011
2802	3314	12	0.8118	0.019
798	1969	12	0.7858	-42.047
552	769	12	0.9522	-14.035
2404	8098	12	0.845	-96.220
297	774	12	0.9451	1.014
1146	3012	12	0.7973	-78.047
297	3732	12	0.9068	-35.005
1146	2138	12	0.8318	-35.999
1146	3040	12	0.786	-78.047
974	1800	12	0.8786	15.995
443	2404	12	0.8924	-142.046
2386	3449	12	0.8692	-10.979
2404	3027	12	0.8788	-66.010
969	1969	12	0.8931	-42.047
297	3380	12	0.8987	-75.036
786	1242	12	0.9241	15.995
443	1969	12	0.8926	-56.063
1800	2987	12	0.9505	15.995
762	774	12	0.9941	0.019
626	710	12	0.9544	0.000
769	3380	12	0.9575	-76.012
297	769	12	0.9437	0.977
1243	3040	12	0.9255	-76.031
2196	3234	12	0.8255	-85.031
969	6813	12	0.9399	-196.219
1243	3012	12	0.9441	-76.031
319	347	12	0.942	0.000
2766	3790	12	0.8968	15.995
1033	1146	12	0.7907	2.015
3050	3769	12	0.794	-10.010
746	769	12	1.0	-0.037
969	1243	12	0.9622	-14.015
443	3027	12	0.8557	-208.056
969	2404	12	0.8879	-128.030
974	2044	12	0.8266	15.995
443	6813	12	0.9354	-210.235
3027	7416	12	0.9203	-210.232
2138	3234	12	0.82	15.995
2196	2953	12	0.9794	-14.016
1243	3027	12	0.854	-180.025
443	3040	12	0.9176	-104.063
3234	3788	12	0.8266	-42.047
974	995	12	0.9119	0.036
3732	4016	12	0.9101	-14.015
710	762	12	0.919	178.005
4324	11257	12	0.8497	-210.237
774	3380	12	0.9573	-76.050
3769	7416	12	0.8427	-134.201
2117	3701	12	0.8042	-12.984
1146	6813	12	0.8048	-184.219
416	552	12	0.9876	0.000
2690	3012	12	0.9359	-14.016
2852	3449	12	0.8226	-72.995
3027	6648	12	0.8471	-182.204
3769	8991	12	0.7855	-162.236
2404	3040	12	0.8635	37.983
969	2138	12	0.9481	-48.000
2766	3314	12	0.7905	0.000
319	416	12	0.9558	0.000
7416	8991	12	0.9011	-28.035
1146	1243	12	0.8584	-2.015
3380	3449	12	0.8884	-39.011
2117	3732	12	0.8824	15.011
2117	4016	12	0.8421	0.995
798	6813	12	0.8215	-196.219
2766	2891	12	0.9882	-0.020
3234	4324	12	0.7924	-130.046
1800	3449	12	0.9379	-9.984
746	1242	12	0.9765	-14.034
443	1243	12	0.9507	-28.031
762	786	12	0.942	-30.011
769	2010	12	0.8692	-28.012
746	774	12	0.9941	0.000
2690	6813	12	0.9384	-120.188
2010	3380	12	0.8573	-48.000
2690	3040	12	0.9172	-14.016
2852	4496	12	0.8807	-42.047
319	552	12	0.9356	0.000
746	3380	12	0.9575	-76.050
1243	1969	12	0.9014	-28.031
769	786	12	0.942	-29.992
710	746	12	0.919	178.024
2138	3027	12	0.8625	-146.041
969	3040	12	0.9189	-90.047
1243	2690	12	0.9406	-62.016
297	1242	12	0.9174	-13.020
3040	6813	12	0.9278	-106.172
552	762	12	0.9522	-14.016
969	3012	12	0.9375	-90.047
347	552	12	0.9389	0.000
762	3380	12	0.9622	-76.031
710	774	12	0.9174	178.024
297	2117	12	0.8061	-50.016
1146	2690	12	0.7965	-64.031
2138	3040	12	0.9218	-42.047
3449	4265	12	0.9488	15.995
552	746	12	0.9522	-13.997
3050	7416	12	0.8003	-144.210
2766	3732	12	0.787	30.010
2528	2568	13	0.9321	0.000
9470	11444	14	0.924	-164.120
8853	9547	14	0.9345	-56.062
8350	11444	14	0.9388	0.001
9769	10401	14	0.9321	-162.104
8736	11444	14	0.9427	0.001
9547	11444	14	0.917	-150.105
9470	9769	14	0.9242	-2.016
9470	9547	14	0.9677	-14.015
8853	9470	14	0.9458	-42.047
4337	4338	15	0.914	-117.058
4338	4339	15	0.8758	-73.089
4337	5248	15	0.8312	15.995
1202	1461	16	0.8607	210.135
11919	11921	16	0.7294	-15.972
1461	1493	16	0.7053	15.978
386	581	16	0.7127	0.000
1187	1433	16	0.85	0.000
11868	11925	16	0.9384	0.000
5556	5657	16	0.9973	0.000
11868	11927	16	0.7245	15.972
11917	11942	16	0.7008	-63.877
1199	2821	16	0.7014	-16.032
1169	1433	16	0.7109	169.110
11869	11925	16	0.7291	41.026
11921	11925	16	0.7884	41.026
6263	11967	16	0.735	-8.008
11868	11887	16	0.8594	-2.999
1169	1213	16	0.7048	-15.978
1213	1442	16	0.7984	169.111
6625	11914	16	0.942	0.000
1191	1493	16	0.7211	210.137
6263	11917	16	0.7852	-12.023
6551	6854	16	0.9724	0.000
2084	2821	16	0.7076	-14.016
1461	1472	16	0.8072	-210.133
11905	11919	16	0.7223	-15.977
11909	11925	16	0.8338	-31.947
1722	11961	16	0.725	0.057
11868	11909	16	0.8237	31.947
11856	11885	16	0.8994	0.998
4110	5556	16	0.7134	0.000
11914	11945	16	0.823	23.016
1199	2084	16	0.7168	-2.016
11927	11942	16	0.764	41.026
191	4110	16	0.7728	-0.094
11941	11942	16	0.8886	-15.972
11869	11921	16	0.8694	0.000
11885	11890	16	0.9216	17.966
4799	6370	16	0.7555	-27.995
11887	11909	16	0.7796	34.946
1199	1461	16	0.709	-169.111
11878	11935	16	0.9226	3.996
581	690	16	0.7085	0.000
1442	2084	16	0.7613	-2.016
191	5657	16	0.7437	-0.094
4110	11957	16	0.7746	0.151
1442	2884	16	0.7673	-16.032
191	1722	16	0.8861	0.000
6263	6551	16	0.9658	0.000
11919	11927	16	0.8074	41.027
11917	11935	16	0.7926	12.023
11888	11905	16	0.7539	34.949
1199	1442	16	0.7608	0.000
1213	1472	16	0.827	-210.134
4799	11922	16	0.895	-17.966
1442	2821	16	0.7331	-16.032
4799	11935	16	0.9604	-0.000
11922	11935	16	0.9179	17.966
468	1433	16	0.7529	-14.016
2084	2884	16	0.7374	-14.016
11887	11925	16	0.8742	2.999
11925	11961	16	0.7574	129.886
6263	6854	16	0.9599	0.000
6625	11945	16	0.8028	23.016
4799	11914	16	0.8269	-27.995
6370	6625	16	0.9183	0.000
1213	1461	16	0.9266	-0.000
11888	11921	16	0.8165	3.000
1722	11957	16	0.7292	0.057
1433	1493	16	0.7342	-169.109
11869	11888	16	0.7625	-3.000
11910	11927	16	0.7031	-31.950
4110	11961	16	0.7831	0.151
191	5556	16	0.7418	-0.094
191	11957	16	0.9436	0.057
11885	11922	16	0.9525	2.998
11925	11927	16	0.737	15.972
11869	11905	16	0.7646	31.949
1442	11910	16	0.7972	96.156
1202	1472	16	0.7914	0.001
1199	1213	16	0.7217	-169.111
11905	11921	16	0.8193	-31.949
11925	11957	16	0.77	129.886
11868	11957	16	0.7636	129.886
6370	11914	16	0.8943	0.000
81	11945	16	0.7335	0.106
386	690	16	0.7023	0.000
1442	1461	16	0.7827	-169.111
1213	1493	16	0.7259	15.978
1187	1493	16	0.7035	-169.109
191	11961	16	0.9445	0.057
11887	11957	16	0.7183	132.884
11909	11927	16	0.8957	-15.975
468	1187	16	0.7196	-14.016
11868	11869	16	0.7199	-41.026
11921	11934	16	0.7333	10.029
11868	11921	16	0.7698	-41.026
5697	11935	16	0.962	-0.000
5697	6854	16	0.9469	-0.000
11905	11909	16	0.7127	41.025
5697	6551	16	0.9542	-0.000
1169	1493	16	0.819	0.000
11885	11935	16	0.8839	20.964
1199	2884	16	0.7139	-16.032
5697	11922	16	0.9053	-17.966
11957	11961	16	0.9929	0.000
4110	5657	16	0.7091	0.000
11884	11917	16	0.9023	-0.024
2821	2884	16	0.7364	0.000
11922	11967	16	0.8036	9.958
1202	1213	16	0.8711	210.135
4799	5697	16	0.948	-0.000
602	690	16	0.7208	155.094
690	1199	16	0.702	-14.016
6368	7218	17	0.7352	-28.031
4567	5907	18	0.8728	-42.047
7138	7550	18	0.84	-14.016
6033	7026	18	0.8327	-28.032
9556	11707	18	0.9235	0.000
5536	5615	18	0.8174	-12.000
5951	5962	18	0.8356	-30.998
6033	6374	18	0.8646	-14.016
5383	7609	18	0.9209	-224.214
5093	5643	18	0.8657	-2.016
7511	8612	18	0.9031	-28.032
7138	7281	18	0.8061	-28.030
8612	8955	18	0.9064	-0.000
4567	6578	18	0.8496	-70.078
6374	7026	18	0.8359	-14.016
5541	7018	18	0.9083	-224.214
5526	6068	18	0.841	-14.016
7609	8596	18	0.8945	-0.001
5907	6578	18	0.8901	-28.031
5329	5791	18	0.9047	-14.016
5536	5537	18	0.816	18.011
5537	6212	18	0.9028	-26.016
4685	5201	18	0.8772	-2.016
7391	8596	18	0.8063	30.992
7422	11797	18	0.8278	-2.016
7281	7958	18	0.7859	14.014
7422	7499	18	0.8631	-2.016
5044	5163	18	0.964	0.000
7138	11801	18	0.8518	0.000
7572	11800	18	0.7781	54.046
5044	5526	18	0.965	-14.016
5529	5676	18	0.8098	-18.010
7467	11801	18	0.8634	-12.000
5541	9556	18	0.8985	-224.215
7511	11532	18	0.9325	-28.032
7018	8612	18	0.9424	-28.031
5922	6068	18	0.8415	0.000
5629	6033	18	0.9197	-14.016
7511	7994	18	0.921	-28.032
5615	6187	18	0.9215	-14.016
5044	5922	18	0.976	-28.031
5791	5922	18	0.8831	12.000
5620	6210	18	0.8652	-14.016
7018	11532	18	0.9651	-28.031
5526	7907	18	0.8454	-238.230
5780	5925	18	0.7475	-465.286
7907	11800	18	0.8132	14.015
7511	7606	18	0.9191	-28.032
10658	11308	18	0.8733	-14.013
5478	6213	18	0.868	-14.016
7138	7515	18	0.8413	-26.013
5311	5495	18	0.8544	451.270
5478	6374	18	0.9065	-28.032
8282	11707	18	0.9188	28.031
5629	6374	18	0.8251	-28.032
6034	6212	18	0.8815	18.011
10843	11200	18	0.838	-0.164
7499	7572	18	0.8043	-26.015
8612	11707	18	0.9279	28.031
8596	11800	18	0.794	0.001
5495	6068	18	0.871	-2.016
6210	6369	18	0.8489	-14.016
5533	5536	18	0.7755	187.130
4685	5643	18	0.8249	-16.031
4685	6459	18	0.8123	-70.078
5629	6530	18	0.8182	-28.032
7830	11561	18	0.8874	0.000
7499	7907	18	0.8336	14.016
7572	8291	18	0.8067	-0.001
5783	5951	18	0.8256	-392.196
5329	5907	18	0.925	-14.016
4980	5907	18	0.9228	-28.031
7422	11801	18	0.9076	0.000
7499	11797	18	0.8476	-0.000
11532	11707	18	0.944	28.031
5537	5674	18	0.8341	18.010
4980	5791	18	0.884	-28.031
5780	5783	18	0.9029	392.196
4567	5329	18	0.8969	-28.031
7467	7907	18	0.8908	0.000
7550	11801	18	0.8968	14.016
5383	5526	18	0.9218	-0.000
5329	6109	18	0.9341	-28.031
7281	7550	18	0.7651	14.014
5163	6068	18	0.8283	-28.031
7609	11800	18	0.844	0.000
8612	9556	18	0.915	28.031
8237	8282	18	0.8853	-14.016
6020	6212	18	0.8849	0.000
5541	7606	18	0.8952	-252.246
6033	6530	18	0.8378	-14.016
5791	6230	18	0.8799	-14.016
11795	11801	18	0.7788	14.015
5780	5951	18	0.9215	0.000
4980	6230	18	0.8531	-42.047
5783	5907	18	0.8295	73.089
5529	5537	18	0.809	-18.010
6109	9882	18	0.8509	-334.294
7467	8596	18	0.8522	14.015
7550	7572	18	0.8663	-14.015
11797	11800	18	0.7997	28.032
5541	11532	18	0.9103	-252.246
5637	6020	18	0.7738	-14.015
11777	11801	18	0.826	28.030
5780	5907	18	0.8621	465.285
7994	8282	18	0.9139	0.000
5693	6034	18	0.8054	-26.016
4567	6230	18	0.8036	-56.063
8612	11532	18	0.9501	0.000
5536	6187	18	0.7994	-26.016
5201	6068	18	0.9199	-28.031
6187	6212	18	0.8981	18.011
5925	5951	18	0.866	465.286
6213	6374	18	0.821	-14.016
7907	8596	18	0.9327	14.014
8282	11532	18	0.9255	0.000
5537	5693	18	0.8841	-18.011
6374	6530	18	0.8542	0.000
10185	11308	18	0.8361	-28.031
6230	6459	18	0.8729	-14.016
10843	11308	18	0.8021	-14.013
7511	9556	18	0.8959	-0.000
5674	5676	18	0.8333	-18.010
7994	11707	18	0.9392	28.031
7609	7907	18	0.9093	-14.015
4685	6109	18	0.8159	-56.063
6019	6020	18	0.7627	-18.010
7467	7609	18	0.8744	14.016
7467	7550	18	0.8708	-26.016
7422	7572	18	0.914	-28.030
7994	8612	18	0.9484	0.000
5311	5475	18	0.8348	0.000
5383	8596	18	0.8808	-224.216
7138	7422	18	0.8525	0.000
6019	6210	18	0.8679	0.000
5201	5922	18	0.8289	-28.031
5629	6213	18	0.887	-14.016
8282	8955	18	0.9049	0.000
4685	5093	18	0.9289	-14.016
4685	5495	18	0.9124	-28.031
5637	5676	18	0.807	12.000
5615	6034	18	0.869	-14.016
5780	6034	18	0.7891	434.290
5629	7026	18	0.8246	-42.048
9886	10658	18	0.7535	-28.033
5643	6068	18	0.9576	-14.016
7572	11801	18	0.8669	28.030
10658	10843	18	0.8769	0.000
5678	6213	18	0.8175	-26.017
5780	5962	18	0.8407	-30.998
5483	5637	18	0.745	0.000
6020	6034	18	0.812	-18.011
7515	11801	18	0.8347	26.013
7606	11532	18	0.9628	0.000
5311	5329	18	0.8946	451.269
6530	7026	18	0.7612	-14.016
6020	6187	18	0.8083	-18.011
5615	6372	18	0.762	-28.032
5620	5674	18	0.9239	12.000
5791	6109	18	0.9811	-14.016
6365	6372	18	0.7233	-18.011
5529	5620	18	0.922	-12.000
7994	11561	18	0.9058	14.016
7511	11707	18	0.966	-0.000
7606	11707	18	0.9288	28.031
5674	6019	18	0.8434	-26.016
6034	6187	18	0.9039	0.000
7606	8612	18	0.9487	0.000
7550	11800	18	0.775	40.031
5475	5615	18	0.7543	420.275
7018	11561	18	0.8982	-14.016
7511	11561	18	0.9186	-14.016
10658	11200	18	0.7516	-0.163
5643	5922	18	0.8241	-14.016
5780	6187	18	0.8005	434.290
5044	5201	18	0.8226	0.000
4980	5329	18	0.8862	-14.016
5536	5693	18	0.8715	-0.000
5780	5791	18	0.9144	465.285
5529	6210	18	0.834	-26.016
5329	5526	18	0.9185	12.000
7511	8282	18	0.9075	-28.032
7422	11777	18	0.8268	-28.030
5693	6187	18	0.8215	-26.016
9556	11561	18	0.8892	-14.015
5329	5383	18	0.8914	12.000
5536	5676	18	0.8109	18.011
5495	6230	18	0.8559	-28.032
5093	5201	18	0.8305	12.000
5478	6033	18	0.9129	-14.016
8282	8612	18	0.9041	0.000
4567	4980	18	0.8827	-14.016
7281	11797	18	0.778	26.014
5329	6459	18	0.9311	-42.047
10185	10658	18	0.7797	-14.018
5541	7994	18	0.9011	-252.246
5529	6019	18	0.836	-26.016
7467	7499	18	0.9152	-14.016
5678	6033	18	0.8294	-26.016
5478	6530	18	0.8395	-28.032
6212	6213	18	0.7695	-39.993
7422	7515	18	0.8438	-26.013
7422	8291	18	0.8299	-28.031
7606	8955	18	0.915	0.000
6019	6212	18	0.7965	-18.010
7018	7511	18	0.9208	0.000
6109	6230	18	0.8736	0.000
6034	6529	18	0.7956	-14.016
5495	5643	18	0.9303	12.000
6230	7515	18	0.7911	-236.212
5537	6020	18	0.8017	-26.016
7138	7572	18	0.8132	-28.030
5044	6068	18	0.8376	-28.031
5676	5678	18	0.8168	-39.992
6109	6459	18	0.9835	-14.016
4443	6068	18	0.8571	-56.062
7422	7550	18	0.9214	-14.016
7018	8282	18	0.9321	-28.031
6230	6578	18	0.8622	-14.016
4980	6459	18	0.8604	-56.063
7467	11797	18	0.8618	-14.016
6109	6578	18	0.8986	-14.016
5163	5526	18	0.9606	-14.016
4980	6578	18	0.8803	-56.063
8612	11561	18	0.8988	14.016
4443	5643	18	0.8681	-42.047
5536	7391	18	0.7827	-224.213
6230	9882	18	0.8035	-334.294
5478	5678	18	0.8288	12.001
5783	5962	18	0.7983	-423.194
6213	6530	18	0.8226	-14.016
5044	5383	18	0.9181	-14.016
5676	5693	18	0.8849	-18.011
5907	5922	18	0.8561	12.000
7994	8955	18	0.9133	0.000
5674	6369	18	0.7943	-40.032
5791	5907	18	0.9285	0.000
7499	8596	18	0.8109	28.030
7018	7994	18	0.9549	-28.032
7550	11797	18	0.8069	12.000
5495	6109	18	0.8516	-28.032
7018	8955	18	0.8975	-28.031
4980	5526	18	0.8614	-2.016
5643	6396	18	0.8532	-28.031
5791	6578	18	0.9062	-28.031
5674	6210	18	0.8291	-26.016
6459	6578	18	0.902	0.000
5676	6020	18	0.8126	-26.016
7422	7467	18	0.8994	12.000
5163	5383	18	0.9097	-14.016
7018	7606	18	0.9481	-28.031
5495	6459	18	0.8476	-42.047
7499	7550	18	0.8379	-12.000
7606	11561	18	0.905	14.016
5163	5922	18	0.9714	-28.031
5329	6578	18	0.9514	-42.047
7606	8282	18	0.9135	0.000
5383	5536	18	0.9356	-30.995
5533	10185	18	0.7802	-224.214
5676	6212	18	0.9067	-26.016
5478	5541	18	0.9003	12.000
5620	6369	18	0.8522	-28.032
11532	11561	18	0.912	14.016
5537	5676	18	0.9782	-0.000
7018	11707	18	0.9417	-0.000
5383	5791	18	0.8797	-26.016
6852	7391	18	0.734	0.001
8237	8955	18	0.873	-14.016
5478	5629	18	0.9	0.000
5201	5643	18	0.9099	-14.016
5383	7467	18	0.8612	-238.230
5526	5536	18	0.878	-30.994
8955	11532	18	0.9193	0.000
5615	6529	18	0.8103	-28.032
5783	6187	18	0.7865	42.094
5044	7907	18	0.8114	-252.245
5637	6212	18	0.787	-14.015
5907	6109	18	0.9177	-14.016
6019	6369	18	0.8822	-14.016
5383	5922	18	0.929	-14.016
6213	7026	18	0.7953	-28.032
5541	7511	18	0.9277	-224.214
9886	11308	18	0.7727	-42.045
5526	5922	18	0.9725	-14.016
5537	5637	18	0.8028	-12.000
5620	6019	18	0.859	-14.016
5907	6459	18	0.9191	-28.031
5791	6459	18	0.9799	-28.031
5478	7026	18	0.8536	-42.048
6068	6396	18	0.8741	-14.016
7467	7572	18	0.849	-40.030
4443	6396	18	0.8019	-70.078
5541	11707	18	0.9418	-224.215
7391	7609	18	0.8187	30.993
8282	11561	18	0.8862	14.016
5529	6369	18	0.7861	-40.032
5529	5674	18	0.949	0.000
7499	11800	18	0.8745	28.031
5311	5494	18	0.7652	420.275
5093	5495	18	0.8728	-14.015
7830	9556	18	0.8734	14.016
7572	11797	18	0.7957	26.014
7606	7994	18	0.9545	-0.000
5615	5693	18	0.9151	12.000
4567	6459	18	0.8118	-70.078
5201	6396	18	0.8587	-42.047
5311	5615	18	0.8045	420.275
4980	6109	18	0.8674	-42.047
7499	7609	18	0.8695	28.031
8291	11801	18	0.8304	28.031
5541	5678	18	0.9161	0.000
4443	5201	18	0.8483	-28.031
11561	11707	18	0.9267	14.015
5526	5693	18	0.8517	-30.995
6033	6213	18	0.9142	-0.000
7994	11532	18	0.9645	0.000
5832	5926	19	0.8925	2.007
5832	5929	19	0.7741	488.264
5781	5929	19	0.7296	-444.310
5781	5948	19	0.849	0.000
5926	5929	19	0.7846	486.257
5447	5548	20	0.9033	-0.000
5514	10193	20	0.8006	1.003
6139	6431	20	0.8733	0.000
6775	6890	20	0.9136	0.000
5788	7192	20	0.9427	14.018
6805	11824	20	0.8906	-28.031
9136	9200	20	0.7999	54.047
7261	11831	20	0.9255	14.016
4673	7192	20	0.9027	-28.029
5499	6452	20	0.877	-42.048
7372	11828	20	0.8049	14.016
5332	6107	20	0.8742	-28.031
7206	7289	20	0.8774	-205.977
5447	6059	20	0.9107	-14.015
6107	6696	20	0.9369	144.114
5650	6696	20	0.9317	116.083
7650	9136	20	0.8494	15.995
7261	7372	20	0.8498	-14.016
5792	6394	20	0.7832	-26.016
11824	11831	20	0.9393	28.031
3933	6394	20	0.8237	-10.057
7289	11831	20	0.952	-0.227
4296	6555	20	0.847	-2.016
6371	6696	20	0.9362	144.114
5332	7089	20	0.961	0.002
6452	7192	20	0.8555	42.050
6351	7082	20	0.8323	18.011
6696	9670	20	0.9026	-126.141
6102	6702	20	0.8256	42.047
4134	5650	20	0.8722	-130.099
5072	6176	20	0.8228	-28.031
6371	9306	20	0.8716	57.010
3756	8597	20	0.839	-55.078
7289	11824	20	0.9396	-28.258
6834	9663	20	0.797	-55.078
7206	7372	20	0.81	-234.235
7409	7650	20	0.8217	-15.994
5332	5788	20	0.9718	-14.016
5072	5548	20	0.9342	-14.016
7750	8983	20	0.7984	-42.047
6164	6381	20	0.8747	116.083
5919	6059	20	0.8462	0.000
6382	8113	20	0.7862	-55.078
6204	10193	20	0.8072	13.977
5447	11824	20	0.8445	-252.245
5072	6204	20	0.799	-27.992
7372	8749	20	0.8596	0.000
4134	7037	20	0.8344	-172.146
5447	10193	20	0.9083	0.000
6164	7089	20	0.9313	14.018
6528	10471	20	0.807	-83.148
5548	11824	20	0.832	-252.245
3323	5392	20	0.7903	-40.031
6986	8749	20	0.8022	0.000
5514	5919	20	0.8219	-13.012
4471	7037	20	0.802	-172.146
5447	11302	20	0.8372	-0.000
4104	4134	20	0.9551	0.000
4296	6139	20	0.785	10.021
8507	8542	20	0.9677	0.000
6986	11831	20	0.8162	28.031
4134	5969	20	0.8647	-144.115
5969	6381	20	0.9163	116.083
4977	6164	20	0.9072	-28.032
6059	11302	20	0.8137	14.015
5969	6107	20	0.8821	-14.015
6107	6371	20	0.9844	-0.000
5788	6452	20	0.8971	-28.032
7750	9663	20	0.7896	-70.078
9200	9306	20	0.8723	0.000
5969	6371	20	0.8858	-14.015
5548	10193	20	0.8158	0.000
6164	6452	20	0.8765	-28.032
8542	8546	20	0.8538	17.026
5514	6059	20	0.8153	-13.012
6176	6204	20	0.8878	0.038
5650	6452	20	0.8822	-42.048
6102	6528	20	0.8411	-27.993
5514	5548	20	0.8473	1.003
7402	8571	20	0.8112	52.068
6059	10193	20	0.8564	14.015
4728	6633	20	0.7834	-56.063
7082	7192	20	0.8595	-74.035
5499	7082	20	0.9071	74.036
6805	11828	20	0.8891	-14.016
6107	6381	20	0.9252	130.099
5548	11831	20	0.8401	-224.214
5548	7289	20	0.8339	-223.987
7402	7650	20	0.8076	-72.058
6382	6702	20	0.9058	14.016
7089	7192	20	0.9191	0.000
6371	6381	20	0.9268	130.099
4134	4471	20	0.9376	0.000
3323	6658	20	0.8162	-24.036
3756	7399	20	0.804	15.995
5931	7261	20	0.8212	14.016
5548	6059	20	0.844	-14.015
6382	6696	20	0.8567	32.026
6381	9670	20	0.8913	-112.125
3756	7650	20	0.7829	-73.089
6102	9663	20	0.8042	-83.110
6805	7372	20	0.9638	-28.031
6986	7372	20	0.868	-0.000
5499	7089	20	0.8529	0.002
6107	6452	20	0.9158	-14.017
6107	9306	20	0.8689	57.010
5788	7089	20	0.9365	14.018
5332	6371	20	0.8736	-28.031
4564	4977	20	0.8513	-14.015
5650	6381	20	0.922	102.068
11824	11828	20	0.7953	14.015
9306	9670	20	0.8637	-39.036
8983	9663	20	0.9744	-28.031
6102	8983	20	0.7886	-55.079
6528	6834	20	0.8355	-0.039
6452	7089	20	0.8546	42.050
6805	7206	20	0.8225	206.204
8113	8983	20	0.9055	-28.031
4977	5788	20	0.9135	-28.032
6382	7920	20	0.7939	-28.031
5978	6758	20	0.8047	30.083
6359	8261	20	0.7847	-83.110
8261	9136	20	0.7937	18.010
5978	6431	20	0.7844	42.010
6394	6555	20	0.8641	-14.016
7206	11824	20	0.8802	-234.235
4673	5788	20	0.8798	-42.047
6555	6586	20	0.8678	14.016
6528	8983	20	0.8026	-27.086
4296	6431	20	0.8009	10.021
5919	10193	20	0.8634	14.015
5447	5514	20	0.8428	-1.003
4134	6371	20	0.8757	-158.130
6805	7261	20	0.8549	-14.016
7372	11831	20	0.8634	28.031
7289	11828	20	0.8042	-14.242
5650	9670	20	0.8917	-10.057
4296	6658	20	0.9419	26.016
5919	6176	20	0.897	0.000
5788	6164	20	0.9921	0.000
4673	4977	20	0.8111	-14.015
8983	10471	20	0.9296	-56.062
7654	9200	20	0.8043	29.015
5332	6452	20	0.8773	-42.048
6805	6986	20	0.8818	-28.031
8507	8546	20	0.8844	17.026
4673	6164	20	0.8773	-42.047
4564	5072	20	0.7903	-2.016
5072	5447	20	0.8558	-14.016
5072	10193	20	0.8004	-14.016
5548	6176	20	0.9135	-14.015
4296	5392	20	0.8346	10.021
6107	9670	20	0.9276	17.974
6758	6890	20	0.8566	-0.109
5969	9670	20	0.9007	3.958
3755	6431	20	0.8225	0.000
3323	6394	20	0.8049	-38.052
4673	7089	20	0.8704	-28.029
6351	7654	20	0.785	-56.062
5447	5919	20	0.8455	-14.015
5919	6204	20	0.8856	0.038
8507	8571	20	0.7878	-2.016
10193	11302	20	0.8388	-0.000
8113	9663	20	0.9095	-56.062
5072	5919	20	0.848	-28.031
6102	6834	20	0.895	-28.031
7261	11828	20	0.7883	-0.000
4977	7192	20	0.9113	-14.014
5788	6381	20	0.8749	116.083
6528	9663	20	0.8206	-55.117
4673	5332	20	0.9041	-28.031
4296	6394	20	0.8888	12.000
7261	11824	20	0.853	-14.016
6818	7261	20	0.8285	13.868
9200	9670	20	0.8651	-39.036
5650	5788	20	0.9035	-14.016
7409	9136	20	0.901	0.001
4241	8542	20	0.8012	2.016
5072	6059	20	0.8448	-28.031
5792	6658	20	0.8293	-12.000
6381	6696	20	0.9069	14.016
6805	11831	20	0.8858	-0.000
6059	6176	20	0.8306	-0.000
6586	6658	20	0.8654	14.016
6371	6452	20	0.9155	-14.017
