"CLUSTERID1","CLUSTERID2","ComponentIndex","Cosine","DeltaMZ","ChemProp2","ChemProp_spearman","ChemProp_log","ChemProp_sqrt","abs_ChemProp2","abs_ChemProp_spearman","abs_ChemProp_log","abs_ChemProp_sqrt","Sign_ChemProp2","Compound1_LibraryID","Compound1_MQScore","Compound1_MS2 Verification Comment","Compound1_RTConsensus","Compound1_RTMean","Compound1_RTStdErr","Compound1_Smiles","Compound1_SpectrumID","Compound1_SumPeakIntensity","Compound1_UniqueFileSourcesCount","Compound1_cluster index","Compound1_componentindex","Compound1_neutral M mass","Compound1_number of spectra","Compound1_parent mass","Compound1_precursor charge","Compound1_precursor mass","Compound1_sum(precursor intensity)","Compound2_LibraryID","Compound2_MQScore","Compound2_MS2 Verification Comment","Compound2_RTConsensus","Compound2_RTMean","Compound2_RTStdErr","Compound2_Smiles","Compound2_SpectrumID","Compound2_SumPeakIntensity","Compound2_UniqueFileSourcesCount","Compound2_cluster index","Compound2_componentindex","Compound2_neutral M mass","Compound2_number of spectra","Compound2_parent mass","Compound2_precursor charge","Compound2_precursor mass","Compound2_sum(precursor intensity)"
9643,11545,7,0.8963,-67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.909,6.909,0,"N/A","N/A",37674691.925,80,9643,7,NA,80,420.8847,1,420.8847,37674691.925,"N/A","N/A",NA,8.0457,8.0457,0,"N/A","N/A",145877788.18,80,11545,7,NA,80,488.8722,1,488.8722,145877788.18
11637,11642,7,0.8804,-203.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0573,8.0573,0,"N/A","N/A",5472305.337,80,11637,7,NA,80,1938.595,2,969.7975,5472305.337,"N/A","N/A",NA,8.0578,8.0578,0,"N/A","N/A",4615147.2937,80,11642,7,NA,80,2142.5597,2,1071.7799,4615147.2937
9221,11075,7,0.8728,-67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.7112,6.7112,0,"N/A","N/A",7190638.1512,80,9221,7,NA,80,692.8346,1,692.8346,7190638.1512,"N/A","N/A",NA,7.759,7.759,0,"N/A","N/A",11174490.291,80,11075,7,NA,80,760.822,1,760.822,11174490.291
10108,11551,7,0.9011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.2463,7.2463,0,"N/A","N/A",22148012.324,80,10108,7,NA,80,556.8598,1,556.8598,22148012.324,"N/A","N/A",NA,8.0462,8.0462,0,"N/A","N/A",124302415.84,80,11551,7,NA,80,556.8597,1,556.8597,124302415.84
9708,11185,7,0.8942,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.9103,6.9103,0,"N/A","N/A",19773705.03,80,9708,7,NA,80,352.8973,1,352.8973,19773705.03,"N/A","N/A",NA,7.8239,7.8239,0,"N/A","N/A",14057146.222,80,11185,7,NA,80,352.8973,1,352.8973,14057146.222
11576,11596,7,0.8843,-407.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0499,8.0499,0,"N/A","N/A",48324869.05,80,11576,7,NA,80,828.8091,1,828.8091,48324869.05,"N/A","N/A",NA,8.0527,8.0527,0,"N/A","N/A",6625148.406,80,11596,7,NA,80,1236.7332,1,1236.7332,6625148.406
11533,11541,7,0.93,-67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0429,8.0429,0,"N/A","N/A",90992922.67,80,11533,7,NA,80,352.8973,1,352.8973,90992922.67,"N/A","N/A",NA,8.0451,8.0451,0,"N/A","N/A",185578282.31,80,11541,7,NA,80,420.8847,1,420.8847,185578282.31
11622,11625,7,0.8695,-67.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0558,8.0558,0,"N/A","N/A",5980002.113,80,11622,7,NA,80,1734.6343,2,867.8171,5980002.113,"N/A","N/A",NA,8.0561,8.0561,0,"N/A","N/A",5610299.7346,80,11625,7,NA,80,1802.6201,2,901.81,5610299.7346
9706,10671,7,0.8709,-67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.947,6.947,0,"N/A","N/A",15391055.552,80,9706,7,NA,80,624.8471,1,624.8471,15391055.552,"N/A","N/A",NA,7.5839,7.5839,0,"N/A","N/A",12494391.868,80,10671,7,NA,80,692.8345,1,692.8345,12494391.868
11075,11564,7,0.9172,67.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.759,7.759,0,"N/A","N/A",11174490.291,80,11075,7,NA,80,760.822,1,760.822,11174490.291,"N/A","N/A",NA,8.0487,8.0487,0,"N/A","N/A",93919177.13,80,11564,7,NA,80,692.8345,1,692.8345,93919177.13
10593,11533,7,0.8944,67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.5214,7.5214,0,"N/A","N/A",25782782.166,80,10593,7,NA,80,420.8847,1,420.8847,25782782.166,"N/A","N/A",NA,8.0429,8.0429,0,"N/A","N/A",90992922.67,80,11533,7,NA,80,352.8973,1,352.8973,90992922.67
11632,11653,7,0.9229,-67.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0569,8.0569,0,"N/A","N/A",5534340.173,80,11632,7,NA,80,2006.5837,2,1003.7918,5534340.173,"N/A","N/A",NA,8.0588,8.0588,0,"N/A","N/A",4787589.0486,80,11653,7,NA,80,2074.5714,2,1037.7857,4787589.0486
11594,11625,7,0.8534,-497.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0526,8.0526,0,"N/A","N/A",5209381.355,80,11594,7,NA,80,1304.7206,1,1304.7206,5209381.355,"N/A","N/A",NA,8.0561,8.0561,0,"N/A","N/A",5610299.7346,80,11625,7,NA,80,1802.6201,2,901.81,5610299.7346
11637,11646,7,0.946,67.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0573,8.0573,0,"N/A","N/A",5472305.337,80,11637,7,NA,80,1938.595,2,969.7975,5472305.337,"N/A","N/A",NA,8.0582,8.0582,0,"N/A","N/A",6074626.018,80,11646,7,NA,80,1870.6088,2,935.8044,6074626.018
8260,11548,7,0.8248,353.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.2596,6.2596,0,"N/A","N/A",2407849.8738,77,8260,7,NA,77,844.7641,2,422.8821,2407849.8738,"N/A","N/A",NA,8.0458,8.0458,0,"N/A","N/A",26589100.275,80,11548,7,NA,80,490.8694,1,490.8694,26589100.275
11622,11632,7,0.8846,-271.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0558,8.0558,0,"N/A","N/A",5980002.113,80,11622,7,NA,80,1734.6343,2,867.8171,5980002.113,"N/A","N/A",NA,8.0569,8.0569,0,"N/A","N/A",5534340.173,80,11632,7,NA,80,2006.5837,2,1003.7918,5534340.173
10656,10821,7,0.8127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.5865,7.5865,0,"N/A","N/A",2620709.0683,80,10656,7,NA,80,1032.7705,1,1032.7705,2620709.0683,"N/A","N/A",NA,7.6933,7.6933,0,"N/A","N/A",4392127.9428,80,10821,7,NA,80,1032.7705,1,1032.7705,4392127.9428
11582,11587,7,0.947,-135.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0506,8.0506,0,"N/A","N/A",36009592.45,80,11582,7,NA,80,896.7964,1,896.7964,36009592.45,"N/A","N/A",NA,8.0512,8.0512,0,"N/A","N/A",14334691.218,80,11587,7,NA,80,1032.7704,1,1032.7704,14334691.218
11625,11642,7,0.8637,-339.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0561,8.0561,0,"N/A","N/A",5610299.7346,80,11625,7,NA,80,1802.6201,2,901.81,5610299.7346,"N/A","N/A",NA,8.0578,8.0578,0,"N/A","N/A",4615147.2937,80,11642,7,NA,80,2142.5597,2,1071.7799,4615147.2937
11576,11587,7,0.9416,-203.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0499,8.0499,0,"N/A","N/A",48324869.05,80,11576,7,NA,80,828.8091,1,828.8091,48324869.05,"N/A","N/A",NA,8.0512,8.0512,0,"N/A","N/A",14334691.218,80,11587,7,NA,80,1032.7704,1,1032.7704,14334691.218
11587,11594,7,0.8752,-271.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0512,8.0512,0,"N/A","N/A",14334691.218,80,11587,7,NA,80,1032.7704,1,1032.7704,14334691.218,"N/A","N/A",NA,8.0526,8.0526,0,"N/A","N/A",5209381.355,80,11594,7,NA,80,1304.7206,1,1304.7206,5209381.355
10495,10789,7,0.8787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.4744,7.4744,0,"N/A","N/A",21867397.993,80,10495,7,NA,80,556.8597,1,556.8597,21867397.993,"N/A","N/A",NA,7.6684,7.6684,0,"N/A","N/A",16955354.531,80,10789,7,NA,80,556.8597,1,556.8597,16955354.531
10495,11187,7,0.863,-419.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.4744,7.4744,0,"N/A","N/A",21867397.993,80,10495,7,NA,80,556.8597,1,556.8597,21867397.993,"N/A","N/A",NA,7.8376,7.8376,0,"N/A","N/A",18044876.222,80,11187,7,NA,80,976.7443,2,488.8722,18044876.222
10366,11541,7,0.9364,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.4029,7.4029,0,"N/A","N/A",29213987.05,80,10366,7,NA,80,420.8847,1,420.8847,29213987.05,"N/A","N/A",NA,8.0451,8.0451,0,"N/A","N/A",185578282.31,80,11541,7,NA,80,420.8847,1,420.8847,185578282.31
10049,11545,7,0.9287,-67.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,7.2014,7.2014,0,"N/A","N/A",28946602.58,80,10049,7,NA,80,420.8847,1,420.8847,28946602.58,"N/A","N/A",NA,8.0457,8.0457,0,"N/A","N/A",145877788.18,80,11545,7,NA,80,488.8722,1,488.8722,145877788.18
11637,11638,7,0.8862,-339.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,8.0573,8.0573,0,"N/A","N/A",5472305.337,80,11637,7,NA,80,1938.595,2,969.7975,5472305.337,"N/A","N/A",NA,8.0581,8.0581,0,"N/A","N/A",3686384.0426,80,11638,7,NA,80,2278.5327,2,1139.7664,3686384.0426
7964,8005,8,0.9489,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.1546,6.1546,0,"N/A","N/A",9293693.665,80,7964,8,NA,80,628.4994,1,628.4994,9293693.665,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28
7076,7627,8,0.9643,-14.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9254,5.9254,0,"N/A","N/A",6922597.325,80,7076,8,NA,80,380.3369,1,380.3369,6922597.325,"N/A","N/A",NA,6.0676,6.0676,0,"N/A","N/A",16984329.98,80,7627,8,NA,80,394.3524,1,394.3524,16984329.98
7414,7964,8,0.9438,-14.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.1546,6.1546,0,"N/A","N/A",9293693.665,80,7964,8,NA,80,628.4994,1,628.4994,9293693.665
7081,7627,8,0.9091,-31.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","0.711491",NA,5.9293,5.9293,0,"CCCCCCCCCCCCOCCOCCOCCOCCO","CCMSLIB00005775343",3542352.6065,80,7081,8,NA,80,363.3101,1,363.3101,3542352.6065,"N/A","N/A",NA,6.0676,6.0676,0,"N/A","N/A",16984329.98,80,7627,8,NA,80,394.3524,1,394.3524,16984329.98
6968,7414,8,0.9471,-102.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8942,5.8942,0,"N/A","N/A",23043611.64,80,6968,8,NA,80,512.4157,1,512.4157,23043611.64,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21
7414,7547,8,0.942,132.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02
7076,8174,8,0.9492,-28.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9254,5.9254,0,"N/A","N/A",6922597.325,80,7076,8,NA,80,380.3369,1,380.3369,6922597.325,"N/A","N/A",NA,6.2101,6.2101,0,"N/A","N/A",16091608.484,80,8174,8,NA,80,408.3679,1,408.3679,16091608.484
7460,8070,8,0.9459,74.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
6968,7009,8,0.9689,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8942,5.8942,0,"N/A","N/A",23043611.64,80,6968,8,NA,80,512.4157,1,512.4157,23043611.64,"N/A","N/A",NA,5.905,5.905,0,"N/A","N/A",20411638.46,80,7009,8,NA,80,468.3894,1,468.3894,20411638.46
7460,8005,8,0.9626,-14.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28
8070,8121,8,0.9658,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49,"N/A","N/A",NA,6.2026,6.2026,0,"N/A","N/A",15163492.884,80,8121,8,NA,80,452.3941,1,452.3941,15163492.884
7460,7964,8,0.9474,-58.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34,"N/A","N/A",NA,6.1546,6.1546,0,"N/A","N/A",9293693.665,80,7964,8,NA,80,628.4994,1,628.4994,9293693.665
7627,7658,8,0.8547,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0676,6.0676,0,"N/A","N/A",16984329.98,80,7627,8,NA,80,394.3524,1,394.3524,16984329.98,"N/A","N/A",NA,6.0767,6.0767,0,"N/A","N/A",5433286.469,80,7658,8,NA,80,350.3262,1,350.3262,5433286.469
7414,8036,8,0.9536,74.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.1787,6.1787,0,"N/A","N/A",22907355.85,80,8036,8,NA,80,540.4468,1,540.4468,22907355.85
7500,7547,8,0.9728,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0373,6.0373,0,"N/A","N/A",43961279.06,80,7500,8,NA,80,526.4312,1,526.4312,43961279.06,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02
6936,7500,8,0.9563,30.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8817,5.8817,0,"N/A","N/A",15467498.426,80,6936,8,NA,80,556.4419,1,556.4419,15467498.426,"N/A","N/A",NA,6.0373,6.0373,0,"N/A","N/A",43961279.06,80,7500,8,NA,80,526.4312,1,526.4312,43961279.06
7076,7081,8,0.9027,17.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9254,5.9254,0,"N/A","N/A",6922597.325,80,7076,8,NA,80,380.3369,1,380.3369,6922597.325,"Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","0.711491",NA,5.9293,5.9293,0,"CCCCCCCCCCCCOCCOCCOCCOCCO","CCMSLIB00005775343",3542352.6065,80,7081,8,NA,80,363.3101,1,363.3101,3542352.6065
7414,7500,8,0.9716,88.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.0373,6.0373,0,"N/A","N/A",43961279.06,80,7500,8,NA,80,526.4312,1,526.4312,43961279.06
6936,7375,8,0.9332,-102.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8817,5.8817,0,"N/A","N/A",15467498.426,80,6936,8,NA,80,556.4419,1,556.4419,15467498.426,"N/A","N/A",NA,5.9973,5.9973,0,"N/A","N/A",7773345.997,80,7375,8,NA,80,658.5095,1,658.5095,7773345.997
7964,8070,8,0.9329,132.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.1546,6.1546,0,"N/A","N/A",9293693.665,80,7964,8,NA,80,628.4994,1,628.4994,9293693.665,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
7658,7663,8,0.8018,17.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0767,6.0767,0,"N/A","N/A",5433286.469,80,7658,8,NA,80,350.3262,1,350.3262,5433286.469,"N/A","N/A",NA,6.078,6.078,0,"N/A","N/A",2284398.766,80,7663,8,NA,80,333.2995,1,333.2995,2284398.766
7460,7547,8,0.9649,88.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02
7414,8005,8,0.9442,30.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28
7009,8036,8,0.949,-72.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.905,5.905,0,"N/A","N/A",20411638.46,80,7009,8,NA,80,468.3894,1,468.3894,20411638.46,"N/A","N/A",NA,6.1787,6.1787,0,"N/A","N/A",22907355.85,80,8036,8,NA,80,540.4468,1,540.4468,22907355.85
7547,8036,8,0.9506,-58.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02,"N/A","N/A",NA,6.1787,6.1787,0,"N/A","N/A",22907355.85,80,8036,8,NA,80,540.4468,1,540.4468,22907355.85
7081,7633,8,0.9051,-14.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","0.711491",NA,5.9293,5.9293,0,"CCCCCCCCCCCCOCCOCCOCCOCCO","CCMSLIB00005775343",3542352.6065,80,7081,8,NA,80,363.3101,1,363.3101,3542352.6065,"N/A","N/A",NA,6.0683,6.0683,0,"N/A","N/A",6345983.886,80,7633,8,NA,80,377.3259,1,377.3259,6345983.886
6968,7041,8,0.9453,88.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8942,5.8942,0,"N/A","N/A",23043611.64,80,6968,8,NA,80,512.4157,1,512.4157,23043611.64,"N/A","N/A",NA,5.9155,5.9155,0,"N/A","N/A",10799448.571,80,7041,8,NA,80,424.363,1,424.363,10799448.571
6968,7460,8,0.9613,-58.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8942,5.8942,0,"N/A","N/A",23043611.64,80,6968,8,NA,80,512.4157,1,512.4157,23043611.64,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34
7547,8070,8,0.9789,-14.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
7375,7964,8,0.9284,30.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9973,5.9973,0,"N/A","N/A",7773345.997,80,7375,8,NA,80,658.5095,1,658.5095,7773345.997,"N/A","N/A",NA,6.1546,6.1546,0,"N/A","N/A",9293693.665,80,7964,8,NA,80,628.4994,1,628.4994,9293693.665
7500,7601,8,0.9423,88.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0373,6.0373,0,"N/A","N/A",43961279.06,80,7500,8,NA,80,526.4312,1,526.4312,43961279.06,"N/A","N/A",NA,6.059,6.059,0,"N/A","N/A",25797804.37,80,7601,8,NA,80,438.3786,1,438.3786,25797804.37
7081,8174,8,0.8665,-45.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol","0.711491",NA,5.9293,5.9293,0,"CCCCCCCCCCCCOCCOCCOCCOCCO","CCMSLIB00005775343",3542352.6065,80,7081,8,NA,80,363.3101,1,363.3101,3542352.6065,"N/A","N/A",NA,6.2101,6.2101,0,"N/A","N/A",16091608.484,80,8174,8,NA,80,408.3679,1,408.3679,16091608.484
7601,7627,8,0.9411,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.059,6.059,0,"N/A","N/A",25797804.37,80,7601,8,NA,80,438.3786,1,438.3786,25797804.37,"N/A","N/A",NA,6.0676,6.0676,0,"N/A","N/A",16984329.98,80,7627,8,NA,80,394.3524,1,394.3524,16984329.98
6936,7414,8,0.9495,-58.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8817,5.8817,0,"N/A","N/A",15467498.426,80,6936,8,NA,80,556.4419,1,556.4419,15467498.426,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21
8005,8070,8,0.9377,88.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
6882,8005,8,0.9358,15.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8696,5.8696,0,"N/A","N/A",9118356.828,80,6882,8,NA,80,600.4679,1,600.4679,9118356.828,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28
7375,8005,8,0.9283,74.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9973,5.9973,0,"N/A","N/A",7773345.997,80,7375,8,NA,80,658.5095,1,658.5095,7773345.997,"N/A","N/A",NA,6.1673,6.1673,0,"N/A","N/A",16815257.28,80,8005,8,NA,80,584.4731,1,584.4731,16815257.28
7414,7460,8,0.9756,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21,"N/A","N/A",NA,6.0247,6.0247,0,"N/A","N/A",29265859.34,80,7460,8,NA,80,570.4573,1,570.4573,29265859.34
7009,7547,8,0.9788,-14.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.905,5.905,0,"N/A","N/A",20411638.46,80,7009,8,NA,80,468.3894,1,468.3894,20411638.46,"N/A","N/A",NA,6.0485,6.0485,0,"N/A","N/A",42869562.02,80,7547,8,NA,80,482.4048,1,482.4048,42869562.02
8036,8070,8,0.9708,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.1787,6.1787,0,"N/A","N/A",22907355.85,80,8036,8,NA,80,540.4468,1,540.4468,22907355.85,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
7627,8174,8,0.9263,-14.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,6.0676,6.0676,0,"N/A","N/A",16984329.98,80,7627,8,NA,80,394.3524,1,394.3524,16984329.98,"N/A","N/A",NA,6.2101,6.2101,0,"N/A","N/A",16091608.484,80,8174,8,NA,80,408.3679,1,408.3679,16091608.484
7009,8070,8,0.9746,-28.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.905,5.905,0,"N/A","N/A",20411638.46,80,7009,8,NA,80,468.3894,1,468.3894,20411638.46,"N/A","N/A",NA,6.1888,6.1888,0,"N/A","N/A",22961895.49,80,8070,8,NA,80,496.4204,1,496.4204,22961895.49
6882,7009,8,0.943,132.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.8696,5.8696,0,"N/A","N/A",9118356.828,80,6882,8,NA,80,600.4679,1,600.4679,9118356.828,"N/A","N/A",NA,5.905,5.905,0,"N/A","N/A",20411638.46,80,7009,8,NA,80,468.3894,1,468.3894,20411638.46
7375,7414,8,0.9353,44.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,5.9973,5.9973,0,"N/A","N/A",7773345.997,80,7375,8,NA,80,658.5095,1,658.5095,7773345.997,"N/A","N/A",NA,6.0111,6.0111,0,"N/A","N/A",17009923.21,80,7414,8,NA,80,614.4834,1,614.4834,17009923.21
