"CLUSTERID1","CLUSTERID2","ComponentIndex","Cosine","DeltaMZ","ChemProp2","ChemProp_spearman","ChemProp_log","ChemProp_sqrt","abs_ChemProp2","abs_ChemProp_spearman","abs_ChemProp_log","abs_ChemProp_sqrt","Sign_ChemProp2","Compound1_LibraryID","Compound1_MQScore","Compound1_MS2 Verification Comment","Compound1_RTConsensus","Compound1_RTMean","Compound1_RTStdErr","Compound1_Smiles","Compound1_SpectrumID","Compound1_SumPeakIntensity","Compound1_UniqueFileSourcesCount","Compound1_cluster index","Compound1_componentindex","Compound1_neutral M mass","Compound1_number of spectra","Compound1_parent mass","Compound1_precursor charge","Compound1_precursor mass","Compound1_sum(precursor intensity)","Compound2_LibraryID","Compound2_MQScore","Compound2_MS2 Verification Comment","Compound2_RTConsensus","Compound2_RTMean","Compound2_RTStdErr","Compound2_Smiles","Compound2_SpectrumID","Compound2_SumPeakIntensity","Compound2_UniqueFileSourcesCount","Compound2_cluster index","Compound2_componentindex","Compound2_neutral M mass","Compound2_number of spectra","Compound2_parent mass","Compound2_precursor charge","Compound2_precursor mass","Compound2_sum(precursor intensity)"
4993,5381,336,0.8626,0,0.0507622477953074,0.0207136585015205,0.0143402034076615,0.0330461301247348,0.0507622477953074,0.0207136585015205,0.0143402034076615,0.0330461301247348,1,"N/A","N/A",NA,5.1659,5.1659,0,"N/A","N/A",4940801.7352,74,4993,336,NA,74,214.2528,1,214.2528,4940801.7352,"N/A","N/A",NA,5.2662,5.2662,0,"N/A","N/A",2538308.19251,77,5381,336,NA,77,214.2528,1,214.2528,2538308.19251
7718,8458,3,0.9403,-28.031,0.0507516657460342,0.0137042188052951,0.0401550022196504,0.0893280544132876,0.0507516657460342,0.0137042188052951,0.0401550022196504,0.0893280544132876,1,"Surfactin A","0.889475",NA,6.0901,6.0901,0,"CC(C)CCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O","CCMSLIB00005720193",164898147.6165,50,7718,3,NA,50,1008.6585,1,1008.6585,164898147.6165,"Surfactin","0.896164",NA,6.2989,6.2989,0," ","CCMSLIB00000839966",296612947.53358,78,8458,3,NA,78,1036.6898,1,1036.6898,296612947.53358
3523,3910,2,0.7074,33.961,0.0505660484448882,0.0991521794218154,0.0747873496895078,0.0610986273294606,0.0505660484448882,0.0991521794218154,0.0747873496895078,0.0610986273294606,1,"N/A","N/A",NA,3.6852,3.6852,0,"N/A","N/A",187523.282,27,3523,2,NA,27,288.0204,1,288.0204,187523.282,"Massbank: Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","0.8900969999999999",NA,4.1281,4.1281,0,"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","CCMSLIB00005754528",1008339.59802,32,3910,2,NA,32,254.0593,1,254.0593,1008339.59802
8548,10966,77,0.9664,0,0.0503946500111795,0.0159819579082547,0.0940280208539685,0.073996874473122,0.0503946500111795,0.0159819579082547,0.0940280208539685,0.073996874473122,1,"N/A","N/A",NA,6.3217,6.3217,0,"N/A","N/A",5788152.8333,67,8548,77,NA,67,780.6346,1,780.6346,5788152.8333,"N/A","N/A",NA,7.7302,7.7302,0,"N/A","N/A",5208583.37624,52,10966,77,NA,52,780.6343,1,780.6343,5208583.37624
510,1013,82,0.9297,-14.016,0.0503518216119146,0.0160530853386784,0.00486637688016409,0.0251504274013348,0.0503518216119146,0.0160530853386784,0.00486637688016409,0.0251504274013348,1,"cyclo-(glycinyl-L-phenylalanine)","0.7384029999999999",NA,1.538,1.538,0," ","CCMSLIB00000081179",34598231.38,74,510,82,NA,74,205.097,1,205.097,34598231.38,"N/A","N/A",NA,2.0701,2.0701,0,"N/A","N/A",60987827,74,1013,82,NA,74,219.1128,1,219.1128,60987827
2490,2947,110,0.9874,-14.016,0.049815083289326,0.118067853458667,0.0106939201482386,0.029841425599709,0.049815083289326,0.118067853458667,0.0106939201482386,0.029841425599709,1,"N/A","N/A",NA,2.914,2.914,0,"N/A","N/A",31066025.21,74,2490,110,NA,74,286.1549,1,286.1549,31066025.21,"N/A","N/A",NA,3.2068,3.2068,0,"N/A","N/A",40150637.19,74,2947,110,NA,74,300.1705,1,300.1705,40150637.19
326,718,82,0.9477,0,0.0497055983904351,-0.128942524171965,0.0644035307077327,0.0695793700954843,0.0497055983904351,0.128942524171965,0.0644035307077327,0.0695793700954843,1,"N/A","N/A",NA,1.3981,1.3981,0,"N/A","N/A",54318667.83,74,326,82,NA,74,276.1341,1,276.1341,54318667.83,"N/A","N/A",NA,1.6603,1.6603,0,"N/A","N/A",7032910.91,74,718,82,NA,74,276.134,1,276.134,7032910.91
1383,1392,503,0.7931,18.01,0.0486486487786567,0.0864843107888018,0.00111423016615021,0.021958445147761,0.0486486487786567,0.0864843107888018,0.00111423016615021,0.021958445147761,1,"N/A","N/A",NA,2.3057,2.3057,0,"N/A","N/A",13733960.308,74,1383,503,NA,74,301.1179,1,301.1179,13733960.308,"N/A","N/A",NA,2.3078,2.3078,0,"N/A","N/A",750086.31866,74,1392,503,NA,74,283.1074,1,283.1074,750086.31866
7711,9131,63,0.9094,-56.064,0.0482074680833487,0.0696410790668135,-0.0498896242609164,0.024151401539326,0.0482074680833487,0.0696410790668135,0.0498896242609164,0.024151401539326,1,"N/A","N/A",NA,6.0897,6.0897,0,"N/A","N/A",146485214.475,48,7711,63,NA,48,1030.64,1,1030.64,146485214.475,"N/A","N/A",NA,6.5593,6.5593,0,"N/A","N/A",5355220.201,37,9131,63,NA,37,1086.7039,1,1086.7039,5355220.201
4058,5954,26,0.8277,-56.063,0.0481417738012592,-0.0779157170639905,0.0141799870032315,0.0291637043203479,0.0481417738012592,0.0779157170639905,0.0141799870032315,0.0291637043203479,1,"N/A","N/A",NA,4.273,4.273,0,"N/A","N/A",2784044.86754,62,4058,26,NA,62,308.1854,1,308.1854,2784044.86754,"N/A","N/A",NA,5.5057,5.5057,0,"N/A","N/A",2640996.824,62,5954,26,NA,62,364.2481,1,364.2481,2640996.824
2124,2237,69,0.8027,-129.079,0.0480416753498419,-0.170646998284047,0.0371045271600362,0.0452184875997195,0.0480416753498419,0.170646998284047,0.0371045271600362,0.0452184875997195,1,"N/A","N/A",NA,2.7306,2.7306,0,"N/A","N/A",2419269.97306,69,2124,69,NA,69,376.2229,1,376.2229,2419269.97306,"N/A","N/A",NA,2.7778,2.7778,0,"N/A","N/A",938908.0692,48,2237,69,NA,48,505.3016,1,505.3016,938908.0692
7335,7846,3,0.977,-14.017,0.0479582302235044,-0.0856827817996505,-0.0564025987563286,0.0253353874446098,0.0479582302235044,0.0856827817996505,0.0564025987563286,0.0253353874446098,1,"N/A","N/A",NA,5.9913,5.9913,0,"N/A","N/A",5210538.943,37,7335,3,NA,37,1054.7003,1,1054.7003,5210538.943,"N/A","N/A",NA,6.105,6.105,0,"N/A","N/A",7851063.69406,28,7846,3,NA,28,1068.7173,1,1068.7173,7851063.69406
7098,7338,3,0.792,-14.014,0.0479031911748035,0.0138196950808284,0.0367485919770613,0.0492370743129555,0.0479031911748035,0.0138196950808284,0.0367485919770613,0.0492370743129555,1,"N/A","N/A",NA,5.9305,5.9305,0,"N/A","N/A",4312310.7239,37,7098,3,NA,37,1040.6853,1,1040.6853,4312310.7239,"N/A","N/A",NA,6.0082,6.0082,0,"N/A","N/A",1980293.9648,35,7338,3,NA,35,1054.7066,2,527.8533,1980293.9648
7689,10966,77,0.9605,0,0.0477620454645067,0.0159819579082547,0.131144554116393,0.0932085931222947,0.0477620454645067,0.0159819579082547,0.131144554116393,0.0932085931222947,1,"N/A","N/A",NA,6.0913,6.0913,0,"N/A","N/A",9266155.50692,71,7689,77,NA,71,780.6343,1,780.6343,9266155.50692,"N/A","N/A",NA,7.7302,7.7302,0,"N/A","N/A",5208583.37624,52,10966,77,NA,52,780.6343,1,780.6343,5208583.37624
534,622,112,0.8331,0,0.0477431784012858,-0.0756048535305499,0.0163871375459866,0.0317402824624608,0.0477431784012858,0.0756048535305499,0.0163871375459866,0.0317402824624608,1,"N/A","N/A",NA,1.6051,1.6051,0,"N/A","N/A",3382042.0683,74,534,112,NA,74,565.1773,1,565.1773,3382042.0683,"N/A","N/A",NA,1.6069,1.6069,0,"N/A","N/A",7962117.808,74,622,112,NA,74,565.1773,1,565.1773,7962117.808
2364,3180,2,0.8072,-57.021,0.0476377740331555,-0.00521853575904291,0.00520672446000136,0.0259819175698107,0.0476377740331555,0.00521853575904291,0.00520672446000136,0.0259819175698107,1,"N/A","N/A",NA,2.8263,2.8263,0,"N/A","N/A",11970304.08,27,2364,2,NA,27,257.0578,1,257.0578,11970304.08,"N/A","N/A",NA,3.3813,3.3813,0,"N/A","N/A",2536316.601,27,3180,2,NA,27,314.0789,1,314.0789,2536316.601
4104,4134,20,0.9551,0,0.0476025750948244,0.0021346771798354,0.0165199405122474,0.0300470476472589,0.0476025750948244,0.0021346771798354,0.0165199405122474,0.0300470476472589,1,"OMEGA-HYDROXYDODECANOATE","0.75221",NA,4.3774,4.3774,0,"OCCCCCCCCCCCC(O)=O","CCMSLIB00005463889",508053.82825,79,4104,20,NA,79,181.1587,1,181.1587,508053.82825,"OMEGA-HYDROXYDODECANOATE","0.748265",NA,4.3785,4.3785,0,"OCCCCCCCCCCCC(O)=O","CCMSLIB00005463889",607531.56155,80,4134,20,NA,80,181.1587,1,181.1587,607531.56155
2375,3192,2,0.7973,-57.021,0.0475615964859337,-0.0103003581997053,-0.00113751726810545,0.0250493574001245,0.0475615964859337,0.0103003581997053,0.00113751726810545,0.0250493574001245,1,"Massbank:EA029804 Sulfamethoxazole|4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","0.9723629999999999",NA,2.8273,2.8273,0,"c1(S(Nc2cc(C)on2)(=O)=O)ccc(N)cc1","CCMSLIB00000208207",2697034757.559,80,2375,2,NA,80,254.0592,1,254.0592,2697034757.559,"Spectral Match to Sulfadimethoxine from NIST14","0.9904440000000001",NA,3.3821,3.3821,0,"COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC","CCMSLIB00003138938",471726625.17,80,3192,2,NA,80,311.0806,1,311.0806,471726625.17
504,616,37,0.9953,-0.017,0.0474767822816035,0.3297177916842,-0.013088434244587,0.0144184481681455,0.0474767822816035,0.3297177916842,0.013088434244587,0.0144184481681455,1,"N/A","N/A",NA,1.5929,1.5929,0,"N/A","N/A",2225634.8725,74,504,37,NA,74,197.1115,1,197.1115,2225634.8725,"cyclo(L-Val-L-Pro)","0.944633",NA,1.6022,1.6022,0,"N/A","CCMSLIB00000007146",3584516165.229,80,616,37,NA,80,197.1283,1,197.1283,3584516165.229
2370,3168,2,0.7883,-57.021,0.0474654924274521,-0.00782780363856436,0.00497229120395386,0.0269091550532939,0.0474654924274521,0.00782780363856436,0.00497229120395386,0.0269091550532939,1,"N/A","N/A",NA,2.8279,2.8279,0,"N/A","N/A",106977872.0839,54,2370,2,NA,54,256.0538,1,256.0538,106977872.0839,"N/A","N/A",NA,3.382,3.382,0,"N/A","N/A",18695498.41609,77,3168,2,NA,77,313.0749,1,313.0749,18695498.41609
4276,5014,141,0.864,0,0.0473494642824109,0.208741430361716,0.00636212352069164,0.0239511047701561,0.0473494642824109,0.208741430361716,0.00636212352069164,0.0239511047701561,1,"Spectral Match to Paclobutrazol from NIST14","0.872044",NA,4.5071,4.5071,0,"N/A","CCMSLIB00003140137",7810638.573,54,4276,141,NA,54,294.1367,1,294.1367,7810638.573,"Spectral Match to Paclobutrazol from NIST14","0.951158",NA,5.1405,5.1405,0,"CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O","CCMSLIB00003137437",179978296.4345,55,5014,141,NA,55,294.1364,1,294.1364,179978296.4345
2690,3012,12,0.9359,-14.016,0.0471623013166764,0.115989487504723,0.0638597966043687,0.0543526322395762,0.0471623013166764,0.115989487504723,0.0638597966043687,0.0543526322395762,1,"N/A","N/A",NA,3.0319,3.0319,0,"N/A","N/A",3239256.442,70,2690,12,NA,70,293.1646,1,293.1646,3239256.442,"N/A","N/A",NA,3.2689,3.2689,0,"N/A","N/A",3883123.7726,74,3012,12,NA,74,307.1802,1,307.1802,3883123.7726
7100,7150,111,0.9487,132.079,0.0470315649474723,-0.0934415399991062,-0.00686091105940112,0.0159305061233703,0.0470315649474723,0.0934415399991062,0.00686091105940112,0.0159305061233703,1,"N/A","N/A",NA,6.0025,6.0025,0,"N/A","N/A",17103574.6011,80,7100,111,NA,80,570.4573,1,570.4573,17103574.6011,"N/A","N/A",NA,5.9959,5.9959,0,"N/A","N/A",2493704.38094,75,7150,111,NA,75,438.3781,1,438.3781,2493704.38094
8864,8925,808,0.825,0,0.0468833297174858,0.0574804023417194,0.0259363406969038,0.0409923331245226,0.0468833297174858,0.0574804023417194,0.0259363406969038,0.0409923331245226,1,"N/A","N/A",NA,6.4232,6.4232,0,"N/A","N/A",1653424.093,37,8864,808,NA,37,2232.3019,2,1116.651,1653424.093,"N/A","N/A",NA,6.4212,6.4212,0,"N/A","N/A",1006705.195,37,8925,808,NA,37,2232.3021,2,1116.6511,1006705.195
2690,3040,12,0.9172,-14.016,0.0468326501317158,0.117026439199453,0.0631632679857093,0.0536611175895965,0.0468326501317158,0.117026439199453,0.0631632679857093,0.0536611175895965,1,"N/A","N/A",NA,3.0319,3.0319,0,"N/A","N/A",3239256.442,70,2690,12,NA,70,293.1646,1,293.1646,3239256.442,"N/A","N/A",NA,3.2698,3.2698,0,"N/A","N/A",3977576.9651,74,3040,12,NA,74,307.1802,1,307.1802,3977576.9651
2370,3910,2,0.8053,1.995,0.0467481881060444,0.152381244164053,-0.0239819843093216,0.00675742329713835,0.0467481881060444,0.152381244164053,0.0239819843093216,0.00675742329713835,1,"N/A","N/A",NA,2.8279,2.8279,0,"N/A","N/A",106977872.0839,54,2370,2,NA,54,256.0538,1,256.0538,106977872.0839,"Massbank: Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","0.8900969999999999",NA,4.1281,4.1281,0,"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","CCMSLIB00005754528",1008339.59802,32,3910,2,NA,32,254.0593,1,254.0593,1008339.59802
2375,3910,2,0.8254,0,0.046549264776363,0.178313946657254,-0.0188766564104012,0.0070293075648013,0.046549264776363,0.178313946657254,0.0188766564104012,0.0070293075648013,1,"Massbank:EA029804 Sulfamethoxazole|4-Amino-N-(5-methyl-3-isoxazolyl)benzenesulfonamide|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","0.9723629999999999",NA,2.8273,2.8273,0,"c1(S(Nc2cc(C)on2)(=O)=O)ccc(N)cc1","CCMSLIB00000208207",2697034757.559,80,2375,2,NA,80,254.0592,1,254.0592,2697034757.559,"Massbank: Sulfamethoxazole|4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","0.8900969999999999",NA,4.1281,4.1281,0,"CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N","CCMSLIB00005754528",1008339.59802,32,3910,2,NA,32,254.0593,1,254.0593,1008339.59802
10296,10514,23,0.9262,0,0.0463532254975642,0.00569156480635426,0.00838594244642443,0.0292258961244213,0.0463532254975642,0.00569156480635426,0.00838594244642443,0.0292258961244213,1,"N/A","N/A",NA,7.4362,7.4362,0,"N/A","N/A",3656108.1865,18,10296,23,NA,18,1055.2972,1,1055.2972,3656108.1865,"N/A","N/A",NA,7.5435,7.5435,0,"N/A","N/A",5445329.1737,19,10514,23,NA,19,1055.2971,1,1055.2971,5445329.1737
778,1400,101,0.7904,-1.012,0.0463157987179976,0.128942524171965,-0.00843897061382184,0.003865697784596,0.0463157987179976,0.128942524171965,0.00843897061382184,0.003865697784596,1,"N/A","N/A",NA,1.8426,1.8426,0,"N/A","N/A",19040184.43,74,778,101,NA,74,230.1039,1,230.1039,19040184.43,"N/A","N/A",NA,2.3171,2.3171,0,"N/A","N/A",18185323.47,74,1400,101,NA,74,231.116,1,231.116,18185323.47
756,2465,101,0.8375,15.995,0.0462865532652583,0.107711024207907,0.00795494510045283,0.0250605916815373,0.0462865532652583,0.107711024207907,0.00795494510045283,0.0250605916815373,1,"N/A","N/A",NA,1.7536,1.7536,0,"N/A","N/A",5494698.111,74,756,101,NA,74,295.1109,1,295.1109,5494698.111,"N/A","N/A",NA,2.8959,2.8959,0,"N/A","N/A",17151116.2,74,2465,101,NA,74,279.1161,1,279.1161,17151116.2
2103,2570,82,0.9375,-33.984,0.0462560083105022,0.0445343657782691,0.00477484939822531,0.0203012862877727,0.0462560083105022,0.0445343657782691,0.00477484939822531,0.0203012862877727,1,"Spectral Match to Val-Leu from NIST14","0.954858",NA,2.7142,2.7142,0,"N/A","CCMSLIB00003138602",390172663.3,74,2103,82,NA,74,213.1596,1,213.1596,390172663.3,"N/A","N/A",NA,2.9537,2.9537,0,"N/A","N/A",191607121,74,2570,82,NA,74,247.144,1,247.144,191607121
7441,8852,3,0.852,-56.062,0.0461070284515662,0.0937293047193803,0.110962782467559,0.0752597160870251,0.0461070284515662,0.0937293047193803,0.110962782467559,0.0752597160870251,1,"N/A","N/A",NA,6.0208,6.0208,0,"N/A","N/A",11549314.015,37,7441,3,NA,37,994.6439,1,994.6439,11549314.015,"Surfactin D","0.80915",NA,6.4261,6.4261,0,"CC(C)CCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O","CCMSLIB00005720195",10706264.086,37,8852,3,NA,37,1050.7059,1,1050.7059,10706264.086
10151,10826,98,0.897,0,0.0460731907538288,0.073010947505141,0.081090617371018,0.0611738667973781,0.0460731907538288,0.073010947505141,0.081090617371018,0.0611738667973781,1,"N/A","N/A",NA,7.2626,7.2626,0,"N/A","N/A",4687255.9755,80,10151,98,NA,80,207.124,1,207.124,4687255.9755,"N/A","N/A",NA,7.6778,7.6778,0,"N/A","N/A",4303542.3032,80,10826,98,NA,80,207.124,1,207.124,4303542.3032
7442,8146,63,0.9109,-28.031,0.0460452190144335,0.0434986828531931,0.205101640738067,0.104581773576872,0.0460452190144335,0.0434986828531931,0.205101640738067,0.104581773576872,1,"N/A","N/A",NA,6.0208,6.0208,0,"N/A","N/A",8349152.608,37,7442,63,NA,37,1016.6248,1,1016.6248,8349152.608,"Massbank:AC000739 Surfactin B|3-[(3S,6R,9S,12S,15R,18S,21S,25R)-9-(carboxymethyl)-25-(9-methyldecyl)-3,6,15,18-tetrakis(2-methylpropyl)-2,5,8,11,14,17,20,23-octaoxo-12-propan-2-yl-1-oxa-4,7,10,13,16,19,22-heptazacyclop","0.910961",NA,6.2064,6.2064,0,"CC(C)CCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O","CCMSLIB00005727651",286418842.4509,56,8146,63,NA,56,1044.6557,1,1044.6557,286418842.4509
6751,8218,243,0.8765,-19.964,0.0459958933879493,0.0323149857836571,0.022561873496737,0.037212071931447,0.0459958933879493,0.0323149857836571,0.022561873496737,0.037212071931447,1,"N/A","N/A",NA,5.8167,5.8167,0,"N/A","N/A",1610006.1838,71,6751,243,NA,71,485.2897,1,485.2897,1610006.1838,"N/A","N/A",NA,6.2154,6.2154,0,"N/A","N/A",1261516.5186,71,8218,243,NA,71,505.254,1,505.254,1261516.5186
5196,5435,33,0.8013,17.027,0.0456865364134806,0.0212301336717077,0.0670534067222524,0.0561158989809433,0.0456865364134806,0.0212301336717077,0.0670534067222524,0.0561158989809433,1,"N/A","N/A",NA,5.2549,5.2549,0,"N/A","N/A",8183137.517,80,5196,33,NA,80,433.2411,1,433.2411,8183137.517,"N/A","N/A",NA,5.2558,5.2558,0,"N/A","N/A",29200971.974,80,5435,33,NA,80,416.2145,1,416.2145,29200971.974
7246,8042,3,0.8849,-28.031,0.0456062969947449,0.0511875291407499,0.219199581368299,0.0936950877273851,0.0456062969947449,0.0511875291407499,0.219199581368299,0.0936950877273851,1,"N/A","N/A",NA,5.955,5.955,0,"N/A","N/A",958516.3315,36,7246,3,NA,36,980.6278,1,980.6278,958516.3315,"Surfactin A","0.8844059999999999",NA,6.1632,6.1632,0,"CC(C)CCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O","CCMSLIB00005720193",10895928.2667,46,8042,3,NA,46,1008.6585,1,1008.6585,10895928.2667
8714,9205,132,0.9525,-28.031,0.0452742473428474,0.0300348048272047,0.0268640430504844,0.0565241450480118,0.0452742473428474,0.0300348048272047,0.0268640430504844,0.0565241450480118,1,"N/A","N/A",NA,6.367,6.367,0,"N/A","N/A",18332306.5843,74,8714,132,NA,74,242.2477,1,242.2477,18332306.5843,"N/A","N/A",NA,6.634,6.634,0,"N/A","N/A",6661025.634,71,9205,132,NA,71,270.279,1,270.279,6661025.634
10966,11441,77,0.9527,0,0.0451508370992435,-0.00475359192557895,-0.0188162376909553,0.0117633953909882,0.0451508370992435,0.00475359192557895,0.0188162376909553,0.0117633953909882,1,"N/A","N/A",NA,7.7302,7.7302,0,"N/A","N/A",5208583.37624,52,10966,77,NA,52,780.6343,1,780.6343,5208583.37624,"N/A","N/A",NA,8.0155,8.0155,0,"N/A","N/A",18163430.96594,62,11441,77,NA,62,780.6344,1,780.6344,18163430.96594
193,3094,100,0.7774,-76.031,0.0451032918291944,-0.0139817194885263,0.133347131442332,0.0932356009871818,0.0451032918291944,0.0139817194885263,0.133347131442332,0.0932356009871818,1,"N/A","N/A",NA,0.9082,0.9082,0,"N/A","N/A",19089355.76,74,193,100,NA,74,228.1342,1,228.1342,19089355.76,"N/A","N/A",NA,3.3314,3.3314,0,"N/A","N/A",1549525.173,74,3094,100,NA,74,304.1654,1,304.1654,1549525.173
4406,5833,282,0.8396,0,0.0448654387779931,0.133603097334807,0.0944958996206048,0.0657486561623172,0.0448654387779931,0.133603097334807,0.0944958996206048,0.0657486561623172,1,"N/A","N/A",NA,4.6725,4.6725,0,"N/A","N/A",2695884.7475,71,4406,282,NA,71,288.2897,1,288.2897,2695884.7475,"N/A","N/A",NA,5.3806,5.3806,0,"N/A","N/A",5769055.441,71,5833,282,NA,71,288.2893,1,288.2893,5769055.441
2999,3254,69,0.7261,-99.068,0.0448074992451272,-0.0563219498856744,0.0275010733625402,0.0334196868271446,0.0448074992451272,0.0563219498856744,0.0275010733625402,0.0334196868271446,1,"N/A","N/A",NA,3.2586,3.2586,0,"N/A","N/A",795781.345,42,2999,69,NA,42,790.4137,1,790.4137,795781.345,"N/A","N/A",NA,3.4098,3.4098,0,"N/A","N/A",3548994.63895,50,3254,69,NA,50,889.4817,1,889.4817,3548994.63895
7503,8617,106,0.8607,-14.015,0.044686325234618,0.142166810243264,0.121334394344723,0.0828009466700806,0.044686325234618,0.142166810243264,0.121334394344723,0.0828009466700806,1,"N/A","N/A",NA,6.05,6.05,0,"N/A","N/A",4532052.73563,77,7503,106,NA,77,738.5877,1,738.5877,4532052.73563,"N/A","N/A",NA,6.3063,6.3063,0,"N/A","N/A",700696.97339,27,8617,106,NA,27,752.6028,1,752.6028,700696.97339
6666,6725,74,0.9349,88.054,0.044537078677588,0.107193182745369,-0.00329606543165281,0.0220095649462132,0.044537078677588,0.107193182745369,0.00329606543165281,0.0220095649462132,1,"N/A","N/A",NA,5.7883,5.7883,0,"N/A","N/A",1941336.364,74,6666,74,NA,74,766.5315,1,766.5315,1941336.364,"N/A","N/A",NA,5.8093,5.8093,0,"N/A","N/A",4574227.094,73,6725,74,NA,73,678.4779,1,678.4779,4574227.094
7907,8596,18,0.9327,14.014,0.0441757530389042,0.0302603163943926,0.0617115818292981,0.0567502984317464,0.0441757530389042,0.0302603163943926,0.0617115818292981,0.0567502984317464,1,"N/A","N/A",NA,6.0684,6.0684,0,"N/A","N/A",1004728.19124,25,7907,18,NA,25,678.5064,1,678.5064,1004728.19124,"N/A","N/A",NA,6.2911,6.2911,0,"N/A","N/A",769354.2042,21,8596,18,NA,21,664.4923,1,664.4923,769354.2042
647,1233,37,0.9925,-14.017,0.0439520403857391,0.0429808413906551,0.00481718588310113,0.0272644560084562,0.0439520403857391,0.0429808413906551,0.00481718588310113,0.0272644560084562,1,"N/A","N/A",NA,1.6023,1.6023,0,"N/A","N/A",2534452.082,74,647,37,NA,74,197.1451,1,197.1451,2534452.082,"N/A","N/A",NA,2.1939,2.1939,0,"N/A","N/A",7317444.759,74,1233,37,NA,74,211.1625,1,211.1625,7317444.759
4637,5203,141,0.9766,-14.016,0.0436055607240095,-0.00311339628534064,0.0231815506623912,0.0332862351344859,0.0436055607240095,0.00311339628534064,0.0231815506623912,0.0332862351344859,1,"Pesticide6_Cyproconazole Isomer 1*_C15H18ClN3O_","0.9785379999999999",NA,4.9084,4.9084,0,"CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O","CCMSLIB00001058837",6667564222.2345,78,4637,141,NA,78,292.1208,1,292.1208,6667564222.2345,"N/A","N/A",NA,5.2554,5.2554,0,"N/A","N/A",3845240.0325,54,5203,141,NA,54,306.1365,1,306.1365,3845240.0325
8548,10659,77,0.9683,0,0.042907711817977,0.0206834085054076,0.0966134698398789,0.0702319147576034,0.042907711817977,0.0206834085054076,0.0966134698398789,0.0702319147576034,1,"N/A","N/A",NA,6.3217,6.3217,0,"N/A","N/A",5788152.8333,67,8548,77,NA,67,780.6346,1,780.6346,5788152.8333,"N/A","N/A",NA,7.6076,7.6076,0,"N/A","N/A",4694484.97888,54,10659,77,NA,54,780.6343,1,780.6343,4694484.97888
8066,8933,132,0.9969,-28.031,0.0428309317442243,0.0616191684617857,0.0379609454056793,0.0404520653213248,0.0428309317442243,0.0616191684617857,0.0379609454056793,0.0404520653213248,1,"N/A","N/A",NA,6.2244,6.2244,0,"N/A","N/A",76593264.864,80,8066,132,NA,80,228.232,1,228.232,76593264.864,"N/A","N/A",NA,6.4662,6.4662,0,"N/A","N/A",115330397.1937,80,8933,132,NA,80,256.2633,1,256.2633,115330397.1937
5220,5598,33,0.8564,386.173,0.0424487505742834,0.168573818805232,0.0910572545721303,0.0658790094028798,0.0424487505742834,0.168573818805232,0.0910572545721303,0.0658790094028798,1,"N/A","N/A",NA,5.2556,5.2556,0,"N/A","N/A",7745031.86722,72,5220,33,NA,72,846.4413,1,846.4413,7745031.86722,"N/A","N/A",NA,5.3867,5.3867,0,"N/A","N/A",421823.51562,46,5598,33,NA,46,460.2687,1,460.2687,421823.51562
