"CLUSTERID1","CLUSTERID2","ComponentIndex","Cosine","DeltaMZ","ChemProp2","ChemProp_spearman","ChemProp_log","ChemProp_sqrt","abs_ChemProp2","abs_ChemProp_spearman","abs_ChemProp_log","abs_ChemProp_sqrt","Sign_ChemProp2"
2375,2774,2,0.815,-42.011,0.318912375742654,0.470551949163657,0.196507199808895,0.260208281102092,0.318912375742654,0.470551949163657,0.196507199808895,0.260208281102092,1
5211,6486,9,0.9526,-17.967,0.317490955504618,0.425898610058646,0.399802607396014,0.361568501747995,0.317490955504618,0.425898610058646,0.399802607396014,0.361568501747995,1
64,927,101,0.9341,15.995,0.315241792549905,0.394077352991428,0.140729436404031,0.23374015695236,0.315241792549905,0.394077352991428,0.140729436404031,0.23374015695236,1
7572,11800,18,0.7781,54.046,0.31440528469779,0.233506027570522,0.319974116064228,0.323445407768373,0.31440528469779,0.233506027570522,0.319974116064228,0.323445407768373,1
6132,9980,9,0.9479,-196.218,0.313716667395899,0.216285827559924,0.295008060040242,0.304876159092318,0.313716667395899,0.216285827559924,0.295008060040242,0.304876159092318,1
7194,7913,9,0.9325,14.018,0.313574522442433,0.354895061285965,0.270519281058443,0.296068781224443,0.313574522442433,0.354895061285965,0.270519281058443,0.296068781224443,1
7281,11797,18,0.778,26.014,0.311922854222598,0.337790710503655,0.3457937426684,0.330244951906172,0.311922854222598,0.337790710503655,0.3457937426684,0.330244951906172,1
8792,10892,179,0.7479,-84.094,0.310667146234552,0.386132393664056,0.336723483996497,0.324454844024309,0.310667146234552,0.386132393664056,0.336723483996497,0.324454844024309,1
6889,7980,88,0.944,-28.031,0.308496128375444,0.215925993685417,0.387942173664889,0.342533854902103,0.308496128375444,0.215925993685417,0.387942173664889,0.342533854902103,1
657,756,101,0.782,0,0.303284602831461,0.254351391847854,0.260049682003721,0.284643437734147,0.303284602831461,0.254351391847854,0.260049682003721,0.284643437734147,1
7281,7550,18,0.7651,14.014,0.300028974792593,0.394542462866052,0.374458265981087,0.335150072024457,0.300028974792593,0.394542462866052,0.374458265981087,0.335150072024457,1
7572,11797,18,0.7957,26.014,0.299831459460277,0.269453045575784,0.333364777332312,0.317980991884677,0.299831459460277,0.269453045575784,0.333364777332312,0.317980991884677,1
6747,8216,9,0.9424,-17.966,0.298890724194939,0.258920731269006,0.251014670133786,0.298562531604964,0.298890724194939,0.258920731269006,0.251014670133786,0.298562531604964,1
6751,7319,243,0.9706,0,0.298256564260849,0.219046938653579,0.332666778192099,0.321492851385467,0.298256564260849,0.219046938653579,0.332666778192099,0.321492851385467,1
72,1514,163,0.7791,0,0.296807427807676,0.237689231304948,0.160831085976197,0.235679844054028,0.296807427807676,0.237689231304948,0.160831085976197,0.235679844054028,1
7963,9484,243,0.7246,-155.169,0.294537608686661,0.42013000953194,0.256772256035766,0.288425647623606,0.294537608686661,0.42013000953194,0.256772256035766,0.288425647623606,1
6758,6890,20,0.8566,-0.109,0.293252320202043,0.306024609755591,0.288029433581228,0.292082325737581,0.293252320202043,0.306024609755591,0.288029433581228,0.292082325737581,1
8066,9517,132,0.9778,-56.063,0.289988713025089,0.327772551565633,0.190063482929319,0.27214101094115,0.289988713025089,0.327772551565633,0.190063482929319,0.27214101094115,1
8246,9517,132,0.9788,-56.063,0.287822434557434,0.336575289917317,0.173700507995743,0.26697012617142,0.287822434557434,0.336575289917317,0.173700507995743,0.26697012617142,1
10384,11166,56,0.8569,0.001,0.287216520447184,0.104338056618637,0.248368703867434,0.276524731476962,0.287216520447184,0.104338056618637,0.248368703867434,0.276524731476962,1
6747,9473,9,0.9354,-130.078,0.281024093845708,0.486253133323194,0.31371083765128,0.322803933588235,0.281024093845708,0.486253133323194,0.31371083765128,0.322803933588235,1
8375,9477,243,0.7996,-165.115,0.280446322948317,0.52875807645085,0.312152942004645,0.314251329815571,0.280446322948317,0.52875807645085,0.312152942004645,0.314251329815571,1
536,737,82,0.8682,0,0.277344811777638,0.212314999640585,0.116384262926157,0.211354512060797,0.277344811777638,0.212314999640585,0.116384262926157,0.211354512060797,1
8368,9473,9,0.927,-148.089,0.277276933987178,0.507484633287252,0.19734520514986,0.280020440165391,0.277276933987178,0.507484633287252,0.19734520514986,0.280020440165391,1
666,1667,82,0.8613,15.994,0.269692380420361,0.208690109402819,0.0843764369566201,0.187383138257821,0.269692380420361,0.208690109402819,0.0843764369566201,0.187383138257821,1
5204,5598,33,0.9004,0,0.268866670733237,0.142064925580934,0.271951664567589,0.272762235230522,0.268866670733237,0.142064925580934,0.271951664567589,0.272762235230522,1
8066,9653,132,0.9826,-56.063,0.268759138067837,0.325701319012296,0.16682732948254,0.244540459488765,0.268759138067837,0.325701319012296,0.16682732948254,0.244540459488765,1
8792,11130,179,0.839,-84.094,0.267229858074543,0.290831588355773,0.318566176033043,0.282689385972662,0.267229858074543,0.290831588355773,0.318566176033043,0.282689385972662,1
676,1657,295,0.7362,15.995,0.266795593741453,0.220082621578655,0.112833287992598,0.194051444297261,0.266795593741453,0.220082621578655,0.112833287992598,0.194051444297261,1
6054,6132,9,0.9605,-42.01,0.266760753608274,0.289713536763347,0.278554634459612,0.281454281910743,0.266760753608274,0.289713536763347,0.278554634459612,0.281454281910743,1
8246,9653,132,0.9833,-56.063,0.266592859600182,0.334504057363979,0.150464354548964,0.239369574719034,0.266592859600182,0.334504057363979,0.150464354548964,0.239369574719034,1
4571,7980,88,0.8463,-84.094,0.265964061379784,0.097865738145189,0.294504099476859,0.281165850370889,0.265964061379784,0.097865738145189,0.294504099476859,0.281165850370889,1
8111,8480,3,0.799,-15.019,0.262978927782285,0.176583938725462,0.211280267788903,0.256709404962217,0.262978927782285,0.176583938725462,0.211280267788903,0.256709404962217,1
2124,2720,69,0.7522,-154.075,0.261852598801148,0.126035640328991,0.363873437844587,0.303052454323827,0.261852598801148,0.126035640328991,0.363873437844587,0.303052454323827,1
8066,10339,132,0.964,-84.094,0.260954246181908,0.479494699584883,0.143828424586569,0.231485265126596,0.260954246181908,0.479494699584883,0.143828424586569,0.231485265126596,1
191,5657,16,0.7437,-0.094,0.259902802180274,0.473250260796357,0.356756896291491,0.305495869075698,0.259902802180274,0.473250260796357,0.356756896291491,0.305495869075698,1
8246,10339,132,0.9671,-84.094,0.258787967714253,0.488297437936567,0.127465449652993,0.226314380356865,0.258787967714253,0.488297437936567,0.127465449652993,0.226314380356865,1
7705,9517,132,0.9698,-70.078,0.258247212557139,0.291802164551005,0.161924925382836,0.230801862852046,0.258247212557139,0.291802164551005,0.161924925382836,0.230801862852046,1
5215,6481,33,0.9886,-17.967,0.257605406268355,0.447656149239347,0.304390975167272,0.289056214200039,0.257605406268355,0.447656149239347,0.304390975167272,0.289056214200039,1
3172,3672,69,0.761,-12.001,0.255577163726321,0.124007193218344,0.214178152256023,0.235558112576334,0.255577163726321,0.124007193218344,0.214178152256023,0.235558112576334,1
6751,9477,243,0.7932,-147.105,0.255201886108481,0.483705869210043,0.370853327722231,0.313266006570695,0.255201886108481,0.483705869210043,0.370853327722231,0.313266006570695,1
8375,9482,243,0.8915,-148.089,0.253356775842292,0.516587094682327,0.229106814431691,0.26050552526162,0.253356775842292,0.516587094682327,0.229106814431691,0.26050552526162,1
5211,6539,9,0.9548,60.021,0.251026712744335,0.305692297294583,0.280058195259621,0.26732875216952,0.251026712744335,0.305692297294583,0.280058195259621,0.26732875216952,1
4986,6707,22,0.779,-86.055,0.249096361619668,-0.00585474970343597,0.0936554858590899,0.194322138147912,0.249096361619668,0.00585474970343597,0.0936554858590899,0.194322138147912,1
8213,9484,243,0.7218,-140.143,0.247670520150879,0.397862826642805,0.212073071114029,0.249133032177731,0.247670520150879,0.397862826642805,0.212073071114029,0.249133032177731,1
8933,9517,132,0.9782,-28.031,0.247157781280864,0.266153383103847,0.15210253752364,0.231688945619826,0.247157781280864,0.266153383103847,0.15210253752364,0.231688945619826,1
8375,9476,243,0.8223,-191.132,0.246738473754707,0.416856301376382,0.168956605522584,0.23247345438943,0.246738473754707,0.416856301376382,0.168956605522584,0.23247345438943,1
5211,9192,9,0.9597,0,0.245216570952681,0.216099756756152,0.271451800605139,0.260258859551058,0.245216570952681,0.216099756756152,0.271451800605139,0.260258859551058,1
5211,6858,9,0.9591,46.005,0.244839187537892,0.263047404542309,0.269120997683803,0.258917787864463,0.244839187537892,0.263047404542309,0.269120997683803,0.258917787864463,1
161,3094,100,0.7477,-93.058,0.243493431747245,0.128942524171965,0.205819487249,0.245303119776938,0.243493431747245,0.128942524171965,0.205819487249,0.245303119776938,1
778,782,101,0.8607,1.003,0.243179095335938,0.286884170246059,0.0358010366307353,0.151638386973988,0.243179095335938,0.286884170246059,0.0358010366307353,0.151638386973988,1
163,3094,100,0.781,-76.031,0.242800019453054,0.136192304647497,0.205945263905394,0.245079259819702,0.242800019453054,0.136192304647497,0.205945263905394,0.245079259819702,1
3762,5431,95,0.8409,-46.02,0.242251555140424,0.066384698548052,0.375740308958462,0.306640176553357,0.242251555140424,0.066384698548052,0.375740308958462,0.306640176553357,1
9396,10892,179,0.8334,-56.063,0.2388416234239,0.318490475662166,0.221737876803099,0.252158677600847,0.2388416234239,0.318490475662166,0.221737876803099,0.252158677600847,1
468,1433,16,0.7529,-14.016,0.23817524545545,0.378458912981153,0.184206907713298,0.211551807142214,0.23817524545545,0.378458912981153,0.184206907713298,0.211551807142214,1
7073,7090,9,0.9608,-102.069,0.237208435206517,0.131485922262717,0.240268926364252,0.240070005326603,0.237208435206517,0.131485922262717,0.240268926364252,0.240070005326603,1
7705,9653,132,0.9731,-70.078,0.237017637599887,0.289730931997667,0.138688771936056,0.20320131139966,0.237017637599887,0.289730931997667,0.138688771936056,0.20320131139966,1
4353,5431,95,0.8908,15.995,0.234528148442892,0.074372256835244,0.33081715376634,0.283239843309515,0.234528148442892,0.074372256835244,0.33081715376634,0.283239843309515,1
6747,9779,9,0.9233,-130.078,0.233758845197711,0.444765708753744,0.300728865479942,0.276184270241686,0.233758845197711,0.444765708753744,0.300728865479942,0.276184270241686,1
9047,9517,132,0.9747,-28.031,0.232343662461231,0.26045749358217,0.148132316723037,0.219907167931253,0.232343662461231,0.26045749358217,0.148132316723037,0.219907167931253,1
7073,8038,9,0.9618,-111.987,0.23189870157854,0.101824006860032,0.229901187721404,0.232132499334316,0.23189870157854,0.101824006860032,0.229901187721404,0.232132499334316,1
8537,9517,132,0.9754,-42.047,0.23148638714923,0.284552384075472,0.154887300839063,0.221615604997443,0.23148638714923,0.284552384075472,0.154887300839063,0.221615604997443,1
176,249,101,0.922,0,0.2313534953377,0.347471621363006,0.0540086597029671,0.142366991112982,0.2313534953377,0.347471621363006,0.0540086597029671,0.142366991112982,1
7705,10339,132,0.9679,-98.109,0.229212745713958,0.443524312570255,0.115689867040085,0.190146117037491,0.229212745713958,0.443524312570255,0.115689867040085,0.190146117037491,1
284,481,82,0.9606,0,0.228145132993919,0.123246268084047,0.147888843802774,0.21296974535126,0.228145132993919,0.123246268084047,0.147888843802774,0.21296974535126,1
6751,9482,243,0.9163,-130.078,0.228112339002455,0.47153488744152,0.287807200149276,0.259520202016744,0.228112339002455,0.47153488744152,0.287807200149276,0.259520202016744,1
1375,1525,82,0.98,0,0.227462341310401,0.16156653631186,0.12875996324146,0.18870587249613,0.227462341310401,0.16156653631186,0.12875996324146,0.18870587249613,1
5204,5220,33,0.9492,-386.172,0.226417920158954,-0.0265088932242978,0.180894409995459,0.206883225827642,0.226417920158954,0.0265088932242978,0.180894409995459,0.206883225827642,1
179,250,163,0.7646,0,0.226312266191816,0.402362816392036,0.0505608262069395,0.137504626099867,0.226312266191816,0.402362816392036,0.0505608262069395,0.137504626099867,1
8933,9653,132,0.9845,-28.031,0.225928206323612,0.26408215055051,0.128866384076861,0.20408839416744,0.225928206323612,0.26408215055051,0.128866384076861,0.20408839416744,1
7963,9477,243,0.7512,-127.138,0.224144864483871,0.462992210708523,0.292786734552611,0.261073759300566,0.224144864483871,0.462992210708523,0.292786734552611,0.261073759300566,1
1375,2118,82,0.8932,-33.984,0.223591924806843,0.183833719200995,0.127783155676407,0.186569806260432,0.223591924806843,0.183833719200995,0.127783155676407,0.186569806260432,1
7442,8474,63,0.916,-42.046,0.223126456871169,0.07660806300772,0.303419860502081,0.295123988586082,0.223126456871169,0.07660806300772,0.303419860502081,0.295123988586082,1
6751,9476,243,0.8269,-173.121,0.22149403691487,0.371804094135575,0.227656991240169,0.231488131144554,0.22149403691487,0.371804094135575,0.227656991240169,0.231488131144554,1
8933,10339,132,0.963,-56.063,0.218123314437684,0.417875531123098,0.10586747918089,0.191033199805271,0.218123314437684,0.417875531123098,0.10586747918089,0.191033199805271,1
8714,9517,132,0.9667,-42.047,0.216840262177215,0.253481896323192,0.180088517112071,0.242326624631456,0.216840262177215,0.253481896323192,0.180088517112071,0.242326624631456,1
2801,2897,623,0.918,0,0.216528574864655,0.202993853314901,0.14379686060017,0.188846202772979,0.216528574864655,0.202993853314901,0.14379686060017,0.188846202772979,1
8632,9482,243,0.8064,-148.089,0.215878495086641,0.400590607073812,0.303485943936062,0.263331479085033,0.215878495086641,0.400590607073812,0.303485943936062,0.263331479085033,1
6887,7137,9,0.9473,-24.057,0.214522069449834,0.0951345148413582,0.0212597791863996,0.145769066883309,0.214522069449834,0.0951345148413582,0.0212597791863996,0.145769066883309,1
8375,9784,243,0.8716,-148.089,0.211812286011127,0.347883278193289,0.099037760350471,0.177400071306712,0.211812286011127,0.347883278193289,0.099037760350471,0.177400071306712,1
9047,9653,132,0.9817,-28.031,0.211114087503979,0.258386261028832,0.124896163276257,0.192306616478868,0.211114087503979,0.258386261028832,0.124896163276257,0.192306616478868,1
7073,7137,9,0.9554,-58.042,0.210751182399907,0.0824284042130797,0.19818818667226,0.205481783284087,0.210751182399907,0.0824284042130797,0.19818818667226,0.205481783284087,1
8537,9653,132,0.9805,-42.047,0.210256812191978,0.282481151522135,0.131651147392283,0.194015053545058,0.210256812191978,0.282481151522135,0.131651147392283,0.194015053545058,1
161,194,100,0.9236,0,0.209802088099406,0.16933415824993,0.0806823903721796,0.163184378717799,0.209802088099406,0.16933415824993,0.0806823903721796,0.163184378717799,1
8218,9477,243,0.7598,-127.14,0.209205992720531,0.451390883426386,0.348291454225494,0.276053934639248,0.209205992720531,0.451390883426386,0.348291454225494,0.276053934639248,1
163,194,100,0.7861,17.027,0.209108675805215,0.176583938725462,0.0808081670285731,0.162960518760562,0.209108675805215,0.176583938725462,0.0808081670285731,0.162960518760562,1
2103,2889,82,0.9351,-15.019,0.206640361987566,0.190047816751451,0.0614644823081807,0.137912921624781,0.206640361987566,0.190047816751451,0.0614644823081807,0.137912921624781,1
468,1187,16,0.7196,-14.016,0.206167365560045,0.268676522923094,0.193805652257119,0.203094772506571,0.206167365560045,0.268676522923094,0.193805652257119,0.203094772506571,1
1719,3094,100,0.8319,-16.031,0.204533527472599,0.327793645786562,0.177645855904353,0.209205238228997,0.204533527472599,0.327793645786562,0.177645855904353,0.209205238228997,1
8792,10023,179,0.8407,-56.062,0.20378293439759,0.101819454529398,0.239183386186418,0.188884789274272,0.20378293439759,0.101819454529398,0.239183386186418,0.188884789274272,1
9047,10339,132,0.96,-56.063,0.20330919561805,0.41217964160142,0.101897258380286,0.179251422116698,0.20330919561805,0.41217964160142,0.101897258380286,0.179251422116698,1
8537,10339,132,0.9605,-70.078,0.202451920306049,0.436274532094723,0.108652242496312,0.180959859182888,0.202451920306049,0.436274532094723,0.108652242496312,0.180959859182888,1
626,710,12,0.9544,0,0.199485743140842,0.33348990187448,0.0913610985267892,0.152614910825664,0.199485743140842,0.33348990187448,0.0913610985267892,0.152614910825664,1
7712,8480,3,0.8217,-29.035,0.199105658388637,0.147584816823334,0.10043708745221,0.179130067715703,0.199105658388637,0.147584816823334,0.10043708745221,0.179130067715703,1
161,193,100,0.9226,-17.027,0.198390139918051,0.142924243660492,0.0724723558066682,0.152067518789757,0.198390139918051,0.142924243660492,0.0724723558066682,0.152067518789757,1
9939,10234,44,0.7993,0,0.198094620246628,0.0156946510496894,0.194798347835388,0.211008167008884,0.198094620246628,0.0156946510496894,0.194798347835388,0.211008167008884,1
5215,5782,33,0.9722,0,0.197853745564366,0.28324105166888,0.230447619626768,0.217014062541087,0.197853745564366,0.28324105166888,0.230447619626768,0.217014062541087,1
163,193,100,0.9865,0,0.19769672762386,0.150174024136024,0.0725981324630617,0.15184365883252,0.19769672762386,0.150174024136024,0.0725981324630617,0.15184365883252,1
7963,9482,243,0.8684,-110.112,0.197055317377846,0.450821228939999,0.209740606979657,0.207327954746615,0.197055317377846,0.450821228939999,0.209740606979657,0.207327954746615,1
8714,9653,132,0.972,-42.047,0.195610687219963,0.251410663769854,0.156852363665291,0.214726073179071,0.195610687219963,0.251410663769854,0.156852363665291,0.214726073179071,1
9061,9672,177,0.8707,-28.031,0.195417113523688,0.236312891570116,0.161741297011102,0.184601806678972,0.195417113523688,0.236312891570116,0.161741297011102,0.184601806678972,1
9396,11130,179,0.9643,-56.063,0.195404335263891,0.223189670353883,0.203580568839645,0.2103932195492,0.195404335263891,0.223189670353883,0.203580568839645,0.2103932195492,1
261,2365,160,0.9921,0,0.191681436846562,0.079218164771096,0.259200783306958,0.234537421140565,0.191681436846562,0.079218164771096,0.259200783306958,0.234537421140565,1
7963,9476,243,0.7719,-153.155,0.190437015290261,0.351090435634054,0.14959039807055,0.179295883874425,0.190437015290261,0.351090435634054,0.14959039807055,0.179295883874425,1
6747,7323,9,0.9773,0,0.190025688051313,0.143193961433753,0.217759714323837,0.221140906753772,0.190025688051313,0.143193961433753,0.217759714323837,0.221140906753772,1
8714,10339,132,0.9554,-70.078,0.187805795334035,0.405204044342442,0.133853458769321,0.201670878816901,0.187805795334035,0.405204044342442,0.133853458769321,0.201670878816901,1
261,2387,160,0.9895,0.007,0.187433181830827,0.285527563039109,0.169373751318493,0.181823924898452,0.187433181830827,0.285527563039109,0.169373751318493,0.181823924898452,1
6751,9784,243,0.903,-130.078,0.18656784917129,0.302831070952482,0.157738146068056,0.176414748061836,0.18656784917129,0.302831070952482,0.157738146068056,0.176414748061836,1
6048,6067,33,0.9582,-27.995,0.185233572605315,0.355164461952815,0.109573343089894,0.148262857349009,0.185233572605315,0.355164461952815,0.109573343089894,0.148262857349009,1
1375,3078,82,0.8868,15.995,0.18462991684002,0.128942524171965,0.120508963981106,0.166105832475585,0.18462991684002,0.128942524171965,0.120508963981106,0.166105832475585,1
2718,2817,82,0.9389,0,0.184049256893296,0.287919853171135,0.0756119052306511,0.141046784268194,0.184049256893296,0.287919853171135,0.0756119052306511,0.141046784268194,1
736,884,82,0.9771,0,0.183587391052336,0.397184401766656,0.0259327973546791,0.0977693327983944,0.183587391052336,0.397184401766656,0.0259327973546791,0.0977693327983944,1
380,1479,278,0.7235,-14.016,0.183018064893915,0.015813366763086,0.205968344713353,0.197882551325188,0.183018064893915,0.015813366763086,0.205968344713353,0.197882551325188,1
