"CLUSTERID1","CLUSTERID2","ComponentIndex","Cosine","DeltaMZ","ChemProp2","ChemProp_spearman","ChemProp_log","ChemProp_sqrt","abs_ChemProp2","abs_ChemProp_spearman","abs_ChemProp_log","abs_ChemProp_sqrt","Sign_ChemProp2"
2093,6631,2,0.7204,-1.13,0.0331862619265966,0.0442840900386862,0.0522645683129018,0.0398737340493179,0.0331862619265966,0.0442840900386862,0.0522645683129018,0.0398737340493179,1
4462,5767,282,0.9015,-42.047,0.0331838579962522,0.000757867370320853,0.20587982855646,0.0783164680608805,0.0331838579962522,0.000757867370320853,0.20587982855646,0.0783164680608805,1
2460,3147,120,0.8839,-19.969,0.0326697044696617,-0.00927036847301516,0.0115019232836275,0.0205008752016877,0.0326697044696617,0.00927036847301516,0.0115019232836275,0.0205008752016877,1
10701,11211,67,0.9444,-74.019,0.032551349080863,0.421884991022008,0.0788323873071384,0.0588259288537252,0.032551349080863,0.421884991022008,0.0788323873071384,0.0588259288537252,1
7721,8883,3,0.8404,-28.032,0.0323357454386352,0.0207136585015205,-0.0446194901216489,0.0205186361712926,0.0323357454386352,0.0207136585015205,0.0446194901216489,0.0205186361712926,1
1187,1433,16,0.85,0,0.0320078798954059,0.109782390058059,-0.00959874454382113,0.00845703463564274,0.0320078798954059,0.109782390058059,0.00959874454382113,0.00845703463564274,1
5067,5381,336,0.7111,0,0.0319421296732073,-0.0455700487033451,-0.0502962226782463,-0.00299656174760071,0.0319421296732073,0.0455700487033451,0.0502962226782463,0.00299656174760071,1
9595,10214,77,0.9689,0,0.0318539135292077,-0.00925899389149215,-0.012854595385256,0.0191048427869259,0.0318539135292077,0.00925899389149215,0.012854595385256,0.0191048427869259,1
4257,7090,9,0.9624,-12.203,0.031456918155131,0.116175148228952,0.0514871832392004,0.0424655518182662,0.031456918155131,0.116175148228952,0.0514871832392004,0.0424655518182662,1
276,309,27,0.7846,0,0.0312824302801408,0.0502306218661872,0.0455473820369609,0.0427866509288927,0.0312824302801408,0.0502306218661872,0.0455473820369609,0.0427866509288927,1
7718,9128,3,0.9069,-56.063,0.031121003993831,0.0349445680538415,-0.0964966580309546,0.00729335216599308,0.031121003993831,0.0349445680538415,0.0964966580309546,0.00729335216599308,1
5126,5203,141,0.9573,-12,0.0311012915966072,-0.00469668218313862,0.0197623695275097,0.0265340067589927,0.0311012915966072,0.00469668218313862,0.0197623695275097,0.0265340067589927,1
6751,7963,243,0.8831,-19.966,0.0310570216246092,0.0207136585015205,0.0780665931696197,0.0521922472701292,0.0310570216246092,0.0207136585015205,0.0780665931696197,0.0521922472701292,1
7908,10564,9,0.9834,121.893,0.0305123509371135,0.248547036132013,0.164676981574251,0.0958683856029204,0.0305123509371135,0.248547036132013,0.164676981574251,0.0958683856029204,1
718,737,82,0.9296,0,0.0304884046216463,0.0331418536024328,0.0110426534169709,0.0241628304018894,0.0304884046216463,0.0331418536024328,0.0110426534169709,0.0241628304018894,1
5196,5231,33,0.7855,16.024,0.0304015797407029,0.00776712207501501,0.044126265385626,0.0362762922734619,0.0304015797407029,0.00776712207501501,0.044126265385626,0.0362762922734619,1
7139,7161,111,0.9346,105.08,0.0304012064532605,0.216192423969459,0.167854514672555,0.0899479451611002,0.0304012064532605,0.216192423969459,0.167854514672555,0.0899479451611002,1
7826,8617,106,0.9087,-14.015,0.0303194972131302,0.119417088502972,0.101164519178588,0.0654636263870292,0.0303194972131302,0.119417088502972,0.101164519178588,0.0654636263870292,1
4086,4668,69,0.8318,-62.015,0.0302976000474049,-0.00800503942438258,0.0316312705130911,0.0337890633005414,0.0302976000474049,0.00800503942438258,0.0316312705130911,0.0337890633005414,1
4068,4352,141,0.945,-2.016,0.0302640267159238,0.0109589250939901,0.0354050997949896,0.0353389248503599,0.0302640267159238,0.0109589250939901,0.0354050997949896,0.0353389248503599,1
7094,7272,111,0.9695,-44.026,0.0300428849446593,-0.01553424415003,-0.0166052003023109,0.0140938735461928,0.0300428849446593,0.01553424415003,0.0166052003023109,0.0140938735461928,1
211,259,443,0.8167,0,0.0297486162999206,0.077676219380702,-0.0038171209945741,0.0202613592457036,0.0297486162999206,0.077676219380702,0.0038171209945741,0.0202613592457036,1
778,924,101,0.9359,0,0.0296475740565253,0.103568292507603,-0.0168806997265192,-0.00804598941594906,0.0296475740565253,0.103568292507603,0.0168806997265192,0.00804598941594906,1
4828,6032,26,0.9192,-28.031,0.0290192016475725,-0.0297138771348966,0.0287618435887792,0.0209815972403847,0.0290192016475725,0.0297138771348966,0.0287618435887792,0.0209815972403847,1
6666,6701,74,0.9446,44.027,0.0288646426242629,0.040391634077965,-0.00155655468556892,0.0139608260835399,0.0288646426242629,0.040391634077965,0.00155655468556892,0.0139608260835399,1
4908,5834,9,0.9634,30.011,0.0287911492148123,-0.0489554203879738,0.000257802248173136,0.0166498843969348,0.0287911492148123,0.0489554203879738,0.000257802248173136,0.0166498843969348,1
5536,5676,18,0.8109,18.011,0.0287352278994948,0.0109872487989066,0.0174245327680083,0.032726659583528,0.0287352278994948,0.0109872487989066,0.0174245327680083,0.032726659583528,1
1537,1540,323,1,0.019,0.0284115505348493,0.117875822161345,0.0290612826367585,0.0294633508345149,0.0284115505348493,0.117875822161345,0.0290612826367585,0.0294633508345149,1
9432,10129,557,0.759,-28.031,0.0283524929914423,0.018042720524536,0.0428420769723068,0.0362437927240676,0.0283524929914423,0.018042720524536,0.0428420769723068,0.0362437927240676,1
1578,2051,82,0.9152,-0.058,0.0280919504537316,0.173476889950234,0.00109084418992972,0.0167144507628162,0.0280919504537316,0.173476889950234,0.00109084418992972,0.0167144507628162,1
4840,5022,388,0.7018,0,0.0279284080745602,0.00294292831824078,0.0171998731787195,0.0127606728774234,0.0279284080745602,0.00294292831824078,0.0171998731787195,0.0127606728774234,1
5834,6132,9,0.9575,-72.021,0.0277667664355144,-0.0533376706414153,0.00350663834208176,0.0152771019597052,0.0277667664355144,0.0533376706414153,0.00350663834208176,0.0152771019597052,1
4883,5767,282,0.9304,-28.031,0.0273868231802299,0.0435419835331174,-0.0207177705457071,0.0169073891868908,0.0273868231802299,0.0435419835331174,0.0207177705457071,0.0169073891868908,1
927,1400,101,0.9117,-2.016,0.0273580443126487,0.0284812804395907,0.0150108272126737,0.0204214561743947,0.0273580443126487,0.0284812804395907,0.0150108272126737,0.0204214561743947,1
7705,8537,132,0.9787,-28.031,0.026760825407909,0.00724978047553215,0.00703762454377302,0.00918625785460289,0.026760825407909,0.00724978047553215,0.00703762454377302,0.00918625785460289,1
9556,11707,18,0.9235,0,0.0264903790933098,0.158006769411388,0.124568595336784,0.0636931257484281,0.0264903790933098,0.158006769411388,0.124568595336784,0.0636931257484281,1
7550,11800,18,0.775,40.031,0.0264677046675184,-0.0926987703676584,-0.0420551845807702,0.000559295765412082,0.0264677046675184,0.0926987703676584,0.0420551845807702,0.000559295765412082,1
7795,7865,63,0.9048,0,0.026286985814815,0.0678372315924796,0.0553944939131986,0.0380870180425569,0.026286985814815,0.0678372315924796,0.0553944939131986,0.0380870180425569,1
4257,8038,9,0.9701,-22.122,0.0261471845271545,0.086513232826268,0.0411194445963524,0.0345280458259789,0.0261471845271545,0.086513232826268,0.0411194445963524,0.0345280458259789,1
285,358,82,0.9055,-17.026,0.026092318602906,-0.0699085974426317,0.0765222864907431,0.0624208716028299,0.026092318602906,0.0699085974426317,0.0765222864907431,0.0624208716028299,1
7705,9047,132,0.9772,-42.047,0.025903550095908,0.0313446709688349,0.0137926086597992,0.0108946949207926,0.025903550095908,0.0313446709688349,0.0137926086597992,0.0108946949207926,1
4764,4783,26,0.8351,0,0.0258532538373243,0.0789830556539081,0.00941931845259703,0.0161680530899008,0.0258532538373243,0.0789830556539081,0.00941931845259703,0.0161680530899008,1
7947,8701,63,0.8848,-28.032,0.0258437791436477,0.115737566877246,0.0147712750786936,0.0246173798178601,0.0258437791436477,0.115737566877246,0.0147712750786936,0.0246173798178601,1
6640,6794,74,0.8607,220.131,0.0258076733917349,0.133603097334807,-0.0352934429273485,-0.00717207115095247,0.0258076733917349,0.133603097334807,0.0352934429273485,0.00717207115095247,1
8882,9128,3,0.9349,-28.032,0.0255942313424732,0.0134638780259883,-0.0287600580928524,0.0272584098593538,0.0255942313424732,0.0134638780259883,0.0287600580928524,0.0272584098593538,1
7583,7844,204,0.7474,-14.016,0.0254654654364047,-0.0879624419932547,-0.0424227493438915,0.011391085356871,0.0254654654364047,0.0879624419932547,0.0424227493438915,0.011391085356871,1
7441,8134,3,0.8783,-28.029,0.0254471650767384,0.0569625608791814,0.18938305562627,0.0743187868842458,0.0254471650767384,0.0569625608791814,0.18938305562627,0.0743187868842458,1
831,885,163,0.9778,-0.036,0.0254135628261411,0.0471235730909591,0.0144848571275153,0.0195632336703845,0.0254135628261411,0.0471235730909591,0.0144848571275153,0.0195632336703845,1
7341,9131,63,0.869,-10.022,0.0252304547798981,0.0507484633287252,0.198974241204239,0.10848210969446,0.0252304547798981,0.0507484633287252,0.198974241204239,0.10848210969446,1
4879,5866,26,0.8613,-23.016,0.0252074580076317,-0.0367667438401989,0.108856518660739,0.0563274765743624,0.0252074580076317,0.0367667438401989,0.108856518660739,0.0563274765743624,1
7138,7281,18,0.8061,-28.03,0.0251841785397632,-0.116346073662885,-0.021461687455084,0.00313790398235493,0.0251841785397632,0.116346073662885,0.021461687455084,0.00313790398235493,1
5298,5587,141,0.9457,0,0.024888859607663,-0.0208741430361716,-0.00848770012815745,-0.000455669552836272,0.024888859607663,0.0208741430361716,0.00848770012815745,0.000455669552836272,1
7640,7993,154,0.7975,0,0.0247636448002988,0.00398789517014181,0.0112356096708456,0.017392982838295,0.0247636448002988,0.00398789517014181,0.0112356096708456,0.017392982838295,1
298,326,82,0.9098,-33.984,0.0246459062405952,0.0300348048272047,-0.00686782851332597,0.00817716504492977,0.0246459062405952,0.0300348048272047,0.00686782851332597,0.00817716504492977,1
8146,8850,63,0.9262,-28.032,0.0246212683647039,0.0227850243516726,-0.0273388911013137,0.00400239930511284,0.0246212683647039,0.0227850243516726,0.0273388911013137,0.00400239930511284,1
616,1225,37,0.9931,-14.016,0.0245123737350017,-0.0163598496799544,0.00444454308386373,0.0146814889785671,0.0245123737350017,0.0163598496799544,0.00444454308386373,0.0146814889785671,1
7844,8088,204,0.76,-14.013,0.0244874314709143,0.0721618584212089,0.0833439840363459,0.0483145463733051,0.0244874314709143,0.0721618584212089,0.0833439840363459,0.0483145463733051,1
10316,11197,23,0.9074,-74.018,0.0243907815024746,0.411471500753234,0.0681306313055021,0.0426590250138569,0.0243907815024746,0.411471500753234,0.0681306313055021,0.0426590250138569,1
2195,2842,110,0.9633,-16.031,0.0243700182509016,0.0341775365275088,0.00941357026399782,0.0161033824569946,0.0243700182509016,0.0341775365275088,0.00941357026399782,0.0161033824569946,1
5602,5767,282,0.9867,0,0.0241814492853377,0.0458071754054079,0.0278866011477798,0.0180499586749146,0.0241814492853377,0.0458071754054079,0.0278866011477798,0.0180499586749146,1
778,935,101,0.8502,-1.995,0.0239068907680674,-0.0367667438401989,0.025261997179553,0.0156328981904084,0.0239068907680674,0.0367667438401989,0.025261997179553,0.0156328981904084,1
10803,11312,23,0.8909,148.038,0.0234311730415973,-0.288069314110077,0.0260518638857296,0.0273406799248755,0.0234311730415973,0.288069314110077,0.0260518638857296,0.0273406799248755,1
4462,5921,282,0.9274,-42.047,0.0233085212638298,-0.0124667883316766,0.205040836057613,0.0715372044432127,0.0233085212638298,0.0124667883316766,0.205040836057613,0.0715372044432127,1
7467,11797,18,0.8618,-14.016,0.0231678711389003,0.0453793215524861,0.0570967246332025,0.0396099831590243,0.0231678711389003,0.0453793215524861,0.0570967246332025,0.0396099831590243,1
5536,5537,18,0.816,18.011,0.0231429213828925,0.00867414378861048,0.0186439457086565,0.0316232978239155,0.0231429213828925,0.00867414378861048,0.0186439457086565,0.0316232978239155,1
1146,3012,12,0.7973,-78.047,0.0230697394872738,0.182242832308771,0.134091146607475,0.0743192955604143,0.0230697394872738,0.182242832308771,0.134091146607475,0.0743192955604143,1
1351,1865,108,0.8323,-0.984,0.0230650115918103,0.0374025635090483,0.0177710089513227,0.0224202730397105,0.0230650115918103,0.0374025635090483,0.0177710089513227,0.0224202730397105,1
7102,7844,204,0.9132,-28.032,0.0229821996713623,-0.00512082785261334,0.0405088307871354,0.037684804713167,0.0229821996713623,0.00512082785261334,0.0405088307871354,0.037684804713167,1
7766,8042,3,0.8978,-14.015,0.0229019967781941,0.127139409830112,0.0977117339367574,0.0435254764660438,0.0229019967781941,0.127139409830112,0.0977117339367574,0.0435254764660438,1
1810,3249,69,0.719,-398.195,0.0227686597158137,-0.0416262050067894,0.00209069312212784,0.0150218798401084,0.0227686597158137,0.0416262050067894,0.00209069312212784,0.0150218798401084,1
3906,4500,26,0.8342,-28.031,0.0227581683164867,-0.113126488948534,-0.00744887964667507,0.0063985259745184,0.0227581683164867,0.113126488948534,0.00744887964667507,0.0063985259745184,1
7789,8042,3,0.9328,-14.015,0.0227424995061474,0.0530880806871765,0.097921540596687,0.0388291928143759,0.0227424995061474,0.0530880806871765,0.097921540596687,0.0388291928143759,1
1146,3040,12,0.786,-78.047,0.0227400883023133,0.183279784003502,0.133394617988816,0.0736277809104347,0.0227400883023133,0.183279784003502,0.133394617988816,0.0736277809104347,1
1417,1471,37,0.9985,-0.019,0.0224449796554512,0.200622602004002,-0.0507075325220515,-0.0202833555928089,0.0224449796554512,0.200622602004002,0.0507075325220515,0.0202833555928089,1
6032,6082,26,0.9582,-33.984,0.0221807014565066,-0.00310704877522805,-0.00914818646134807,0.00500652307881422,0.0221807014565066,0.00310704877522805,0.00914818646134807,0.00500652307881422,1
5213,6501,33,0.8695,18.01,0.0219145084876707,0.117495246659262,0.0548869907048526,0.0421068139364512,0.0219145084876707,0.117495246659262,0.0548869907048526,0.0421068139364512,1
4651,5115,92,0.9656,-0.001,0.0214149181208847,0.0907783601360539,0.045667701081481,0.0331625281506303,0.0214149181208847,0.0907783601360539,0.045667701081481,0.0331625281506303,1
4651,5054,92,0.9692,-0.001,0.0214149181208847,0.0907783601360539,0.045667701081481,0.0331625281506303,0.0214149181208847,0.0907783601360539,0.045667701081481,0.0331625281506303,1
4756,5115,92,0.9507,-0.001,0.0214081388149887,0.138669571891725,0.0540163848370319,0.0360840240257416,0.0214081388149887,0.138669571891725,0.0540163848370319,0.0360840240257416,1
4756,5054,92,0.9601,-0.001,0.0214081388149887,0.138669571891725,0.0540163848370319,0.0360840240257416,0.0214081388149887,0.138669571891725,0.0540163848370319,0.0360840240257416,1
9739,10023,179,0.8547,-14.016,0.0213929431865983,0.0832864600910699,0.122997007920466,0.0394016443238591,0.0213929431865983,0.0832864600910699,0.122997007920466,0.0394016443238591,1
4406,6002,282,0.8389,0,0.0210771277432152,0.077676219380702,0.026499338733265,0.0254696459742171,0.0210771277432152,0.077676219380702,0.026499338733265,0.0254696459742171,1
3172,4844,69,0.7597,1.032,0.0210351616256979,0.0293518112227361,0.00446757381253143,0.0104616906390264,0.0210351616256979,0.0293518112227361,0.00446757381253143,0.0104616906390264,1
1061,2773,163,0.7715,-40.031,0.0209299840468903,-0.0186422926513685,0.0254790469675781,0.0247272012158825,0.0209299840468903,0.0186422926513685,0.0254790469675781,0.0247272012158825,1
8134,8852,3,0.9263,-28.033,0.0206598633748277,0.0367667438401989,-0.0784202731587114,0.000940929202779384,0.0206598633748277,0.0367667438401989,0.0784202731587114,0.000940929202779384,1
5027,5238,141,0.7706,0.021,0.0205344483655668,-0.0196284773396636,0.0408861602776687,0.0334794382503428,0.0205344483655668,0.0196284773396636,0.0408861602776687,0.0334794382503428,1
6725,6767,74,0.9528,44.026,0.0200603309658288,0.0719799632927838,0.00152992266218235,0.0113009962375283,0.0200603309658288,0.0719799632927838,0.00152992266218235,0.0113009962375283,1
2075,2488,730,0.8634,0,0.0200078530454113,0.0367667438401989,0.0302315674145872,0.0239443881645563,0.0200078530454113,0.0367667438401989,0.0302315674145872,0.0239443881645563,1
4732,5984,22,0.8308,-28.031,0.0198905144584676,-0.0149095477988117,-0.0610718937153444,-0.0154258487018881,0.0198905144584676,0.0149095477988117,0.0610718937153444,0.0154258487018881,1
10296,11197,23,0.9267,0,0.0198647407905293,-0.00696767100744973,-0.00146377301690781,0.00393937562922284,0.0198647407905293,0.00696767100744973,0.00146377301690781,0.00393937562922284,1
9762,9908,349,0.9074,0,0.0193395897274987,-0.0759812766679525,0.0114316616201841,0.0253501333353522,0.0193395897274987,0.0759812766679525,0.0114316616201841,0.0253501333353522,1
8117,8134,3,0.9293,73.09,0.0192565425434734,0.0901044144816142,0.15723078105488,0.0575437581367771,0.0192565425434734,0.0901044144816142,0.15723078105488,0.0575437581367771,1
778,927,101,0.833,1.004,0.0189577544053489,0.100461243732374,-0.0234497978264956,-0.0165557583897987,0.0189577544053489,0.100461243732374,0.0234497978264956,0.0165557583897987,1
1413,1471,37,0.9937,0.019,0.0189258115337088,0.0996435168090896,-0.010510128307733,0.000473715578813344,0.0189258115337088,0.0996435168090896,0.010510128307733,0.000473715578813344,1
4993,5067,336,0.8667,0,0.0188201181221002,0.0662837072048656,0.0646364260859078,0.0360426918723355,0.0188201181221002,0.0662837072048656,0.0646364260859078,0.0360426918723355,1
102,111,404,0.7561,14.014,0.0187539946396719,0.00258920731269002,0.0103146415345895,0.0161568586542689,0.0187539946396719,0.00258920731269002,0.0103146415345895,0.0161568586542689,1
6733,7169,660,0.8767,-14.016,0.0187227995077096,-0.0724978047553218,0.176938428382991,0.0863109579513031,0.0187227995077096,0.0724978047553218,0.176938428382991,0.0863109579513031,1
3435,3966,141,0.9503,-33.961,0.0187029920887448,-0.0060154633484638,0.017911049466413,0.0137367229650883,0.0187029920887448,0.0060154633484638,0.017911049466413,0.0137367229650883,1
4713,5767,282,0.9785,-28.031,0.0186446278866979,0.0479661426724496,-0.0882212600676151,-0.0146558356733374,0.0186446278866979,0.0479661426724496,0.0882212600676151,0.0146558356733374,1
4651,5763,92,0.9564,15.994,0.0186442808740625,0.0907774898675865,0.130061768738285,0.0736487096451179,0.0186442808740625,0.0907774898675865,0.130061768738285,0.0736487096451179,1
5533,5536,18,0.7755,187.13,0.018642227023436,0.0266502867313259,0.0301719934576916,0.015534050837379,0.018642227023436,0.0266502867313259,0.0301719934576916,0.015534050837379,1
859,923,248,0.7074,0,0.018538614115595,-0.0699085974426318,0.0359018254058948,0.0317993354046588,0.018538614115595,0.0699085974426318,0.0359018254058948,0.0317993354046588,1
1810,2237,69,0.9119,-14.015,0.0183830819452478,-0.00800503942438258,0.0316550732781428,0.0293559897996169,0.0183830819452478,0.00800503942438258,0.0316550732781428,0.0293559897996169,1
217,273,591,0.9964,0,0.0182382883089918,0.0921757803317663,-0.0104535625514555,-0.0107160082380255,0.0182382883089918,0.0921757803317663,0.0104535625514555,0.0107160082380255,1
677,1038,82,0.876,-2.016,0.0181983375518095,0.00379161614716755,0.00773514873843797,0.0137076405044299,0.0181983375518095,0.00379161614716755,0.00773514873843797,0.0137076405044299,1
7094,7154,111,0.9627,88.052,0.0181369083953301,-0.051263005695099,0.0300920193441028,0.0241863941552412,0.0181369083953301,0.051263005695099,0.0300920193441028,0.0241863941552412,1
4580,5767,282,0.9762,-28.031,0.0179495350464834,0.0486990790345799,-0.116283605610237,-0.0215075791329632,0.0179495350464834,0.0486990790345799,0.116283605610237,0.0215075791329632,1
9630,10578,67,0.9313,0,0.017899924805402,0.00071144560079428,-0.00315069389376338,0.00757129836782194,0.017899924805402,0.00071144560079428,0.00315069389376338,0.00757129836782194,1
5528,5594,86,0.8277,0,0.0178889778740126,-0.118060255540228,0.0705225992692463,0.0474260661610007,0.0178889778740126,0.118060255540228,0.0705225992692463,0.0474260661610007,1
10701,11388,67,0.9261,-74.019,0.0178709854582813,0.412782983212175,0.0809021889279111,0.059045125207341,0.0178709854582813,0.412782983212175,0.0809021889279111,0.059045125207341,1
3087,6082,26,0.9068,-84.094,0.017674329134332,-0.0919741445407774,0.0303027114608259,0.00930679576210319,0.017674329134332,0.0919741445407774,0.0303027114608259,0.00930679576210319,1
10200,10997,67,0.8793,0,0.0176266079509629,0.0399808865472984,0.0168690910713319,0.0160745314153121,0.0176266079509629,0.0399808865472984,0.0168690910713319,0.0160745314153121,1
4039,5866,26,0.9365,-56.062,0.017608877073082,-0.0348184427099866,0.130265481822392,0.0530322861983796,0.017608877073082,0.0348184427099866,0.130265481822392,0.0530322861983796,1
4883,5921,282,0.9471,-28.031,0.0175114864478074,0.0303173278311199,-0.0215567630445543,0.010128125569223,0.0175114864478074,0.0303173278311199,0.0215567630445543,0.010128125569223,1
4651,6051,92,0.9611,15.994,0.0174976819313503,0.0674761236425415,0.136160190860906,0.07704256127567,0.0174976819313503,0.0674761236425415,0.136160190860906,0.07704256127567,1
7094,7100,111,0.995,44.026,0.0174748421769868,0.00216620571984383,-0.0440903289919943,-0.00205618840952684,0.0174748421769868,0.00216620571984383,0.0440903289919943,0.00205618840952684,1
4837,5073,267,0.9355,0,0.0174263754399765,-0.018368140448525,-0.0281030867773864,-0.00383888696582513,0.0174263754399765,0.018368140448525,0.0281030867773864,0.00383888696582513,1
4546,6006,388,0.8727,-42.047,0.017315989267793,-0.0995104656402356,-0.0652582863872939,-0.0250387196334207,0.017315989267793,0.0995104656402356,0.0652582863872939,0.0250387196334207,1
924,1400,101,0.8103,-1.012,0.0166682246614723,0.0253742316643626,0.00844172911269735,0.0119116872005451,0.0166682246614723,0.0253742316643626,0.00844172911269735,0.0119116872005451,1
7659,8533,77,0.9519,0,0.0165570633015539,0.0276468488514062,0.0235794447034892,0.0206901719528402,0.0165570633015539,0.0276468488514062,0.0235794447034892,0.0206901719528402,1
4200,5298,141,0.8316,-12,0.0165092710411009,0.199348065995439,0.0176028969043699,0.02339893751992,0.0165092710411009,0.199348065995439,0.0176028969043699,0.02339893751992,1
7613,8539,106,0.8664,-26.017,0.0164606528973562,0.0141286090150603,-0.000188050170385978,0.00759868998795882,0.0164606528973562,0.0141286090150603,0.000188050170385978,0.00759868998795882,1
6479,7477,227,0.9809,-28.031,0.0164403560216259,-0.0380981732319128,-0.0307413241732937,-0.00480227680113143,0.0164403560216259,0.0380981732319128,0.0307413241732937,0.00480227680113143,1
5833,6024,282,0.8733,1.979,0.0163835013556913,-0.0447775908096052,-0.0987704001889512,-0.0329389201190444,0.0163835013556913,0.0447775908096052,0.0987704001889512,0.0329389201190444,1
6868,6886,74,0.894,44.026,0.0162125738146714,-0.00207136585015205,0.00715415589923918,0.0162358144835864,0.0162125738146714,0.00207136585015205,0.00715415589923918,0.0162358144835864,1
5460,6032,26,0.8882,-2.016,0.0160961182285418,-0.0157294573432283,0.0217339209156461,0.0076086217658427,0.0160961182285418,0.0157294573432283,0.0217339209156461,0.0076086217658427,1
4986,5984,22,0.9233,-28.031,0.0160702613712361,-0.0180165965740397,-0.0899187212014791,-0.0207492445675629,0.0160702613712361,0.0180165965740397,0.0899187212014791,0.0207492445675629,1
8644,8883,3,0.8266,-87.105,0.0159692808237709,-0.00880330486314623,-0.159133632208018,-0.0445476372575715,0.0159692808237709,0.00880330486314623,0.159133632208018,0.0445476372575715,1
1799,1804,627,0.7297,115.063,0.01594319406116,0.00664528835195299,0.0360497252884635,0.0270035527265386,0.01594319406116,0.00664528835195299,0.0360497252884635,0.0270035527265386,1
11094,11194,9,0.9507,56.063,0.0158615948520105,0.0533227714013564,-0.0429671577627407,-0.0170782675404745,0.0158615948520105,0.0533227714013564,0.0429671577627407,0.0170782675404745,1
6701,6725,74,0.9582,44.027,0.0156724360533252,0.0668015486674036,-0.00173951074608389,0.00804873886267327,0.0156724360533252,0.0668015486674036,0.00173951074608389,0.00804873886267327,1
4276,5298,141,0.836,-12,0.0156602381603239,0.195173237388205,0.0172762477562465,0.0227488907324018,0.0156602381603239,0.195173237388205,0.0172762477562465,0.0227488907324018,1
666,1930,82,0.8743,15.995,0.0155721445815003,-0.158459487536632,0.00132947077845583,0.00670826775925269,0.0155721445815003,0.158459487536632,0.00132947077845583,0.00670826775925269,1
3732,4016,12,0.9101,-14.015,0.0153395105426766,-0.0373100165725943,-0.0205634833205355,0.000219818547925521,0.0153395105426766,0.0373100165725943,0.0205634833205355,0.000219818547925521,1
5231,5435,33,0.9323,1.003,0.0152849566727777,0.0134630115966927,0.0229271413366263,0.0198396067074814,0.0152849566727777,0.0134630115966927,0.0229271413366263,0.0198396067074814,1
11885,11890,16,0.9216,17.966,0.0151682153216257,-0.000736461841618796,0.0498437195200258,0.0344215507121913,0.0151682153216257,0.000736461841618796,0.0498437195200258,0.0344215507121913,1
7963,8218,243,0.8855,0.002,0.0149388717633401,0.0116013272821366,-0.0555047196728826,-0.0149801753386823,0.0149388717633401,0.0116013272821366,0.0555047196728826,0.0149801753386823,1
8933,9047,132,0.9934,0,0.0148141188196335,0.00569588952167766,0.00397022080060357,0.0117817776885726,0.0148141188196335,0.00569588952167766,0.00397022080060357,0.0117817776885726,1
7613,11459,106,0.8468,0,0.0147374103250142,0.00910493402019502,0.0173325830115098,0.0151749324679957,0.0147374103250142,0.00910493402019502,0.0173325830115098,0.0151749324679957,1
10803,11197,23,0.911,0.999,0.0146739017200395,-0.0105248990114212,-0.00144695171517212,0.00286088455722644,0.0146739017200395,0.0105248990114212,0.00144695171517212,0.00286088455722644,1
8537,8714,132,0.9814,0,0.0146461249720145,0.0310704877522808,-0.0252012162730083,-0.0207110196340135,0.0146461249720145,0.0310704877522808,0.0252012162730083,0.0207110196340135,1
11797,11800,18,0.7997,28.032,0.0145738252375129,-0.0359470180052615,-0.0133906612680832,0.00546441588369634,0.0145738252375129,0.0359470180052615,0.0133906612680832,0.00546441588369634,1
7503,7826,106,0.9117,0,0.0143668280214877,0.0227497217402918,0.0201698751661347,0.0173373202830514,0.0143668280214877,0.0227497217402918,0.0201698751661347,0.0173373202830514,1
5602,5921,282,0.954,0,0.0143061125529153,0.0325825197034104,0.0270476086489326,0.0112706950572468,0.0143061125529153,0.0325825197034104,0.0270476086489326,0.0112706950572468,1
7843,7845,3,0.7961,-73.088,0.014162662942733,0.0777247125069114,0.0399230482170494,0.0244745327518749,0.014162662942733,0.0777247125069114,0.0399230482170494,0.0244745327518749,1
4187,4601,173,0.8453,15.994,0.0141608639137987,-0.0808078623043188,0.0342258725567783,0.0192770696499421,0.0141608639137987,0.0808078623043188,0.0342258725567783,0.0192770696499421,1
402,495,440,0.7651,0,0.0138665852085339,-0.0608279746882277,0.0539052307929507,0.0344412317790949,0.0138665852085339,0.0608279746882277,0.0539052307929507,0.0344412317790949,1
4636,5131,141,0.8795,-1.012,0.0137602955727709,0.00887151079037295,0.00500757885318927,0.00827281916916369,0.0137602955727709,0.00887151079037295,0.00500757885318927,0.00827281916916369,1
981,982,163,0.805,27.995,0.0135258576903913,-0.00310704877522811,0.0251764480001187,0.0218529013961787,0.0135258576903913,0.00310704877522811,0.0251764480001187,0.0218529013961787,1
7659,8116,77,0.9628,0,0.0133782925908449,0.0274014759720675,0.0180606665169795,0.0173865932603837,0.0133782925908449,0.0274014759720675,0.0180606665169795,0.0173865932603837,1
5066,5086,9,0.9793,0,0.013368415873421,0.00120427748285606,0.00688613244090747,0.0107511102190152,0.013368415873421,0.00120427748285606,0.00688613244090747,0.0107511102190152,1
2490,2842,110,0.9922,-14.016,0.0132390298390823,0.038320268227813,0.00423741703421399,0.00875326269324206,0.0132390298390823,0.038320268227813,0.00423741703421399,0.00875326269324206,1
4634,5131,141,0.9792,-2.016,0.0131854514439823,0.0143201470404719,0.00557039232734438,0.00818544489289629,0.0131854514439823,0.0143201470404719,0.00557039232734438,0.00818544489289629,1
