"row ID","row m/z","row retention time","row ion mobility","row ion mobility unit","row CCS","correlation group ID","annotation network number","best ion","auto MS2 verify","identified by n=","partners","neutral M mass","t0_BS_1.mzML Peak area","t0_BS_2.mzML Peak area","t0_BS_3.mzML Peak area","t0_BS_C.mzML Peak area","t1_BS_1.mzML Peak area","t1_BS_2.mzML Peak area","t1_BS_3.mzML Peak area","t1_BS_C.mzML Peak area","t2_BS_1.mzML Peak area","t2_BS_2.mzML Peak area","t2_BS_3.mzML Peak area","t2_BS_C.mzML Peak area","t3_BS_1.mzML Peak area","t3_BS_2.mzML Peak area","t3_BS_3.mzML Peak area","t3_BS_C.mzML Peak area","t4_BS_1.mzML Peak area","t4_BS_2.mzML Peak area","t4_BS_3.mzML Peak area","t4_BS_C.mzML Peak area","t5_BS_1.mzML Peak area","t5_BS_2.mzML Peak area","t5_BS_3.mzML Peak area","t5_BS_C.mzML Peak area","t6_BS_1.mzML Peak area","t6_BS_2.mzML Peak area","t6_BS_3.mzML Peak area","t6_BS_C.mzML Peak area","t7_BS_1.mzML Peak area","t7_BS_2.mzML Peak area","t7_BS_3.mzML Peak area","t7_BS_C.mzML Peak area","t8_BS_1.mzML Peak area","t8_BS_2.mzML Peak area","t8_BS_3.mzML Peak area","t8_BS_C.mzML Peak area","t9_BS_1.mzML Peak area","t9_BS_2.mzML Peak area","t9_BS_3.mzML Peak area","t9_BS_C.mzML Peak area"
811,158.1175715,1.8233999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
812,225.1215679,1.8094175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
813,455.2133013,1.805641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,10083.442,3766,3766,3766,3766,3766,3766,17257.531,3766,3766,3766,12068.677,3766,3766,3766,3766,14885.839,3766,3766,3766,9213.041,3766,3766,35219.355,3766,3766,3766,3766,26953.504,3766,14639.763,19839.91,30490.799,33402.07
814,401.2937105,1.8165623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
815,403.290752,1.8166844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
817,276.2280646,1.8195387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
818,203.1388863,1.8146058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
819,296.1968267,1.8181828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5527.215,11227.74,3766,36204.754,58506.383,62380.38,3766
820,405.2874345,1.809506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
821,327.1337561,1.823672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47279.734,29786.186,47269.3,3766,55992.297,58572.19,56893.906,3766,61596.13,58083.69,58373.35,3766,57272.695,64995.906,57426.402,58224.492,56883.99,56254.05,57801.49,61147.918,52859.562,58185.59,55734.77,61399.984,61393.32,61329.668,67874.97,64578.836,54043.984,55485.234,57852.29,37052.203,56970.42,61759.516,62540.043,61096.97,57151.707,95173.83,63820.19,61363.97
823,160.0756506,1.825175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26450.559,26170.662,28546.322,3766,30738.566,34084.473,30272.418,3766,34323.492,33831.7,35005.24,3766,32692.43,48621.09,37157.59,34480.99,35692.418,36848.992,36350.004,36886.42,34264.47,44408.473,37494.1,34837.434,46133.355,45860.008,44546.508,39641.336,46789.535,57189.42,53008.918,46085.83,80472.016,89318.9,71173.45,77434.01,114093.96,192975.22,125672.555,97812.945
824,178.0862945,1.8271604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27434.434,29772.799,29040.861,3766,33523.793,36732.1,33720.082,3766,38414.92,37703.68,37754.344,3766,37758.387,47051.195,37684.934,38105,38231.32,38600.598,37915.83,37323.64,37071.273,40767.164,36961.668,37821.367,39929.74,43092.29,47682.87,40733.457,46572.043,51861.39,53236.066,45093.195,72835.88,88509.805,76394.27,67446.2,112956.04,192964.81,121587.734,96495.64
825,185.1436069,1.8502084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
827,243.1338908,1.7933999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111483.19,41968.76,112278.96,3766,84076.62,34615.87,82865.41,3766,90650.82,87945.195,35063.184,3766,82480.64,89419.875,27973.488,24250.336,74561.05,52830.12,75689.57,25531.604,43405.082,42101.895,29616.572,24076.01,114920.79,124407.305,164050.06,36640.816,14885.648,11255.103,10261.497,9281.744,10739.535,10436.568,17941.643,8261.408,19331.281,31521.262,6894.264,12581.012
830,264.2069246,1.8554033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
831,157.0971594,1.8488903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57415.53,62087.062,62545.254,3766,69983.37,73165.1,70934.35,3766,75009.414,74184.336,74280.4,3766,76322.1,89049.46,76576.61,78948.36,74471.59,74082.39,77086.695,82396.61,74522.47,80332.68,77158.57,77887.805,78937.59,82282.68,92013.62,81889.23,70121.92,71052.695,74633.63,74964.4,77498.24,85787.66,80767.305,80967.32,82718.1,124844.5,91171.63,86023.234
832,288.1916529,1.8604395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,4553.0273,4205.1523,3766,3766,3766,10551.159,3766,9237.252,3766,3766,3766,3766,27047.95,3766,3766,3766,4002.466,3766,3766,3964.397,3766,11589.033,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
834,284.1305522,1.8519005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
835,255.1316642,1.8516872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
836,153.1021584,1.8357646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
839,219.1127767,1.8664811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20229.223,21671.482,21409.754,3766,21830.508,22056.53,22110.127,3766,23556.295,22772.287,22916.348,3766,23008.568,25119.549,23208.645,23894.043,22385.512,21830.809,22875.53,24139.984,6207.742,23563.416,21786.053,24122.871,22195.934,25218.246,27427.576,23778.58,22959.043,24060.18,25451.16,22834.201,27395.328,28035.982,27189.816,28211.57,32523.537,53100.984,36561.53,35144.992
842,571.3079874,1.8761837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
844,245.1282848,1.8661772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
846,382.6859167,1.8674744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
847,273.1263219,1.8895209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
849,384.5362073,1.8245592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
850,309.0383406,1.9204658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41811.707,42970.395,43661.492,3766,42785.824,45686.324,42881.98,3766,43744.83,29775.475,44073.023,3766,40461.156,45023.33,42076.707,42855.215,25419.666,40985.336,19554.875,20657.879,22927.393,24604.754,12995.859,39906.06,38582.14,38681.83,19013.662,17783.857,29882.592,20851.605,33559.156,34843.43,25163.6,9602.94,19691.379,24847.809,31994.21,27713.22,23821.734,16576.578
851,181.0781163,1.9212003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42867.68,25208.693,25619.389,3766,50066.273,21996.004,29957.393,3766,50061.28,35601.516,36719.816,3766,27963.73,57660.38,50907.812,20571.074,23649.678,23089.4,24576.13,19955.418,27062.574,25919.586,6862.253,19871.26,30592.814,43570.87,33279.008,13419.785,29019.71,27552.54,29143.3,41096.727,22892.188,34707.1,52006.727,30102.117,52104.43,49640.75,24554.244,21156.953
854,576.3010385,1.8445814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
855,226.0974238,1.9344019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61102.32,56770.35,55496.56,3766,37046.598,40303.38,29424.709,3766,40137.676,35473.566,38232.543,3766,14854.551,40655.18,29352.172,31066.502,31485.857,36576.266,21756.178,24259.947,18560.998,18366.28,16841.928,15849.889,11064.822,13977.602,11866.728,5652.8145,17823.195,14618.448,10476.4375,10877.166,20113.133,20592.402,6963.9727,16053.465,18009.965,26412.754,19965.805,8443.103
856,313.0524743,1.915353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13993.859,18079.766,25988.424,3766,3863.417,12960.191,21159.65,3766,15040.081,15848.9375,30590.299,3766,14275.522,32933.89,13694.52,13979.401,11761.817,7625.5005,31028.182,22707.523,14239.953,10462.159,16055.683,16221.563,15566.926,12753.482,13711.38,15140.149,15334.897,22563.127,8899.605,27335.785,15456.1,19994.709,28074.068,12177.717,13507.082,38350.293,5067.449,15217.019
858,284.1398448,1.9003855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
859,337.0331803,1.9214884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46572.434,33601.457,24542.285,3766,48158.31,50260.26,49720.22,3766,39228.562,48250.023,26197.98,3766,48833.49,31659.885,47309.926,49547.758,48171.547,46619.723,46014.996,38488.598,46278.74,46141.137,30062.012,46047.137,42732.57,16591.277,22931.637,29075.52,34449.055,30973.049,15918.018,32462.242,37140.97,37524.81,21693.55,41073.664,16152.948,33035.688,16957.332,38291.637
860,306.12339,1.8891987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20307.04,21562.006,24745.518,3766,14646.352,15628.197,20201.297,3766,26457.701,24394.986,21866.117,3766,23669.768,27383.855,17952.121,21113.354,3766,22633.775,18353.287,17122.682,11916.24,15940.749,15870.496,15333.275,16630.936,19655.246,18870.568,15056.05,12086.244,16038.842,10827.518,15129.838,17489.623,21466.025,12988.313,17677.713,17332.455,30581.87,19441.17,16956.645
862,258.1235005,1.8925812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41183.656,42099.926,44366.848,3766,44069.28,46653.645,44248.93,3766,47724.23,46779.992,47102.227,3766,46875.676,50794.363,47170.016,47676.812,45796.477,43604.11,46805.465,48875.848,43055.363,45868.293,46108.71,46015.98,44563.266,49829.902,51167.684,48994.91,37847.74,43204.242,44052.758,47755.26,40306.953,43217.63,42710.46,43500.984,31371.361,54754.21,36115.055,32246.596
863,235.1439809,1.9014478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
865,657.2731573,1.8814458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
867,303.133732,1.8985573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46910.02,37084.535,43378.234,3766,57129.695,58292.83,56229.91,3766,60074.836,53039.99,58538.355,3766,59731.25,66014.93,58481.496,61211.277,56860.47,59023.395,56674.883,62154.418,51724.848,47222.617,55417.742,58152.984,43171.836,43362.48,50977.266,52577.5,68115.45,72434.25,71991.3,77743.73,72782.3,72630.95,74640.414,81183.44,55948.004,116022.15,76632.61,72249.95
868,269.1314581,1.893272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
870,215.0983572,1.9014004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
872,524.3078194,1.8979334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
874,181.1117808,1.9210038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
875,239.1175554,1.8953722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8921.467,11135.892,8928.603,3766,8296.54,10009.562,13149.179,3766,12392.858,8420.803,11033.202,3766,13312.233,15856.795,12785.951,12932.9,11710.814,9264.357,10011.442,7539.9277,8521.719,11496.238,8007.103,10870.669,12227.662,9903.341,11817.137,9629.384,10427.06,14631.619,11299.18,14049.898,12557.891,9881.249,13164.696,12425.111,11408.411,19416.477,16624.238,13527.761
876,491.1494355,1.9004023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
878,328.1206154,1.8987945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,4094.6152,3766,3766,3766,3766,3766,3766,3766,3766,3766,5008.3354,3766,3766,3766,5107.0977,3766,3766,3766,3766,4435.708,11550.569,7311.727,8139.2046,4603.4224,13814.461,16232.32,53319.35,55959.395,64012.773,26688.795,46496.203,38425.195,36638.33,22481.54,31977.473,66158.31,41555.656,29112.006
879,174.0549522,1.903661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154283.28,160458.47,165420.61,3766,133730.42,132031.95,125284.27,3766,125596.1,122130.47,121527.5,3766,114148.57,129092.13,101940.91,106657.75,94129.484,98589.234,79475.516,88229.34,71689.62,80211.414,53944.375,67054.8,54826.266,58311.793,28678.875,38374.133,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
880,163.5458135,1.9182878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
882,215.1172247,1.905775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
883,181.1117884,1.9170326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
884,185.1283549,1.9066341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3005038.2,3412293.8,3272913.2,3766,3049323.8,3154517,3092213,3766,3266293,3280256,3321213.5,3766,3266758.8,3557506.2,3310709.5,3434224,3286953.2,3251616.2,3382129.8,3490078,3251341.8,3382901,3409916.2,3457749.2,3395742.2,3535911.2,3727850.8,3621317.5,3047564.5,3200901.2,3379525.5,3400731.2,3368494.8,3575265.2,3598048,3669100.8,3643138.5,5480658.5,4051932,3825564.5
885,157.1335256,1.9068604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45074.793,48570.8,49336.934,3766,43397.1,45879.72,44246.28,3766,46349.04,47153.746,46977.938,3766,47936.047,52440.273,47458.816,49481.85,47081.95,47641.836,46400.027,49007.926,46434.047,50477.117,48662.27,50032.676,48196.035,50313.645,53253.18,51012.36,43966.65,46012.254,49215.254,48289.902,50195.18,51770.227,50835.93,53236.836,52292.4,76048.57,57663.26,56742.7
888,185.108883,1.9026588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
889,185.147868,1.9024765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
890,291.1134358,1.8982589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
893,181.0821414,1.9182731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22371.883,44942.33,17848.164,3766,22660.01,24829.695,27809.379,3766,16261.726,10813.25,11908.902,3766,6440.6055,50108.633,13583.99,19656.27,8720.0205,21468.273,3766,24979.84,6614.707,6446.81,16621.303,13149.709,3766,4042.289,4287.672,10022.26,3766,11618.435,23229.822,18644.846,11211.686,4131.262,25132.51,25877.475,22821.344,20518.857,27507.223,4526.9214
894,519.1210837,1.9235979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
895,185.1435794,1.8986621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
896,326.0791371,1.8881387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12525.479,16030.829,17767.477,3766,6949.952,5574.785,3766,3766,5219.495,4959.466,3766,3766,3766,13807.563,4504.323,3766,4815.3213,12357.766,3766,14556.199,3766,3766,3766,3766,5329.3813,12004.344,6822.1016,3766,4475.639,3766,4032.3665,3766,4036.6675,3766,3766,4751.779,3766,6086.0107,5544.45,4777.3438
897,479.1751522,1.910605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
898,344.2276595,1.9496992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
899,279.181334,1.9134604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
905,163.5458085,1.9192858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
907,301.1180385,1.9886345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
908,313.0524697,1.9207469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23440.117,25379.535,25062.309,3766,27943.19,29162.645,28941.309,3766,29829.152,29668.008,30102.883,3766,30196.756,32292.07,29297.74,31836.64,19558.668,28404.008,30772.299,31111.047,28398.596,31845.596,15345.766,16824.037,31241.258,16843.805,18808.715,32695.836,26528.104,28670.357,31274.93,29808.877,29036.756,29600.783,31399.092,30509.133,27617.375,37434.605,29681.621,13021.481
911,251.08229,1.9213799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102418.66,116044.66,121245.49,3766,149379.5,154279.62,159412.66,3766,172527.45,181231.28,181426.61,3766,181004.12,193380.9,186596.7,202412.27,210033.62,201870.77,220031.1,217132.73,233506.11,233134.48,235507.62,243955.52,263612.88,260324.84,285264.94,273863.97,189340.75,199348.64,208534.22,205941.89,210902.47,209984.66,214367.11,210340.33,209540.58,282011.4,227351,211556.11
912,511.1132525,1.9226671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
914,181.1159378,1.921768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
915,329.0249518,1.9220737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45681.83,60186.938,63631.727,3766,49245.527,52409.266,49233.77,3766,52549.887,49187.78,52394.234,3766,52387.63,57565.08,54162.56,52315.14,54244.375,53873.418,50353.758,55749.004,53119.074,54102.5,54484.43,53632.53,51880.293,53074.67,60400.945,55826.438,43670.52,43749.492,46376.434,48016.543,46981.86,51444.65,52322.805,51031.508,46605.83,66731.25,51061.984,49517.66
918,167.1178925,1.9807323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,8445.147,3766,3766,12265.03,21815.531,23229.682,3766,30456.523,9476.531,13902.318,3766,11215.467,18465.244,19385.09,13039.903,20874.95,3766,20846.953,3766,32344.639,34195.06,23929.148,7813.2363,3766,10026.856,13095.019,3766,13111.09,15373.975,15546.053,10277.004,27242.94,14658.436,18228.766,7068.9297,5251.1816,40469.06,19209.932,7231.4985
