"row ID","row m/z","row retention time","row ion mobility","row ion mobility unit","row CCS","correlation group ID","annotation network number","best ion","auto MS2 verify","identified by n=","partners","neutral M mass","t0_BS_1.mzML Peak area","t0_BS_2.mzML Peak area","t0_BS_3.mzML Peak area","t0_BS_C.mzML Peak area","t0_Ec_1.mzML Peak area","t0_Ec_2.mzML Peak area","t0_Ec_3.mzML Peak area","t0_Ec_C.mzML Peak area","t1_BS_1.mzML Peak area","t1_BS_2.mzML Peak area","t1_BS_3.mzML Peak area","t1_BS_C.mzML Peak area","t1_Ec_1.mzML Peak area","t1_Ec_2.mzML Peak area","t1_Ec_3.mzML Peak area","t1_Ec_C.mzML Peak area","t2_BS_1.mzML Peak area","t2_BS_2.mzML Peak area","t2_BS_3.mzML Peak area","t2_BS_C.mzML Peak area","t2_Ec_1.mzML Peak area","t2_Ec_2.mzML Peak area","t2_Ec_3.mzML Peak area","t2_Ec_C.mzML Peak area","t3_BS_1.mzML Peak area","t3_BS_2.mzML Peak area","t3_BS_3.mzML Peak area","t3_BS_C.mzML Peak area","t3_Ec_1.mzML Peak area","t3_Ec_2.mzML Peak area","t3_Ec_3.mzML Peak area","t3_Ec_C.mzML Peak area","t4_BS_1.mzML Peak area","t4_BS_2.mzML Peak area","t4_BS_3.mzML Peak area","t4_BS_C.mzML Peak area","t4_Ec_1.mzML Peak area","t4_Ec_2.mzML Peak area","t4_Ec_3.mzML Peak area","t4_Ec_C.mzML Peak area","t5_BS_1.mzML Peak area","t5_BS_2.mzML Peak area","t5_BS_3.mzML Peak area","t5_BS_C.mzML Peak area","t5_Ec_1.mzML Peak area","t5_Ec_2.mzML Peak area","t5_Ec_3.mzML Peak area","t5_Ec_C.mzML Peak area","t6_BS_1.mzML Peak area","t6_BS_2.mzML Peak area","t6_BS_3.mzML Peak area","t6_BS_C.mzML Peak area","t6_Ec_1.mzML Peak area","t6_Ec_2.mzML Peak area","t6_Ec_3.mzML Peak area","t6_Ec_C.mzML Peak area","t7_BS_1.mzML Peak area","t7_BS_2.mzML Peak area","t7_BS_3.mzML Peak area","t7_BS_C.mzML Peak area","t7_Ec_1.mzML Peak area","t7_Ec_2.mzML Peak area","t7_Ec_3.mzML Peak area","t7_Ec_C.mzML Peak area","t8_BS_1.mzML Peak area","t8_BS_2.mzML Peak area","t8_BS_3.mzML Peak area","t8_BS_C.mzML Peak area","t8_Ec_1.mzML Peak area","t8_Ec_2.mzML Peak area","t8_Ec_3.mzML Peak area","t8_Ec_C.mzML Peak area","t9_BS_1.mzML Peak area","t9_BS_2.mzML Peak area","t9_BS_3.mzML Peak area","t9_BS_C.mzML Peak area","t9_Ec_1.mzML Peak area","t9_Ec_2.mzML Peak area","t9_Ec_3.mzML Peak area","t9_Ec_C.mzML Peak area"
4313,520.2902403,4.52319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183436.05,173432.53,178564.66,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4315,464.227718,4.542852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13358.082,15520.25,15535.873,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4316,306.1367347,4.544004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,30323.541,31906.11,32179.28,3766,24069.168,20056.53,3766,3766,29171.31,28486.111,30265.248,3766,22120.736,25893.93,22986.543,3766,27606.52,35087.51,29152.596,3766,9583.883,8890.647,19414.418,3766,26863.33,24918.326,28292.62,3766,18218.758,21587.076,21577.63,3766,26143.36,24617.688,27633.113,3766,19452.846,23280.07,22278.63,3766,28786.39,26413.834,33967.36,3766,18390.945,17530.973,17433.994,3766,22434.107,23209.498,23973.074,3766,15721.182,19298.58,15408.655,3766,25142.951,25916.76,25349.428,3766,16649.795,20596.12,18666.857,3766,27566.186,42927.734,30994.121,3766,17890.164,21619.982,19396.85,3766
4317,381.1557395,4.5457344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40424.535,37935.816,38370.7,3766,23232.479,18329.926,19349.963,3766,40513.137,38707.715,41505.02,3766,19069.086,19029.932,22937.463,3766,42200.83,41538.156,41541.316,3766,15906.181,15571.809,13598.575,3766,37410.945,44701.457,40400.703,38814.508,6799.494,4164.553,6917.0996,12361.59,36640.527,36537.176,36421.02,35767.84,8329.367,6437.45,7519.763,8564.675,34315.21,36121.363,36930.12,33573.363,5669.133,6240.806,6930.473,6815.355,40407.875,37580.613,44879.098,40825.26,5317.6636,3766,3967.1238,5146.9995,14902.253,14785.853,12212.6455,8665.834,3766,3766,3766,3766,11785.231,12892.275,9335.241,6631.848,3766,3766,3766,3766,5079.046,9056.351,4494.158,3766,3766,3766,3766,3766
4318,475.2051359,4.537143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4319,337.2847025,4.5458455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7943.7803,21413.049,25918.754,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4320,502.2792171,4.548313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33692.848,28092.986,23421.688,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4322,395.3263751,4.5502133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28864.285,34544.53,41522.5,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4323,377.1935753,4.55468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,9620.027,10241.25,10774.749,3766,13144.699,13950.224,9829.077,3766,11976.138,11136.609,10640.153,3766,12793.68,14896.804,15006.9795,3766,16236.072,17947.113,16381.744,3766,14115.142,10825.684,12599.451,11704.311,7175.206,6345.2705,11628.305,13359.541,13784.634,13963.852,17426.166,12231.022,12926.656,14042.123,13288.675,12128.397,11151.206,12558.796,14266.003,12732.673,10199.861,13048.331,11888.502,9543.066,9599.455,12048.38,14321.8,13910.686,11793.612,7764.5747,8193.536,11944.044,3766,3766,3766,4254.7544,3766,3766,3766,3766,3774.7805,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4324,379.1839585,4.5511413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4325,428.3007519,4.5508313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,8292.37,7611.9966,7037.777,3766,6960.9395,5471.2607,4718.9844,3766,5222.863,4276.7095,4120.8765,3766,3840.8643,5214.266,4358.967,3766,5458.7334,5364.7207,5192.213,3766,4138.266,3766,3766,3766,3766,3766,3766,3766,3766,3766,4058.901,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4326,469.1980357,4.5141377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4327,353.1648601,4.561462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4328,256.190563,4.5613856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4329,482.3591184,4.5639033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20473.844,21516.955,13504.799,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4331,236.1068157,4.576044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4332,421.3425341,4.571499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42992.8,32891.375,35682.25,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4333,448.1425907,4.606224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5861.8296,5578.409,4145.9644,3766,3766,3766,3766,3766,24130.44,19380.795,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4826.071,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4334,205.0778188,4.56511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4335,274.1288834,4.5743613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79528.195,53576.71,47509.066,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4336,302.1288561,4.575472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4337,293.128026,4.5744658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,40243.92,47603.113,30928.37,3766,3766,3766,3766,3766,129058.38,109031.79,9793.207,12108.527,3766,3766,3766,3766,18301.39,23542.924,17356.297,13236.789,3766,3766,3766,3766,25622.006,21084.812,19925.93,13340.329,3766,3766,3766,3766,12197.503,6642.3228,6384.2637,14269.646,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4338,410.1863487,4.603711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24005.873,27920.8,17768.578,3766,3766,3766,3766,3766,81757.73,68276.82,12914.685,6776.4546,3766,3766,3766,3766,10909.029,13484.238,9778.673,7537.046,3766,3766,3766,3766,19769.979,13847.439,11557.564,7542.595,3766,3766,3766,3766,6590.999,16521.436,16795.158,7711.663,3766,3766,3766,3766,19477.42,22322.02,14184.038,30052.84,3766,3766,3766,3766,18545.191,22345.725,19438.482,29961.057,3766,3766,3766,3766,15363.858,18059.53,17055.482,19129.502
4339,483.2756692,4.596135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,65462.06,77401.51,48151.906,3766,3766,3766,3766,3766,197262.23,171298.56,15684.066,20427.95,3766,3766,3766,3766,28187.22,44509.99,35346.867,20502.555,3766,3766,3766,3766,48977.69,43437.55,39814.855,20010.336,3766,3766,3766,3766,17532.436,11131.311,9321.879,20379.432,3766,3766,3766,3766,6544.383,7313.3667,4379.457,10367.925,3766,3766,3766,3766,5937.5806,6962.56,6257.4204,10670.042,3766,3766,3766,3766,5165.831,5425.2153,5136.3906,6654.6797
4340,432.1684433,4.6009474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,17386.596,22055.62,12902.331,3766,3766,3766,3766,3766,66097.555,53955.582,4448.992,5914.5166,3766,3766,3766,3766,8467.835,11434.4375,8386.039,6759.0073,3766,3766,3766,3766,14420.918,11476.192,11074.432,6350.0737,3766,3766,3766,3766,6750.4443,4207.1055,4223.1963,7302.108,3766,3766,3766,3766,5693.7607,6439.4185,3766,9252.248,3766,3766,3766,3766,5737.458,6181.244,5939.2007,9349.098,3766,3766,3766,3766,4959.7754,5607.5874,4483.4263,6613.2104
4341,333.0868924,4.5778017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9673.793,9251.479,11927.044,3766,11786.094,11678.575,11143.487,3766,11409.486,11635.079,12233.733,3766,11569.878,11056.903,12379.649,3766,12220.793,12427.841,12107.167,3766,11761.796,12082.317,11058.081,3766,11937.634,15094.408,12193.313,12437.017,5742.6543,4201.388,9569.813,11215.509,11087.486,11331.82,12352.811,12627.324,9471.074,9760.069,9089.096,9480.557,10480.74,11696.503,10970.618,10479.567,9504.44,8514.463,9861.596,8028.43,11210.751,11228.486,13744.6455,13483.423,8997.596,7200.3994,7378.8496,9221.751,6747.2666,7187.818,5752.864,6156.6113,3766,3766,3766,3766,5598.383,6061.783,5552.899,4780.794,3766,3766,3766,3766,3766,6185.0225,3766,3766,3766,3766,3766,3766
4342,314.2685971,4.579668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21142.4,17257.814,14160.654,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4345,290.1054756,4.580115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,5945.243,6395.0776,6265.98,3766,4781.3975,3789.2527,3766,3766,6397.976,6133.334,6375.587,3766,4394.851,5740.4253,5042.346,3766,6117.144,6901.1235,6240.2007,3766,3766,3766,4508.5327,3766,6873.8516,5417.5127,6430.9287,3766,4488.7803,5432.447,5020.735,3766,5854.927,6139.2593,6397.985,3766,4528.252,5861.347,5602.344,3766,5158.373,6134.357,7210.3726,3766,4284.6846,4643.481,4380.842,3766,5933.1484,5755.145,6317.0747,3766,3858.121,5277.2617,3766,3766,6769.866,7029.741,6377.9316,3766,4324.314,6014.6665,5447.2495,3766,6867.0684,11699.739,7448.0083,3766,4620.977,5987.124,5249.4805,3766
4346,358.2585995,4.5881696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23488.232,27345.674,25900.34,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4347,432.2958036,4.558025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15025.598,14419.298,16807.717,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4348,471.2105105,4.5909715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4349,269.0919634,4.5912714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9462.907,10419.197,9662.245,3766,9874.847,9418.16,8938.32,3766,9844.759,10581.735,10149.089,3766,8169.9136,8854.926,9502.728,3766,10202.992,9040.843,9734.415,3766,8499.551,7705.5273,8610.011,3766,9738.451,11090.715,9795.827,10626.928,3766,3766,6177.7627,7419.089,9663.68,7999.088,9095.615,9226.54,6326.7188,6060.48,6480.7295,6427.2856,8133.715,9013.471,9604.077,8829.447,5939.648,4953.189,5651.515,5023.9917,9844.527,10244.763,12584.324,10876.457,4689.68,3775.4443,4154.996,4972.93,4724.5034,4749.839,4415.0903,4084.9294,3766,3766,3766,3766,3766,4199.993,3766,3766,3766,3766,3766,3766,3766,3801.87,3766,3766,3766,3766,3766,3766
4350,536.3067889,4.5934014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24055.83,22242.465,19343.621,17512.031,16113.223,15605.742,12728.159,12245.519,12023.412,11482.232,11027.806,8496.622,7237.044,6910.759,7158.466,5921.518,6312.641,5352.9917,5082.2954,3766,3766,3766,3766,3766,3766,4076.5925,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4351,204.0478345,4.5889597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
4352,260.1757916,4.5946746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,14111.766,14532.402,15664.683,3766,11490.055,10076.219,3766,3766,15894.436,14916.605,14813.408,3766,11739.619,11945.265,12878.732,3766,15914.525,18581.947,15423.1,3766,5747.6997,4774.829,11590.757,3766,14998.4375,14107.644,14368.732,3766,11472.046,13200.493,11645.115,3766,13381.2295,14337.371,15713.135,3766,11438.866,13848.971,12317.131,3766,16122.897,16350.55,19962.805,3766,11233.238,12131.106,11970.224,3766,14600.34,14854.705,16148.843,3766,10627.881,13174.879,10491.018,3766,15932.619,16056.711,17149.98,3766,11542.096,13071.345,12472.781,3766,16971.77,27767.332,19952.723,3766,11905.932,14112.23,13202.304,3766
4353,376.1291214,4.6007094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27361.43,27138.86,29601.658,3766,10439.119,9646.987,9022.701,3766,20880.191,22278.807,22343.174,3766,9363.002,7662.961,10995.398,3766,22976.705,21429.941,22998.719,3766,8340.279,6582.3887,8098.825,3766,21550.662,26477.016,21282.312,19916.838,3848.0989,3766,6027.3853,7799.0244,20161.098,20954.861,18254.92,18794.873,6474.2627,6437.8906,6429.365,6592.5947,17647.492,19039.24,17436.406,17242.066,5603.9976,5050.501,5291.333,5456.622,18801.32,20523.814,21804.814,17798.734,5245.0547,4290.2983,4288.6265,4993.742,9702.262,10147.114,8882.857,7445.2427,3766,3766,3766,3766,7891.583,9501.581,7815.065,6099.3574,3766,3766,3766,3766,5701.7456,9369.84,4911.7964,3766,3766,3766,3766,3766
4354,357.2860387,4.6004415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37452.17,39788.094,37626.37,3766,32019.084,32176.95,31659.465,3766,28575.594,30800.41,29296.955,3766,31508.357,31193.064,32718.107,3766,28031.248,28450.807,27203.523,3766,30646.574,33864.24,33618.04,3766,25235.668,26850.664,24792.51,24213.58,25896.572,18458.43,30962.795,31293.344,22610.766,22725.607,21591.2,21795.158,30713.018,33831.617,32301.166,29804.195,18180.988,20906.72,18302.684,18451.459,30631.805,32175.658,33931.984,26854.09,16887.785,18074.443,15854.33,15747.256,32619.482,28333.713,30194.453,30720.22,3766,3766,3766,3766,22350.049,24439.264,23282.936,24308.229,3766,3766,3766,3766,24326.51,25286.293,26599.326,28445.121,3766,3766,3766,3766,27894.727,29301.424,31855.059,28233.414
4355,344.2221672,4.5994635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3864.316,3766,5942.9946,3766,3766,3766,3766,3766,7006.5547,8213.799,8679.063,3766,5979.3657,6224.535,4858.552,3766,8330.635,8951.146,9332.216,3766,5978.87,6697.6333,6393.9937,3766,10172.882,19081.246,11782.756,3766,3766,4016.0303,3766,3766
