"row ID","row m/z","row retention time","row ion mobility","row ion mobility unit","row CCS","correlation group ID","annotation network number","best ion","auto MS2 verify","identified by n=","partners","neutral M mass","t0_BS_1.mzML Peak area","t0_BS_2.mzML Peak area","t0_BS_3.mzML Peak area","t0_BS_C.mzML Peak area","t0_Ec_1.mzML Peak area","t0_Ec_2.mzML Peak area","t0_Ec_3.mzML Peak area","t0_Ec_C.mzML Peak area","t1_BS_1.mzML Peak area","t1_BS_2.mzML Peak area","t1_BS_3.mzML Peak area","t1_BS_C.mzML Peak area","t1_Ec_1.mzML Peak area","t1_Ec_2.mzML Peak area","t1_Ec_3.mzML Peak area","t1_Ec_C.mzML Peak area","t2_BS_1.mzML Peak area","t2_BS_2.mzML Peak area","t2_BS_3.mzML Peak area","t2_BS_C.mzML Peak area","t2_Ec_1.mzML Peak area","t2_Ec_2.mzML Peak area","t2_Ec_3.mzML Peak area","t2_Ec_C.mzML Peak area","t3_BS_1.mzML Peak area","t3_BS_2.mzML Peak area","t3_BS_3.mzML Peak area","t3_BS_C.mzML Peak area","t3_Ec_1.mzML Peak area","t3_Ec_2.mzML Peak area","t3_Ec_3.mzML Peak area","t3_Ec_C.mzML Peak area","t4_BS_1.mzML Peak area","t4_BS_2.mzML Peak area","t4_BS_3.mzML Peak area","t4_BS_C.mzML Peak area","t4_Ec_1.mzML Peak area","t4_Ec_2.mzML Peak area","t4_Ec_3.mzML Peak area","t4_Ec_C.mzML Peak area","t5_BS_1.mzML Peak area","t5_BS_2.mzML Peak area","t5_BS_3.mzML Peak area","t5_BS_C.mzML Peak area","t5_Ec_1.mzML Peak area","t5_Ec_2.mzML Peak area","t5_Ec_3.mzML Peak area","t5_Ec_C.mzML Peak area","t6_BS_1.mzML Peak area","t6_BS_2.mzML Peak area","t6_BS_3.mzML Peak area","t6_BS_C.mzML Peak area","t6_Ec_1.mzML Peak area","t6_Ec_2.mzML Peak area","t6_Ec_3.mzML Peak area","t6_Ec_C.mzML Peak area","t7_BS_1.mzML Peak area","t7_BS_2.mzML Peak area","t7_BS_3.mzML Peak area","t7_BS_C.mzML Peak area","t7_Ec_1.mzML Peak area","t7_Ec_2.mzML Peak area","t7_Ec_3.mzML Peak area","t7_Ec_C.mzML Peak area","t8_BS_1.mzML Peak area","t8_BS_2.mzML Peak area","t8_BS_3.mzML Peak area","t8_BS_C.mzML Peak area","t8_Ec_1.mzML Peak area","t8_Ec_2.mzML Peak area","t8_Ec_3.mzML Peak area","t8_Ec_C.mzML Peak area","t9_BS_1.mzML Peak area","t9_BS_2.mzML Peak area","t9_BS_3.mzML Peak area","t9_BS_C.mzML Peak area","t9_Ec_1.mzML Peak area","t9_Ec_2.mzML Peak area","t9_Ec_3.mzML Peak area","t9_Ec_C.mzML Peak area"
1325,175.0808158,2.2488587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59489.145,29430.303,9369.117,3766,41530.457,29447.898,43184.176,3766,19089.74,8186.356,34071.508,3766,16850.36,54230.375,73050.21,3766,61510.477,17645.848,25840.754,3766,52048.723,96460.71,38367.582,3766,9965.1045,31401.078,77339.805,86199.37,81953.19,76789.96,80162.8,19212.543,40963.133,7921.086,22430.615,39243.004,42732.09,24382.025,89888.664,62934.477,88811.74,15465.041,51459.52,35105.227,91299.37,30678.564,21242.494,35254.668,61104.13,42420.203,60343.46,44726.58,21071.574,81853.4,22982.125,37488.418,64699.008,78468.41,70052.695,89301.44,48319.117,63294.305,66869.88,51243.254,13313.16,21370.957,17932.324,76012.73,73997.625,72656.016,28487.248,30001.215,42741.58,78681.73,13415.425,74605.195,76139.234,35889.984,38313.42,33681.414
1326,284.1385066,2.2344394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1329,211.1252456,2.1927109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80128.16,20610.91,27218.346,3766,82651.64,57471.617,48110.746,3766,34070.67,41844.223,55621.816,3766,72169.445,11186.651,80153.555,3766,163589.17,18172.148,20709.906,3766,164738.22,21817.055,168941.73,3766,63628.566,46161.01,96340.67,76904.34,39746.652,77328.81,104250.914,28855.863,107065.35,48004.77,72078.53,64185.574,32920.484,58450.117,82149.65,12091.777,49195.05,67790.42,54925.75,97281.055,34314.887,45969.07,72642.62,49790.133,114867.8,57617.08,16328.279,87016.38,57602.266,24738.008,66273.41,43175.723,92818.89,35450.01,44743.953,59754.31,29850.047,22736.436,26439.523,29046.424,85649.945,76614.07,63831.03,65678.43,78078.42,140604.44,53321.04,180959.86,36234.645,111757.19,84922.53,148237.92,26958.148,141999.4,81268,38923.816
1332,432.2797874,2.242017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1334,214.0654744,2.260896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18116.023,8159.9087,13112.268,3766,3766,3766,3766,3766,10018.221,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1336,243.1128072,2.2635763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1339,294.1423278,2.2714324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1340,336.1223891,2.2139988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23901.771,20686.86,22300.586,3766,19034.734,65597.305,36704.19,3766,21644.818,9345.737,8241.774,3766,40715.684,11772.434,18352.96,3766,27001.271,22966.883,23121.266,3766,58055.355,33342.18,9092.211,3766,11833.764,11911.345,28096.154,13042.236,15202.864,10934.585,43764.098,39690.29,21594.357,24904.572,18157.84,41302.543,14612.339,11658.031,44639.13,33611.64,12514.673,21079.998,47091.65,26341.463,10057.632,25710.834,47402.105,28180.676,35626.41,28683.725,14861.867,36491.387,53930.65,19915.69,39119.336,27002.932,22790.834,30364.875,21606.416,8760.666,10528.623,42999.125,35462.5,14980.603,19220.9,7354.603,12999.807,16768.203,13976.974,6829.2856,22678.688,49993.83,8421.231,18167.096,27515.898,10507.627,16083.061,10797.299,40808.055,33979.223
1341,267.0412643,2.2566314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,14892.241,15511.264,3766,6824.018,3766,3766,3766,17837.734,18256.424,17214.807,3766,6176.7173,5520.3438,5207.939,3766,18113.426,16714.416,12416.089,3766,3766,3766,3766,3766,10217.719,11398.229,13225.457,3766,3766,3766,3766,3766,12762.828,10097.581,12742.501,3766,3766,3766,3766,3766,4365.85,3766,21527.838,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1342,421.2802068,2.2142384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14304.172,23347.95,45013.555,3766,39206.867,69240.336,30117.77,3766,11195.632,21911.984,24874.627,3766,14916.571,12402.65,20012.13,3766,26364.04,35900.617,8210.815,3766,30911.254,38064.57,44739.36,3766,33167.598,24438.973,47228.516,22871.205,22955.627,7600.433,48068.312,47058.168,42138.715,34569.45,19614.059,26885.223,42779.023,73811.96,39934.844,21872.695,8961.295,10024.799,13840.936,42981.637,27862.469,30852.463,27946.344,24139.773,63313.66,68861.54,59581.305,6133.994,29517.686,49836.3,34985.414,58824.094,23677.604,36066.27,42039.836,27753.828,8026.43,10673.215,10186.651,22698.559,11843.282,11794.539,9231.939,11237.818,11063.571,14723.465,12886.537,17298.553,10316.861,45576.816,23368.941,25121.445,23838.338,30558.02,31199.75,22713.77
1344,180.1020506,2.264844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,6427.916,3766,3766,14517.589,14752.875,12980.587,3766,6174.2354,5106.6875,3766,3766,14549.998,14781.083,16474.035,3766,6385.0215,6598.4287,7782.7256,3766,22059.164,22050.43,20074.988,3766,7225.1377,3766,3766,4702.2764,8566.09,3766,15512.414,20717.484,5931.6733,3766,8319.743,5666.3677,14987.05,16421.408,18410.318,18536.771,8484.483,10811.876,8712.53,6255.7446,20019.621,15841.278,18933.04,20382.146,12588.823,10964.105,15381.148,8858.002,17484.127,17076.338,17750.508,26623.256,19412.744,20225.56,20613.438,17876.516,20109.516,24307.36,18188.531,24144.113,20095.18,25665.236,26169.014,22865.77,23162.568,25566.055,26175.635,24946.07,28915.07,44830.816,30530.719,27759.387,24057.7,19413.48,18881.873,23614.533
1347,284.1308594,2.27979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15562.125,13899.878,16919.9,3766,3766,3766,3766,3766,15622.998,13324.038,6388.8228,3766,3766,3766,3766,3766,16353.516,12369.268,15736.095,3766,3766,3766,3766,3766,18103.098,12582.552,16776.83,7124.2974,6165.982,13084.478,6044.9683,3766,20278.285,11086.53,20299.764,11259.95,5075.3506,39343.59,32001.209,3766,28865.1,27395.078,33556.59,26635.787,76506.664,108288.31,175712.44,12084.314,26916.693,32000.85,19157.799,30942.14,107507.164,240648.72,236030.62,118456.66,209485.86,201792.44,436874.6,133900.53,4936094.5,5615330,5663092,3632553.8,210508.62,170775.05,251051.5,172687.45,5325619,5671322.5,4974525,3836117.5,320029.44,433621.78,612149.56,675538.25,4510816,4091510.2,3672356.5,3447955.5
1348,208.1699419,2.273525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1349,345.2492871,2.2746797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
1351,371.2073194,2.2779589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10717.83,7396.713,10856.705,3766,3766,3766,3766,3766,29669.984,44194.875,35318.477,3766,3766,3766,3766,3766
